Item,2017,2018,2019,2020,2021
Sales/Revenue,39.02B,43.28B,47.02B,38.19B,43.66B
Sales Growth,-,10.91%,8.64%,-18.79%,14.35%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,24.38B,26.08B,27.6B,21.28B,27.04B
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",5.23B,5.67B,6.36B,6.39B,7.06B
Commission & Fee Income,5.23B,5.67B,6.36B,6.39B,7.06B
Total Expense,30.11B,32.81B,36.46B,32.48B,32.16B
Total Interest Expense,1.33B,1.67B,1.91B,1.16B,825M
Depreciation & Amortization Expense,1.32B,1.29B,1.19B,1.54B,1.7B
Other Operating Expense,8.73B,8.11B,9.46B,9B,9.11B
Operating Income,8.91B,10.47B,10.56B,5.71B,11.5B
Operating Income Growth,-,17.53%,0.86%,-45.97%,101.54%
Non-Operating Income (Expense),(112M),(126M),(101M),(128M),-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),(112M),(126M),(101M),(128M),-
Unusual Expense,42M,554M,125M,125M,(10M)
Pretax Income,7.43B,8.12B,8.43B,4.3B,10.69B
Pretax Income Growth,-,9.39%,3.78%,-49.03%,148.81%
Pretax Margin,-,-,-,-,24.48%
Income Taxes,4.68B,1.2B,1.67B,1.16B,2.63B
Income Tax - Current Domestic,3.67B,220M,1.38B,1.46B,2.01B
Income Tax - Current Foreign,387M,681M,437M,639M,328M
Income Tax - Deferred Domestic,532M,354M,(89M),(1.05B),253M
Income Tax - Deferred Foreign,91M,(54M),(62M),111M,41M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(21M),(54M),(47M),(20M),(56M)
Consolidated Net Income,2.73B,6.87B,6.71B,3.12B,8B
Minority Interest Expense,-,-,-,-,-
Net Income,2.73B,6.87B,6.71B,3.12B,8B
Net Income Growth,-,151.82%,-2.26%,-53.59%,156.95%
Net Margin Growth,-,-,-,-,18.33%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.73B,6.87B,6.71B,3.12B,8B
Preferred Dividends,81M,80M,81M,79M,87M
Net Income Available to Common,2.65B,6.79B,6.63B,3.04B,7.92B
EPS (Basic),3,7.93,8.01,3.77,10.03
EPS (Basic) Growth,-,164.33%,0.99%,-52.91%,166.06%
Basic Shares Outstanding,883M,856M,828M,805M,789M
EPS (Diluted),2.99,7.9,7.99,3.77,10.02
EPS (Diluted) Growth,-,164.25%,1.12%,-52.85%,166.05%
Diluted Shares Outstanding,886M,859M,830M,806M,790M
