Item,2017,2018,2019,2020,2021
Sales/Revenue,42.04B,48.57B,153.74B,160.55B,174.27B
Sales Growth,-,15.52%,216.55%,4.43%,8.55%
Premiums Earned,32.49B,36.11B,39.71B,42.63B,41.15B
Total Investment Income,1.23B,1.48B,1.39B,1.24B,1.55B
Realized Gains (Losses),237M,(81M),177M,149M,196M
Other Operating Income,8.09B,11.06B,112.46B,116.53B,131.38B
"Losses, Claims & Reserves",25.26B,27.53B,30.82B,32.71B,33.56B
"Losses, Claims & Reserves Growth",-,8.97%,11.96%,6.14%,2.60%
"Losses, Benefits & Adjustments",25.26B,27.53B,30.82B,32.71B,33.56B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",12.6B,16.19B,113.86B,119.06B,132.27B
SGA Growth,-,28.47%,603.32%,4.56%,11.10%
"Selling, General & Admin. Expenses",10.15B,11.4B,16.19B,15.57B,14.72B
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,2.46B,4.79B,97.67B,103.48B,117.55B
Operating Income Before Interest Expense,4.18B,4.85B,9.06B,8.78B,8.44B
Operating Income Growth,-,16.10%,86.81%,-3.09%,-3.90%
"Interest Expense, Net of Interest Capitalized",252M,498M,1.68B,1.44B,1.21B
Interest Expense (excl. Interest Capitalized),252M,498M,1.68B,1.44B,1.21B
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,4.18B,4.85B,9.06B,8.78B,8.44B
Non-Operating Income (Expense),-,-,-,4.2B,-
Miscellaneous Non Operating Expense,-,-,-,4.2B,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,321M,773M,812M,681M,451M
Pretax Income,3.61B,3.58B,6.57B,10.87B,6.78B
Pretax Income Growth,-,-0.69%,83.47%,65.42%,-37.60%
Income Tax,1.37B,935M,1.45B,2.38B,1.37B
Income Tax - Current Domestic,1.01B,851M,1.59B,2.43B,1.38B
Income Tax - Current Foreign,122M,185M,173M,334M,207M
Income Tax - Deferred Domestic,203M,(109M),(329M),(397M),(289M)
Income Tax - Deferred Foreign,39M,8M,16M,11M,69M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.23B,2.65B,5.12B,8.49B,5.42B
Minority Interest Expense,(5M),9M,16M,31M,50M
Net Income,2.24B,2.64B,5.1B,8.46B,5.37B
Net Income Growth,-,17.88%,93.55%,65.71%,-36.57%
Net Margin Growth,-,-,-,-,3.08%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.24B,2.64B,5.1B,8.46B,5.37B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.24B,2.64B,5.1B,8.46B,5.37B
EPS (Basic),8.92,10.69,13.58,23.17,15.87
EPS (Basic) Growth,-,19.91%,27.00%,70.68%,-31.50%
Basic Shares Outstanding,250.89M,246.65M,375.92M,364.98M,337.96M
EPS (Diluted),8.77,10.54,13.44,22.96,15.73
EPS (Diluted) Growth,-,20.16%,27.51%,70.85%,-31.47%
Diluted Shares Outstanding,255.07M,250.23M,379.82M,368.39M,340.97M
