Item,2017,2018,2019,2020,2021
Sales/Revenue,20.25B,25.07B,22.59B,20.14B,36.48B
Sales Growth,-,23.77%,-9.89%,-10.84%,81.15%
Cost of Goods Sold (COGS) incl. D&A,17.67B,20.78B,19.91B,17.89B,25.43B
COGS Growth,-,17.63%,-4.19%,-10.13%,42.12%
COGS excluding D&A,16.94B,20.06B,19.17B,17.11B,24.56B
Depreciation & Amortization Expense,727.06M,719.64M,734.65M,785.47M,864.56M
Depreciation,635.83M,630.88M,648.91M,702.11M,735.41M
Amortization of Intangibles,91.23M,88.76M,85.74M,83.36M,129.16M
Gross Income,2.59B,4.29B,2.68B,2.25B,11.05B
Gross Income Growth,-,65.76%,-37.49%,-16.13%,391.96%
Gross Profit Margin,-,-,-,-,30.30%
SG&A Expense,665.03M,881.22M,744.95M,596.84M,1.71B
SGA Growth,-,32.51%,-15.46%,-19.88%,185.94%
Research & Development,-,-,-,-,-
Other SG&A,665.03M,881.22M,744.95M,596.84M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,37.82M,80.08M,64.71M,643.7M,81.82M
EBIT after Unusual Expense,1.88B,3.32B,1.87B,1.01B,9.27B
Non Operating Income/Expense,(973K),(132K),31.37M,(7.22M),(9.3M)
Non-Operating Interest Income,13.7M,25.72M,35.93M,13.42M,4.27M
Equity in Affiliates (Pretax),41.66M,40.24M,3.31M,(10.53M),103.07M
Interest Expense,187.28M,161.26M,157.36M,166.61M,163.12M
Interest Expense Growth,-,-13.90%,-2.42%,5.88%,-2.10%
Gross Interest Expense,188.87M,161.26M,157.36M,166.61M,163.12M
Interest Capitalized,1.59M,-,-,-,-
Pretax Income,1.75B,3.23B,1.78B,835.54M,9.2B
Pretax Income Growth,-,84.54%,-44.79%,-53.13%,"1,001.19%"
Pretax Margin,-,-,-,-,25.22%
Income Tax,369.39M,748.31M,411.9M,(490K),2.08B
Income Tax - Current Domestic,542.17M,730.49M,303.76M,(181.46M),2.05B
Income Tax - Current Foreign,48.39M,14.8M,8.98M,18.13M,19.7M
Income Tax - Deferred Domestic,(211.54M),11.8M,109.96M,151.54M,7.87M
Income Tax - Deferred Foreign,(9.63M),(8.78M),(10.8M),11.3M,3.79M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(4.55M),(9.34M),(7.04M),(4.36M),(32.31M)
Consolidated Net Income,1.38B,2.47B,1.36B,831.67M,7.09B
Minority Interest Expense,61.88M,120.32M,99.77M,114.56M,294.91M
Net Income,1.31B,2.35B,1.26B,717.11M,6.8B
Net Income Growth,-,78.93%,-46.24%,-43.27%,847.57%
Net Margin Growth,-,-,-,-,18.63%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.31B,2.35B,1.26B,717.11M,6.8B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.31B,2.35B,1.26B,717.11M,6.8B
EPS (Basic),4.11,7.44,4.14,2.37,23.23
EPS (Basic) Growth,-,81.13%,-44.33%,-42.92%,882.16%
Basic Shares Outstanding,319.99M,315.86M,305.04M,303.17M,292.49M
EPS (Diluted),4.1,7.42,4.14,2.36,23.16
EPS (Diluted) Growth,-,81.08%,-44.27%,-42.85%,879.50%
Diluted Shares Outstanding,320.77M,316.73M,305.5M,303.27M,293.39M
EBITDA,2.65B,4.12B,2.67B,2.44B,10.21B
EBITDA Growth,-,55.78%,-35.29%,-8.74%,319.28%
EBITDA Margin,-,-,-,-,27.99%
