Item,2017,2018,2019,2020,2021
Sales/Revenue,52.55B,53.65B,41.17B,41.65B,81.29B
Sales Growth,-,2.10%,-23.25%,1.16%,95.16%
Cost of Goods Sold (COGS) incl. D&A,15.78B,16.01B,12.62B,11.77B,34.41B
COGS Growth,-,1.46%,-21.15%,-6.75%,192.35%
COGS excluding D&A,9.51B,9.62B,6.83B,7.09B,29.22B
Depreciation & Amortization Expense,6.27B,6.38B,5.8B,4.68B,5.19B
Depreciation,1.51B,1.49B,1.33B,1.33B,1.49B
Amortization of Intangibles,4.76B,4.89B,4.46B,3.35B,3.7B
Gross Income,36.77B,37.64B,28.55B,29.88B,46.88B
Gross Income Growth,-,2.37%,-24.15%,4.66%,56.88%
Gross Profit Margin,-,-,-,-,57.67%
SG&A Expense,22.38B,22.35B,21.04B,20.8B,26.08B
SGA Growth,-,-0.13%,-5.87%,-1.16%,25.42%
Research & Development,7.65B,7.97B,8.36B,9.4B,13.83B
Other SG&A,14.73B,14.38B,12.67B,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,2.24B,3.62B,4.08B,1.65B,(176M)
EBIT after Unusual Expense,(2.24B),11.67B,(4.08B),(1.65B),20.97B
Non Operating Income/Expense,1.04B,1.2B,9.38B,676M,4.13B
Non-Operating Interest Income,391M,333M,225M,73M,36M
Equity in Affiliates (Pretax),-,-,17M,298M,471M
Interest Expense,1.27B,1.32B,1.57B,1.45B,1.29B
Interest Expense Growth,-,3.62%,19.53%,-7.88%,-10.90%
Gross Interest Expense,1.34B,1.39B,1.66B,1.55B,1.4B
Interest Capitalized,72M,73M,88M,96M,108M
Pretax Income,12.31B,11.89B,11.49B,7.04B,24.31B
Pretax Income Growth,-,-3.41%,-3.37%,-38.74%,245.52%
Pretax Margin,-,-,-,-,29.91%
Income Tax,(9.05B),706M,618M,370M,1.85B
Income Tax - Current Domestic,14.45B,(2.36B),(2.21B),428M,3.38B
Income Tax - Current Foreign,2.71B,2.83B,2.42B,1.52B,2.77B
Income Tax - Deferred Domestic,(26.16B),792M,1.27B,(1.3B),(4.34B)
Income Tax - Deferred Foreign,(42M),(558M),(863M),(279M),48M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,21.35B,11.18B,10.87B,6.67B,22.46B
Minority Interest Expense,47M,36M,29M,36M,45M
Net Income,21.31B,11.14B,10.84B,6.63B,22.42B
Net Income Growth,-,-47.70%,-2.74%,-38.83%,238.08%
Net Margin Growth,-,-,-,-,27.57%
Extraordinaries & Discontinued Operations,2M,10M,5.44B,-,-
Extra Items & Gain/Loss Sale Of Assets,3M,-,-,-,(167M)
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(1M),10M,5.44B,2.53B,(268M)
Net Income After Extraordinaries,21.31B,11.15B,16.27B,9.16B,21.98B
Preferred Dividends,1M,1M,1M,-,-
Net Income Available to Common,21.3B,11.15B,16.27B,9.16B,22.15B
EPS (Basic),3.57,1.9,2.92,1.65,3.95
EPS (Basic) Growth,-,-46.78%,53.85%,-43.57%,139.80%
Basic Shares Outstanding,5.97B,5.87B,5.57B,5.56B,5.6B
EPS (Diluted),3.52,1.87,2.87,1.63,3.88
EPS (Diluted) Growth,-,-46.94%,53.67%,-43.29%,138.58%
Diluted Shares Outstanding,6.06B,5.98B,5.68B,5.63B,5.71B
EBITDA,20.66B,21.67B,13.31B,13.77B,25.98B
EBITDA Growth,-,4.90%,-38.61%,3.46%,88.75%
EBITDA Margin,-,-,-,-,31.97%
