Item,2017,2018,2019,2020,2021
Sales/Revenue,5.03B,4.65B,4.45B,4.45B,4.74B
Sales Growth,-,-7.55%,-4.35%,-0.01%,6.53%
Cost of Goods Sold (COGS) incl. D&A,1.92B,1.88B,1.79B,1.83B,1.96B
COGS Growth,-,-2.23%,-4.59%,2.50%,6.62%
COGS excluding D&A,1.7B,1.67B,1.57B,1.63B,1.68B
Depreciation & Amortization Expense,220.3M,210.6M,218.7M,206.8M,275.4M
Depreciation,202.8M,193.2M,184M,166.2M,195.9M
Amortization of Intangibles,17.5M,17.4M,34.7M,40.6M,79.5M
Gross Income,3.11B,2.77B,2.66B,2.61B,2.78B
Gross Income Growth,-,-10.84%,-4.19%,-1.69%,6.47%
Gross Profit Margin,-,-,-,-,58.70%
SG&A Expense,2.16B,2.16B,2.12B,2.13B,2.3B
SGA Growth,-,0.05%,-1.68%,0.33%,8.12%
Research & Development,980.7M,1B,955.7M,958.4M,1.01B
Other SG&A,1.18B,1.15B,1.17B,1.17B,-
Other Operating Expense,36.7M,30.7M,40.7M,37.1M,39.5M
Unusual Expense,67.7M,11.7M,67.2M,147.6M,112.4M
EBIT after Unusual Expense,(67.7M),572.2M,426.9M,298.1M,326.9M
Non Operating Income/Expense,11.9M,(9M),(2.9M),7.8M,19.1M
Non-Operating Interest Income,53M,72.7M,79.1M,36.3M,14.9M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,101.2M,103.2M,88.7M,77M,50.8M
Interest Expense Growth,-,1.98%,-14.05%,-13.19%,-34.03%
Gross Interest Expense,101.2M,103.2M,88.7M,77M,50.8M
Interest Capitalized,-,-,-,-,-
Pretax Income,811.8M,532.7M,414.4M,265.2M,310.1M
Pretax Income Growth,-,-34.38%,-22.21%,-36.00%,16.93%
Pretax Margin,-,-,-,-,6.55%
Income Tax,505.6M,(34.2M),69.4M,7.4M,57.4M
Income Tax - Current Domestic,608.2M,(117.1M),20.6M,93.7M,79.3M
Income Tax - Current Foreign,45.4M,38.9M,48.5M,(21.6M),48.2M
Income Tax - Deferred Domestic,(146.4M),38.8M,3.6M,(65.3M),(58.4M)
Income Tax - Deferred Foreign,(1.6M),5.2M,(3.3M),600K,(11.7M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,306.2M,566.9M,345M,257.8M,252.7M
Minority Interest Expense,-,-,-,-,-
Net Income,306.2M,566.9M,345M,257.8M,252.7M
Net Income Growth,-,85.14%,-39.14%,-25.28%,-1.98%
Net Margin Growth,-,-,-,-,5.34%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,306.2M,566.9M,345M,257.8M,252.7M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,306.2M,566.9M,345M,257.8M,252.7M
EPS (Basic),0.81,1.62,1.01,0.78,0.78
EPS (Basic) Growth,-,100.37%,-38.12%,-22.37%,-0.17%
Basic Shares Outstanding,377.7M,349M,343.2M,330.4M,324.4M
EPS (Diluted),0.8,1.6,0.99,0.77,0.76
EPS (Diluted) Growth,-,100.70%,-38.06%,-22.38%,-0.91%
Diluted Shares Outstanding,384.2M,354.4M,348.2M,335.2M,331.6M
EBITDA,1.14B,794.5M,712.8M,652.5M,714.7M
EBITDA Growth,-,-30.07%,-10.28%,-8.46%,9.53%
EBITDA Margin,-,-,-,-,15.09%
