Item,2017,2018,2019,2020,2021
Sales/Revenue,9.96B,10.75B,8.56B,8.88B,10.49B
Sales Growth,-,8.03%,-20.45%,3.79%,18.09%
Cost of Goods Sold (COGS) incl. D&A,2.26B,2.43B,2.16B,1.82B,2.66B
COGS Growth,-,7.47%,-10.98%,-15.71%,45.67%
COGS excluding D&A,1.59B,1.74B,1.54B,1.24B,2.16B
Depreciation & Amortization Expense,676M,689M,629M,588M,494M
Depreciation,612M,626M,594M,560M,485M
Amortization of Intangibles,64M,63M,35M,28M,9M
Gross Income,7.69B,8.32B,6.39B,7.06B,7.83B
Gross Income Growth,-,8.19%,-23.21%,10.39%,10.96%
Gross Profit Margin,-,-,-,-,74.66%
SG&A Expense,5.41B,6.09B,4.53B,4.43B,4.8B
SGA Growth,-,12.58%,-25.59%,-2.21%,8.32%
Research & Development,1.23B,1.29B,976M,1.03B,1.33B
Other SG&A,4.18B,4.81B,3.56B,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,20M,(1M),(126M),(1.21B),5.3B
EBIT after Unusual Expense,(20M),2.23B,126M,1.21B,(2.27B)
Non Operating Income/Expense,129M,637M,(43M),(216M),2.92B
Non-Operating Interest Income,177M,176M,120M,38M,19M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,292M,326M,311M,304M,269M
Interest Expense Growth,-,11.64%,-4.60%,-2.25%,-11.51%
Gross Interest Expense,292M,326M,311M,304M,269M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.28B,2.72B,1.75B,3.35B,398M
Pretax Income Growth,-,19.47%,-35.65%,91.25%,-88.10%
Pretax Margin,-,-,-,-,3.80%
Income Tax,3.29B,190M,233M,858M,146M
Income Tax - Current Domestic,1.41B,98M,58M,353M,600M
Income Tax - Current Foreign,151M,245M,180M,91M,228M
Income Tax - Deferred Domestic,1.79B,(498M),(193M),(81M),(880M)
Income Tax - Deferred Foreign,(64M),345M,188M,495M,198M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(1.01B),2.53B,1.52B,2.49B,252M
Minority Interest Expense,-,-,-,-,-
Net Income,(1.01B),2.53B,1.52B,2.49B,252M
Net Income Growth,-,349.56%,-40.03%,64.05%,-89.87%
Net Margin Growth,-,-,-,-,2.40%
Extraordinaries & Discontinued Operations,(4M),2M,270M,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,3.87B,15.79B
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(4M),2M,270M,(688M),(2.43B)
Net Income After Extraordinaries,(1.02B),2.53B,1.79B,5.67B,13.61B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(1.02B),2.53B,1.79B,1.8B,(2.18B)
EPS (Basic),(0.96),2.58,2.1,2.53,(3.34)
EPS (Basic) Growth,-,369.93%,-18.47%,20.45%,-231.84%
Basic Shares Outstanding,1.06B,980M,849M,710M,652M
EPS (Diluted),(0.96),2.55,2.09,2.51,(3.34)
EPS (Diluted) Growth,-,366.79%,-18.18%,20.09%,-233.32%
Diluted Shares Outstanding,1.06B,991M,856M,718M,652M
EBITDA,2.96B,2.92B,2.49B,3.21B,3.52B
EBITDA Growth,-,-1.29%,-14.83%,29.08%,9.66%
EBITDA Margin,-,-,-,-,33.56%
