Item,2018,2019,2020,2021,2022
Sales/Revenue,110.18B,125.5B,143.02B,168.09B,198.27B
Sales Growth,-,13.91%,13.95%,17.53%,17.96%
Cost of Goods Sold (COGS) incl. D&A,38.97B,42.91B,46.08B,52.23B,62.65B
COGS Growth,-,10.11%,7.38%,13.36%,19.95%
COGS excluding D&A,29.02B,31.31B,33.78B,41.33B,48.19B
Depreciation & Amortization Expense,9.95B,11.6B,12.3B,10.9B,14.46B
Depreciation,7.7B,9.7B,10.7B,9.3B,12.46B
Amortization of Intangibles,2.25B,1.9B,1.6B,1.6B,2B
Gross Income,71.21B,82.59B,96.94B,115.86B,135.62B
Gross Income Growth,-,15.99%,17.37%,19.52%,17.06%
Gross Profit Margin,-,-,-,-,68.40%
SG&A Expense,36.33B,39.97B,43.98B,45.94B,52.24B
SGA Growth,-,10.02%,10.02%,4.46%,13.71%
Research & Development,14.73B,16.88B,19.27B,20.72B,24.51B
Other SG&A,21.61B,23.1B,24.71B,25.22B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,234M,(597M),(123M),(1.04B),(356M)
EBIT after Unusual Expense,34.64B,43.22B,53.08B,70.96B,83.74B
Non Operating Income/Expense,2.35B,397M,(135M),357M,(54M)
Non-Operating Interest Income,2.21B,2.76B,2.68B,2.13B,2.09B
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,2.73B,2.69B,2.59B,2.35B,2.06B
Interest Expense Growth,-,-1.72%,-3.54%,-9.46%,-12.06%
Gross Interest Expense,2.79B,2.69B,2.59B,2.35B,2.06B
Interest Capitalized,59M,-,-,-,-
Pretax Income,36.47B,43.69B,53.04B,71.1B,83.72B
Pretax Income Growth,-,19.78%,21.40%,34.06%,17.74%
Pretax Margin,-,-,-,-,42.22%
Income Tax,19.9B,4.45B,8.76B,9.83B,10.98B
Income Tax - Current Domestic,20.7B,5.38B,4.3B,4.51B,10.01B
Income Tax - Current Foreign,4.35B,5.53B,4.44B,5.47B,6.67B
Income Tax - Deferred Domestic,(4.75B),(6.66B),52M,(179M),(5.88B)
Income Tax - Deferred Foreign,(393M),194M,(41M),29M,175M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,16.57B,39.24B,44.28B,61.27B,72.74B
Minority Interest Expense,-,-,-,-,-
Net Income,16.57B,39.24B,44.28B,61.27B,72.74B
Net Income Growth,-,136.80%,12.85%,38.37%,18.72%
Net Margin Growth,-,-,-,-,36.69%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,16.57B,39.24B,44.28B,61.27B,72.74B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,16.57B,39.24B,44.28B,61.27B,72.74B
EPS (Basic),2.15,5.11,5.82,8.12,9.7
EPS (Basic) Growth,-,137.67%,13.87%,39.52%,19.52%
Basic Shares Outstanding,7.7B,7.67B,7.61B,7.55B,7.5B
EPS (Diluted),2.13,5.06,5.76,8.05,9.65
EPS (Diluted) Growth,-,137.56%,13.90%,39.73%,19.79%
Diluted Shares Outstanding,7.79B,7.75B,7.68B,7.61B,7.54B
EBITDA,44.83B,54.22B,65.26B,80.82B,97.84B
EBITDA Growth,-,20.95%,20.36%,23.84%,21.07%
EBITDA Margin,-,-,-,-,49.35%
