Item,2017,2018,2019,2020,2021
Sales/Revenue,85.03B,94.51B,108.94B,103.56B,116.39B
Sales Growth,-,11.15%,15.27%,-4.94%,12.38%
Cost of Goods Sold (COGS) incl. D&A,35.49B,40.71B,47.39B,46.22B,52.25B
COGS Growth,-,14.72%,16.42%,-2.47%,13.05%
COGS excluding D&A,25.36B,29.69B,34.44B,33.12B,38.45B
Depreciation & Amortization Expense,10.13B,11.02B,12.95B,13.1B,13.8B
Depreciation,7.91B,8.28B,8.66B,8.32B,8.63B
Amortization of Intangibles,2.22B,2.74B,4.29B,4.78B,5.18B
Gross Income,49.54B,53.8B,61.55B,57.34B,64.13B
Gross Income Growth,-,8.59%,14.41%,-6.83%,11.84%
Gross Profit Margin,-,-,-,-,55.10%
SG&A Expense,31.97B,34.79B,40.24B,39.62B,43.31B
SGA Growth,-,8.83%,15.67%,-1.56%,9.33%
Research & Development,-,-,-,-,-
Other SG&A,31.97B,34.79B,40.24B,39.62B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,339M,236M,593M,204M
EBIT after Unusual Expense,-,18.67B,21.07B,17.13B,20.61B
Non Operating Income/Expense,756M,480M,943M,1.27B,551M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),107M,(364M),(505M),(113M),2.01B
Interest Expense,3.09B,3.54B,4.51B,4.23B,4.08B
Interest Expense Growth,-,14.78%,27.36%,-6.27%,-3.57%
Gross Interest Expense,3.09B,3.54B,4.51B,4.23B,4.08B
Interest Capitalized,-,-,-,-,-
Pretax Income,15.35B,15.24B,17B,14.07B,19.09B
Pretax Income Growth,-,-0.72%,11.51%,-17.25%,35.75%
Pretax Margin,-,-,-,-,16.41%
Income Tax,(7.57B),3.38B,3.67B,3.36B,5.26B
Income Tax - Current Domestic,2.69B,2.67B,2.51B,3.66B,3.03B
Income Tax - Current Foreign,389M,425M,600M,254M,343M
Income Tax - Deferred Domestic,(10.64B),379M,887M,(182M),1.76B
Income Tax - Deferred Foreign,(6M),(89M),(324M),(368M),133M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,22.92B,11.86B,13.32B,10.7B,13.83B
Minority Interest Expense,187M,131M,266M,167M,(326M)
Net Income,22.74B,11.73B,13.06B,10.53B,14.16B
Net Income Growth,-,-48.40%,11.30%,-19.32%,34.41%
Net Margin Growth,-,-,-,-,12.17%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,22.74B,11.73B,13.06B,10.53B,14.16B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,22.74B,11.73B,13.06B,10.53B,14.16B
EPS (Basic),4.83,2.56,2.87,2.3,3.09
EPS (Basic) Growth,-,-47.00%,12.14%,-19.78%,34.12%
Basic Shares Outstanding,4.71B,4.58B,4.55B,4.57B,4.58B
EPS (Diluted),4.75,2.53,2.83,2.28,3.04
EPS (Diluted) Growth,-,-46.74%,11.95%,-19.57%,33.55%
Diluted Shares Outstanding,4.79B,4.64B,4.61B,4.62B,4.65B
EBITDA,27.71B,30.02B,34.26B,30.83B,34.62B
EBITDA Growth,-,8.37%,14.10%,-10.02%,12.31%
EBITDA Margin,-,-,-,-,29.75%
