Item,2017,2018,2019,2020,2021
Interest Income,10.81B,12.58B,13.76B,11.31B,11.13B
Interest Income Growth,-,16.35%,9.38%,-17.84%,-1.53%
Interest and Fees on Loans,8.24B,9.58B,10.53B,8.93B,9.01B
Interest Income on Fed. Funds,-,-,-,-,-
Interest Income on Fed. Repos,-,-,-,-,-
Interest on Bank Deposits,-,-,-,-,-
Other Interest or Dividend Income,2.58B,3B,3.24B,2.38B,2.13B
Total Internest Expense,1.71B,2.86B,3.8B,1.36B,487M
Total Internest Expense Growth,-,67.70%,32.72%,-64.16%,-64.22%
Interest Expense on Bank Deposits,623M,1.23B,1.99B,643M,126M
Other Interest Expense,1.08B,1.63B,1.81B,718M,-
Interest Expense on Debt,1.08B,1.63B,1.81B,718M,361M
Interest Capitalized,-,-,-,-,-
Other Borrowed Funds,-,-,-,-,-
Net Interest Income,9.11B,9.72B,9.97B,9.95B,10.65B
Net Interest Income Growth,-,6.73%,2.51%,-0.19%,7.05%
Loan Loss Provision,441M,408M,773M,3.18B,(779M)
Loan Loss Provision Growth,-,-7.48%,89.46%,310.74%,-124.54%
Net Interest Income after Provision,8.67B,9.31B,9.19B,6.77B,11.43B
Net Interest Inc After Loan Loss Prov Growth,-,7.45%,-1.30%,-26.34%,68.75%
Net Interest Margin,-,-,-,-,2.29%
Non-Interest Income,7.51B,6.94B,7.76B,6.93B,8.31B
Securities Gain,-,-,-,-,-
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",6.02B,6.21B,6.27B,5.5B,6.65B
Commission & Fee Income,4.08B,4.38B,4.42B,4.66B,5.69B
Other Operating Income,1.48B,734M,1.49B,1.43B,1.66B
Non-Interest Expense,10.68B,9.83B,10.47B,10.27B,12.75B
Labor & Related Expense,5.22B,5.47B,5.65B,5.67B,7.14B
Equipment Expense,1.93B,1.92B,2.04B,2B,2.35B
Other Operating Expense,2.12B,1.78B,1.57B,1.13B,1.74B
Operating Income,5.49B,6.43B,6.48B,3.43B,6.99B
Operating Income Growth,-,17.06%,0.81%,-47.08%,103.79%
Operating Income Margin,-,-,-,-,35.94%
Non-Operating Income (Expense),-,-,-,-,-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,1M,-,-,-,-
Pretax Income,5.49B,6.43B,6.48B,3.43B,6.99B
Pretax Income Growth,-,17.09%,0.81%,-47.08%,103.79%
Pretax Margin,-,-,-,-,35.94%
Income Taxes,102M,1.08B,1.06B,426M,1.26B
Income Tax - Current - Domestic,505M,949M,759M,827M,-
Income Tax - Current - Foreign,-,-,-,-,-
Income Tax - Deferred - Domestic,(403M),133M,303M,(401M),178M
Income Tax - Deferred - Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(23M),(21M),(21M),(13M),(27M)
Consolidated Net Income,5.37B,5.33B,5.4B,2.99B,5.7B
Minority Interest Expense,50M,45M,49M,41M,51M
Net Income,5.32B,5.28B,5.35B,2.95B,5.65B
Net Income Growth,-,-0.66%,1.29%,-44.86%,91.49%
Net Income Margin,-,-,-,-,29.04%
Extraordinaries & Discontinued Operations,-,-,-,4.56B,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,4.56B,-
Net Income After Extraordinaries,-,-,-,(1.61B),-
Preferred Dividends,262M,240M,240M,233M,238M
Net Income Available to Common,5.05B,5.04B,5.11B,7.27B,5.41B
EPS (Basic),10.51,10.79,11.43,17.03,12.7
EPS (Basic) Grwoth,-,2.73%,5.88%,49.01%,-25.43%
Basic Shares Outstanding,481M,467M,447M,427M,426M
EPS (Diluted),10.36,10.7,11.38,16.98,12.7
EPS (Diluted) Growth,-,3.28%,6.31%,49.19%,-25.21%
Diluted Shares Outstanding,486M,470M,448M,427M,426M
