Item,2017,2018,2019,2020,2021
Sales/Revenue,15.86B,18.97B,14.36B,13.87B,22.36B
Sales Growth,-,19.61%,-24.31%,-3.37%,61.17%
Cost of Goods Sold (COGS) incl. D&A,11.76B,13.23B,13.17B,11.47B,14.07B
COGS Growth,-,12.46%,-0.44%,-12.93%,22.71%
COGS excluding D&A,10.05B,11.47B,11.76B,9.94B,12.07B
Depreciation & Amortization Expense,1.71B,1.75B,1.41B,1.53B,2B
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,4.1B,5.74B,1.19B,2.41B,8.29B
Gross Income Growth,-,40.13%,-79.31%,102.53%,244.43%
Gross Profit Margin,-,-,-,-,37.07%
SG&A Expense,472M,443M,414M,354M,383M
SGA Growth,-,-6.14%,-6.55%,-14.49%,8.19%
Research & Development,-,-,-,-,-
Other SG&A,472M,443M,414M,354M,-
Other Operating Expense,244M,89M,105M,159M,91M
Unusual Expense,(74M),1B,290M,52M,(408M)
EBIT after Unusual Expense,74M,4.21B,379M,1.84B,8.22B
Non Operating Income/Expense,103M,262M,459M,554M,40M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,656M,575M,532M,598M,602M
Interest Expense Growth,-,-12.35%,-7.48%,12.41%,0.67%
Gross Interest Expense,777M,671M,681M,745M,674M
Interest Capitalized,121M,96M,149M,147M,72M
Pretax Income,2.9B,3.89B,306M,1.8B,7.66B
Pretax Income Growth,-,34.11%,-92.14%,487.25%,326.21%
Pretax Margin,-,-,-,-,34.26%
Income Tax,883M,991M,510M,944M,2.3B
Income Tax - Current Domestic,(380M),(670M),3M,(170M),(372M)
Income Tax - Current Foreign,1.43B,1.45B,462M,816M,2.46B
Income Tax - Deferred Domestic,(74M),114M,(56M),(8M),188M
Income Tax - Deferred Foreign,(89M),102M,101M,306M,23M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,10M,8M,12M,12M,5M
Other After Tax Income (Expense),(4M),(4M),(3M),(3M),(7M)
Consolidated Net Income,2.03B,2.91B,(195M),862M,5.36B
Minority Interest Expense,274M,292M,50M,266M,1.06B
Net Income,1.75B,2.61B,(245M),596M,4.3B
Net Income Growth,-,49.23%,-109.38%,343.27%,621.31%
Net Margin Growth,-,-,-,-,19.23%
Extraordinaries & Discontinued Operations,62M,(15M),3M,-,-
Extra Items & Gain/Loss Sale Of Assets,57M,(15M),3M,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,5M,-,-,-,-
Net Income After Extraordinaries,1.81B,2.6B,(242M),596M,4.3B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.76B,2.61B,(245M),596M,4.3B
EPS (Basic),1.21,1.8,(0.17),0.41,2.93
EPS (Basic) Growth,-,48.60%,-109.36%,343.01%,614.90%
Basic Shares Outstanding,1.45B,1.45B,1.45B,1.45B,1.47B
EPS (Diluted),1.21,1.79,(0.17),0.41,2.9
EPS (Diluted) Growth,-,47.69%,-109.42%,341.65%,611.15%
Diluted Shares Outstanding,1.45B,1.46B,1.45B,1.46B,1.48B
EBITDA,5.1B,6.96B,2.08B,3.42B,9.81B
EBITDA Growth,-,36.66%,-70.11%,64.39%,186.79%
EBITDA Margin,-,-,-,-,43.88%
