Item,2017,2018,2019,2020,2021
Sales/Revenue,1.65B,2.15B,2.41B,2.32B,2.95B
Sales Growth,-,30.69%,12.05%,-3.87%,27.21%
Cost of Goods Sold (COGS) incl. D&A,584.42M,777.99M,866.37M,835.63M,1.07B
COGS Growth,-,33.12%,11.36%,-3.55%,27.72%
COGS excluding D&A,563.78M,751.29M,833.97M,774.46M,1B
Depreciation & Amortization Expense,20.64M,26.7M,32.4M,61.17M,65.81M
Depreciation,20.2M,21.6M,19M,37.07M,36.61M
Amortization of Intangibles,440K,5.1M,13.4M,24.1M,29.2M
Gross Income,1.06B,1.37B,1.54B,1.48B,1.88B
Gross Income Growth,-,29.35%,12.45%,-4.04%,26.92%
Gross Profit Margin,-,-,-,-,63.80%
SG&A Expense,591.5M,695.03M,738.56M,782.2M,956.04M
SGA Growth,-,17.50%,6.26%,5.91%,22.22%
Research & Development,349.59M,442.47M,462.76M,486.59M,586.75M
Other SG&A,241.9M,252.56M,275.81M,295.61M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,418.8M,(1.2M),(4.16M),-
EBIT after Unusual Expense,-,259.55M,806.97M,703.85M,-
Non Operating Income/Expense,7.27M,289K,4.15M,7.88M,(1.08M)
Non-Operating Interest Income,-,31.67M,51.14M,27.14M,7.22M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,2.78M,2.7M,-,-,-
Interest Expense Growth,-,-2.84%,-,-,-
Gross Interest Expense,2.78M,2.7M,-,-,-
Interest Capitalized,-,-,-,-,-
Pretax Income,474.76M,288.8M,862.27M,738.86M,930.88M
Pretax Income Growth,-,-39.17%,198.57%,-14.31%,25.99%
Pretax Margin,-,-,-,-,31.58%
Income Tax,51.56M,(39.31M),2.4M,104.31M,90.03M
Income Tax - Current Domestic,40.51M,8.13M,77.25M,99.98M,175.68M
Income Tax - Current Foreign,2.4M,10.45M,928K,12.89M,13.39M
Income Tax - Deferred Domestic,9.39M,(61.89M),357.55M,(18.44M),(114.82M)
Income Tax - Deferred Foreign,(734K),3.99M,(433.32M),9.88M,15.78M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(801K),(189K),(423K),-,-
Consolidated Net Income,422.4M,327.93M,859.44M,634.56M,840.85M
Minority Interest Expense,-,-,-,-,-
Net Income,422.4M,327.93M,859.44M,634.56M,840.85M
Net Income Growth,-,-22.37%,162.08%,-26.17%,32.51%
Net Margin Growth,-,-,-,-,28.52%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,422.4M,327.93M,859.44M,634.56M,840.85M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,422.4M,327.93M,859.44M,634.56M,840.85M
EPS (Basic),1.46,1.1,2.82,2.09,2.74
EPS (Basic) Growth,-,-24.96%,156.73%,-25.85%,31.40%
Basic Shares Outstanding,289.03M,299M,305.25M,303.94M,306.51M
EPS (Diluted),1.34,1.01,2.66,2,2.63
EPS (Diluted) Growth,-,-24.17%,161.97%,-24.86%,31.94%
Diluted Shares Outstanding,315.91M,323.38M,323.52M,317.86M,319.24M
EBITDA,490.91M,705.05M,838.17M,760.85M,990.55M
EBITDA Growth,-,43.62%,18.88%,-9.22%,30.19%
EBITDA Margin,-,-,-,-,33.60%
