Item,2017,2018,2019,2020,2021
Sales/Revenue,12.44B,13.6B,14.88B,14.35B,17.11B
Sales Growth,-,9.30%,9.43%,-3.58%,19.21%
Cost of Goods Sold (COGS) incl. D&A,4.54B,5B,5.5B,5.6B,6.4B
COGS Growth,-,10.13%,10.02%,1.74%,14.31%
COGS excluding D&A,3.9B,4.28B,4.72B,4.79B,5.41B
Depreciation & Amortization Expense,642M,723M,778M,812M,990M
Depreciation,271M,306M,314M,340M,371M
Amortization of Intangibles,371M,417M,464M,472M,619M
Gross Income,7.9B,8.6B,9.38B,8.75B,10.71B
Gross Income Growth,-,8.82%,9.09%,-6.70%,22.35%
Gross Profit Margin,-,-,-,-,62.60%
SG&A Expense,5.14B,5.5B,5.99B,5.8B,7.05B
SGA Growth,-,7.01%,9.06%,-3.17%,21.43%
Research & Development,787M,862M,971M,984M,1.24B
Other SG&A,4.35B,4.63B,5.02B,4.82B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,485M,566M,666M,706M,1.06B
EBIT after Unusual Expense,(485M),2.54B,2.72B,2.24B,2.6B
Non Operating Income/Expense,(32M),(37M),(28M),(76M),(47M)
Non-Operating Interest Income,60M,119M,155M,102M,68M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,247M,264M,287M,315M,337M
Interest Expense Growth,-,6.88%,8.71%,9.76%,6.98%
Gross Interest Expense,247M,264M,287M,315M,337M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.06B,2.36B,2.56B,1.95B,2.28B
Pretax Income Growth,-,14.20%,8.74%,-23.73%,16.73%
Pretax Margin,-,-,-,-,13.33%
Income Tax,1.04B,(1.2B),479M,355M,287M
Income Tax - Current Domestic,874M,208M,29M,100M,252M
Income Tax - Current Foreign,133M,177M,324M,207M,272M
Income Tax - Deferred Domestic,75M,(64M),9M,(24M),(105M)
Income Tax - Deferred Foreign,(39M),(1.52B),117M,72M,(132M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.02B,3.55B,2.08B,1.6B,1.99B
Minority Interest Expense,-,-,-,-,-
Net Income,1.02B,3.55B,2.08B,1.6B,1.99B
Net Income Growth,-,248.33%,-41.37%,-23.24%,24.70%
Net Margin Growth,-,-,-,-,11.66%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.02B,3.55B,2.08B,1.6B,1.99B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.02B,3.55B,2.08B,1.6B,1.99B
EPS (Basic),2.73,9.5,5.57,4.26,5.29
EPS (Basic) Growth,-,247.99%,-41.37%,-23.54%,24.21%
Basic Shares Outstanding,374M,374.1M,374M,375.5M,377M
EPS (Diluted),2.68,9.34,5.48,4.2,5.22
EPS (Diluted) Growth,-,248.51%,-41.30%,-23.32%,24.05%
Diluted Shares Outstanding,380.1M,380.3M,379.9M,380.3M,382.3M
EBITDA,3.41B,3.83B,4.17B,3.76B,4.65B
EBITDA Growth,-,12.26%,8.86%,-9.72%,23.66%
EBITDA Margin,-,-,-,-,27.19%
