Item,2017,2018,2019,2020,2021
Sales/Revenue,607.05M,937.24M,1.43B,1.46B,1.96B
Sales Growth,-,54.39%,52.11%,2.36%,34.58%
Cost of Goods Sold (COGS) incl. D&A,391.09M,618M,946.32M,997.91M,1.33B
COGS Growth,-,58.02%,53.13%,5.45%,33.77%
COGS excluding D&A,383.94M,605.39M,919.43M,966.08M,1.3B
Depreciation & Amortization Expense,7.16M,12.62M,26.9M,31.83M,39.54M
Depreciation,7.01M,11.43M,17.26M,22.36M,29.36M
Amortization of Intangibles,144K,1.19M,9.63M,9.48M,10.18M
Gross Income,215.95M,319.23M,479.34M,461.36M,628.99M
Gross Income Growth,-,47.83%,50.15%,-3.75%,36.33%
Gross Profit Margin,-,-,-,-,32.03%
SG&A Expense,124.55M,179.31M,258.09M,322.23M,423.24M
SGA Growth,-,43.96%,43.94%,24.85%,31.35%
Research & Development,55.54M,82.26M,121.35M,163.12M,221.28M
Other SG&A,69.02M,97.04M,136.74M,159.1M,-
Other Operating Expense,1.35M,-,8.31M,-,-
Unusual Expense,-,536K,17.73M,584K,(8.07M)
EBIT after Unusual Expense,-,139.39M,195.22M,138.55M,213.81M
Non Operating Income/Expense,7.82M,(4.25M),(15.25M),30.78M,(18.29M)
Non-Operating Interest Income,2.38M,4.39M,4.47M,4.9M,2.97M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,-,2.4M,5.83M,10.56M,11.27M
Interest Expense Growth,-,-,142.85%,81.31%,6.69%
Gross Interest Expense,-,2.4M,5.83M,10.56M,11.27M
Interest Capitalized,-,-,-,-,-
Pretax Income,100.24M,137.12M,178.6M,163.67M,187.22M
Pretax Income Growth,-,36.79%,30.25%,-8.36%,14.39%
Pretax Margin,-,-,-,-,9.53%
Income Tax,16.07M,9.08M,33.65M,23.34M,18.05M
Income Tax - Current Domestic,19.89M,13.89M,10.09M,1.84M,(7.87M)
Income Tax - Current Foreign,1.64M,2.28M,29.59M,24.94M,37.56M
Income Tax - Deferred Domestic,(42K),(1.28M),(3.41M),2.79M,(3.68M)
Income Tax - Deferred Foreign,(5.41M),(5.81M),(2.62M),(6.23M),(7.96M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,84.17M,128.05M,144.96M,140.32M,169.17M
Minority Interest Expense,-,(787K),(1.59M),-,-
Net Income,84.17M,128.83M,146.55M,140.32M,169.17M
Net Income Growth,-,53.06%,13.75%,-4.25%,20.56%
Net Margin Growth,-,-,-,-,8.61%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,84.17M,128.83M,146.55M,140.32M,169.17M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,84.17M,128.83M,146.55M,140.32M,169.17M
EPS (Basic),1.99,2.85,3.06,2.79,3.24
EPS (Basic) Growth,-,42.82%,7.38%,-8.63%,15.98%
Basic Shares Outstanding,42.21M,45.24M,47.92M,50.22M,52.2M
EPS (Diluted),1.85,2.69,2.92,2.66,3.02
EPS (Diluted) Growth,-,44.91%,8.73%,-8.97%,13.72%
Diluted Shares Outstanding,45.43M,47.98M,50.2M,52.8M,55.97M
EBITDA,97.2M,152.54M,239.84M,170.97M,245.28M
EBITDA Growth,-,56.94%,57.22%,-28.72%,43.47%
EBITDA Margin,-,-,-,-,12.49%
