Item,2017,2018,2019,2020,2021
Sales/Revenue,13.69B,27.25B,27B,25.29B,28.59B
Sales Growth,-,99.02%,-0.92%,-6.34%,13.06%
Cost of Goods Sold (COGS) incl. D&A,8.66B,16.35B,17.13B,15.39B,18.13B
COGS Growth,-,88.78%,4.78%,-10.19%,17.87%
COGS excluding D&A,8.44B,4.32B,4.16B,3.95B,4.39B
Depreciation & Amortization Expense,223M,12.03B,12.97B,11.44B,13.74B
Depreciation,203M,382M,362M,333M,344M
Amortization of Intangibles,20M,51M,56M,60M,46M
Gross Income,5.03B,10.9B,9.87B,9.9B,10.45B
Gross Income Growth,-,116.66%,-9.48%,0.33%,5.58%
Gross Profit Margin,-,-,-,-,36.56%
SG&A Expense,2.13B,5.21B,5.48B,5.32B,6.4B
SGA Growth,-,144.87%,5.28%,-2.94%,20.26%
Research & Development,-,-,-,-,-
Other SG&A,2.13B,5.21B,5.48B,5.32B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,491M,500M,843M,808M,214M
EBIT after Unusual Expense,(491M),(500M),(843M),3.77B,3.84B
Non Operating Income/Expense,(42M),(119M),576M,346M,2.3B
Non-Operating Interest Income,64M,79M,66M,60M,53M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,457M,1.03B,962M,1.03B,986M
Interest Expense Growth,-,125.38%,-6.60%,7.17%,-4.36%
Gross Interest Expense,457M,1.03B,962M,1.03B,986M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.98B,4.12B,3.22B,3.15B,5.21B
Pretax Income Growth,-,108.39%,-21.85%,-2.36%,65.43%
Pretax Margin,-,-,-,-,18.21%
Income Tax,633M,617M,(29M),535M,646M
Income Tax - Current Domestic,758M,393M,534M,233M,317M
Income Tax - Current Foreign,63M,166M,202M,180M,239M
Income Tax - Deferred Domestic,(188M),47M,(110M),188M,298M
Income Tax - Deferred Foreign,-,11M,(655M),(66M),(208M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,(37M),(47M),(53M),(28M),(91M)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.31B,3.46B,3.2B,2.58B,4.47B
Minority Interest Expense,-,37M,31M,279M,88M
Net Income,1.31B,3.42B,3.17B,2.31B,4.38B
Net Income Growth,-,161.50%,-7.45%,-27.24%,90.07%
Net Margin Growth,-,-,-,-,15.33%
Extraordinaries & Discontinued Operations,(952M),32M,140M,117M,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(952M),32M,140M,117M,162M
Net Income After Extraordinaries,357M,3.46B,3.31B,2.42B,4.54B
Preferred Dividends,-,-,-,-,44.2M
Net Income Available to Common,357M,3.46B,3.31B,2.42B,4.5B
EPS (Basic),0.89,5.6,5.38,3.93,7.02
EPS (Basic) Growth,-,529.18%,-3.94%,-26.90%,78.50%
Basic Shares Outstanding,401M,617M,615M,616M,641M
EPS (Diluted),0.88,5.56,5.36,3.92,6.87
EPS (Diluted) Growth,-,532.23%,-3.63%,-26.90%,75.25%
Diluted Shares Outstanding,407M,621M,617M,618M,655M
EBITDA,3.13B,17.72B,17.36B,16.02B,17.8B
EBITDA Growth,-,466.56%,-2.05%,-7.72%,11.10%
EBITDA Margin,-,-,-,-,62.25%
