Item,2017,2018,2019,2020,2021
Sales/Revenue,10.12B,11.29B,11.5B,11.31B,14.07B
Sales Growth,-,11.62%,1.89%,-1.68%,24.39%
Cost of Goods Sold (COGS) incl. D&A,6.32B,7.12B,7.79B,7.46B,9.11B
COGS Growth,-,12.73%,9.38%,-4.20%,22.03%
COGS excluding D&A,5.16B,5.83B,6.29B,5.94B,7.63B
Depreciation & Amortization Expense,1.16B,1.29B,1.5B,1.52B,1.48B
Depreciation,1.08B,1.2B,1.39B,1.4B,1.35B
Amortization of Intangibles,75M,94M,113M,121M,129M
Gross Income,3.8B,4.17B,3.71B,3.85B,4.96B
Gross Income Growth,-,9.77%,-10.92%,3.61%,28.96%
Gross Profit Margin,-,-,-,-,35.26%
SG&A Expense,2.16B,2.59B,2.42B,2.56B,2.82B
SGA Growth,-,20.04%,-6.57%,5.87%,10.31%
Research & Development,689M,807M,833M,907M,994M
Other SG&A,1.47B,1.78B,1.59B,1.65B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,407M,186M,(251M),438M,(314M)
EBIT after Unusual Expense,(407M),1.39B,1.55B,849M,2.45B
Non Operating Income/Expense,172M,(128M),(147M),61M,200M
Non-Operating Interest Income,45M,38M,21M,15M,11M
Equity in Affiliates (Pretax),361M,390M,17M,(25M),35M
Interest Expense,155M,191M,221M,276M,300M
Interest Expense Growth,-,23.23%,15.71%,24.89%,8.70%
Gross Interest Expense,191M,240M,275M,334M,336M
Interest Capitalized,36M,49M,54M,58M,36M
Pretax Income,1.66B,1.5B,1.22B,623M,2.4B
Pretax Income Growth,-,-9.29%,-19.10%,-48.77%,284.75%
Pretax Margin,-,-,-,-,17.04%
Income Tax,2.15B,437M,256M,111M,491M
Income Tax - Current Domestic,41M,278M,94M,(72M),185M
Income Tax - Current Foreign,317M,196M,354M,203M,290M
Income Tax - Deferred Domestic,1.73B,30M,(77M),(10M),104M
Income Tax - Deferred Foreign,70M,(67M),(115M),(10M),(88M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(497M),1.07B,960M,512M,1.91B
Minority Interest Expense,-,-,-,-,-
Net Income,(497M),1.07B,960M,512M,1.91B
Net Income Growth,-,314.49%,-9.94%,-46.67%,272.27%
Net Margin Growth,-,-,-,-,13.55%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(497M),1.07B,960M,512M,1.91B
Preferred Dividends,98M,98M,98M,98M,827M
Net Income Available to Common,(595M),968M,862M,414M,1.08B
EPS (Basic),(0.66),1.19,1.11,0.54,1.3
EPS (Basic) Growth,-,278.44%,-6.36%,-51.03%,139.54%
Basic Shares Outstanding,895M,816M,776M,761M,828M
EPS (Diluted),(0.66),1.13,1.07,0.54,1.28
EPS (Diluted) Growth,-,270.40%,-5.74%,-49.78%,138.37%
Diluted Shares Outstanding,895M,941M,899M,772M,844M
EBITDA,2.8B,2.87B,2.8B,2.81B,3.62B
EBITDA Growth,-,2.64%,-2.61%,0.32%,28.89%
EBITDA Margin,-,-,-,-,25.72%
