Item,2017,2018,2019,2020,2021
Sales/Revenue,237.16B,279.2B,256B,178.17B,280.51B
Sales Growth,-,17.73%,-8.31%,-30.40%,57.44%
Cost of Goods Sold (COGS) incl. D&A,180.49B,212.25B,200.97B,146.03B,212.91B
COGS Growth,-,17.60%,-5.31%,-27.34%,45.80%
COGS excluding D&A,162.59B,194.2B,182.08B,125.32B,192.3B
Depreciation & Amortization Expense,17.89B,18.05B,18.9B,20.71B,20.61B
Depreciation,17.89B,18.05B,18.9B,20.71B,20.61B
Amortization of Intangibles,-,-,-,-,-
Gross Income,56.67B,66.96B,55.02B,32.15B,67.6B
Gross Income Growth,-,18.15%,-17.82%,-41.58%,110.30%
Gross Profit Margin,-,-,-,-,24.10%
SG&A Expense,12.39B,12.77B,12.63B,10.17B,9.57B
SGA Growth,-,2.99%,-1.03%,-19.51%,-5.84%
Research & Development,1.06B,1.12B,1.21B,1.02B,843M
Other SG&A,11.33B,11.65B,11.42B,9.15B,-
Other Operating Expense,30.1B,32.66B,30.53B,26.12B,30.24B
Unusual Expense,2B,700M,100M,25.3B,1.2B
EBIT after Unusual Expense,(2B),20.83B,11.76B,(29.45B),26.59B
Non Operating Income/Expense,1.72B,3.54B,3.68B,(12M),(1.07B)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),5.38B,7.36B,5.44B,1.73B,6.66B
Interest Expense,601M,766M,830M,1.16B,947M
Interest Expense Growth,-,27.45%,8.36%,39.52%,-18.22%
Gross Interest Expense,1.35B,1.42B,1.56B,1.82B,1.6B
Interest Capitalized,749M,652M,731M,665M,655M
Pretax Income,18.67B,30.95B,20.06B,(28.88B),31.23B
Pretax Income Growth,-,65.75%,-35.20%,-244.01%,208.14%
Pretax Margin,-,-,-,-,11.13%
Income Tax,(1.17B),9.53B,5.28B,(5.63B),7.64B
Income Tax - Current Domestic,514M,627M,(214M),(488M),732M
Income Tax - Current Foreign,6.63B,9B,6.17B,2.91B,6.95B
Income Tax - Deferred Domestic,(9.08B),518M,(255M),(6.05B),870M
Income Tax - Deferred Foreign,754M,(614M),(420M),(2.01B),(914M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,19.85B,21.42B,14.77B,(23.25B),23.6B
Minority Interest Expense,138M,581M,434M,(811M),558M
Net Income,19.71B,20.84B,14.34B,(22.44B),23.04B
Net Income Growth,-,5.73%,-31.19%,-256.49%,202.67%
Net Margin Growth,-,-,-,-,8.21%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,19.71B,20.84B,14.34B,(22.44B),23.04B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,19.71B,20.84B,14.34B,(22.44B),23.04B
EPS (Basic),4.63,4.88,3.36,(5.25),5.39
EPS (Basic) Growth,-,5.40%,-31.18%,-256.45%,202.58%
Basic Shares Outstanding,4.26B,4.27B,4.27B,4.27B,4.28B
EPS (Diluted),4.63,4.88,3.36,(5.25),5.39
EPS (Diluted) Growth,-,5.40%,-31.18%,-256.45%,202.58%
Diluted Shares Outstanding,4.26B,4.27B,4.27B,4.27B,4.28B
EBITDA,32.07B,39.57B,30.76B,16.56B,48.4B
EBITDA Growth,-,23.41%,-22.27%,-46.15%,192.18%
EBITDA Margin,-,-,-,-,17.25%
