Item,2018,2019,2020,2021,2022
Sales/Revenue,14.3B,14.32B,13.7B,14.35B,15.86B
Sales Growth,-,0.13%,-4.36%,4.76%,10.55%
Cost of Goods Sold (COGS) incl. D&A,10.69B,10.67B,10.21B,10.44B,11.39B
COGS Growth,-,-0.18%,-4.27%,2.27%,9.04%
COGS excluding D&A,10.22B,10.23B,9.67B,9.85B,10.82B
Depreciation & Amortization Expense,466.09M,436.19M,537.53M,595.39M,571.76M
Depreciation,237.81M,225.68M,252.9M,269.94M,257.31M
Amortization of Intangibles,228.28M,210.51M,284.63M,325.45M,314.45M
Gross Income,3.62B,3.65B,3.48B,3.9B,4.47B
Gross Income Growth,-,1.04%,-4.64%,12.05%,14.59%
Gross Profit Margin,-,-,-,-,28.21%
SG&A Expense,1.6B,1.53B,1.5B,1.5B,1.63B
SGA Growth,-,-4.52%,-2.14%,0.30%,8.30%
Research & Development,327.88M,294.85M,293.84M,259.04M,-
Other SG&A,1.28B,1.24B,1.2B,1.24B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,83M,45.28M,244.41M,43.8M,-
EBIT after Unusual Expense,(83M),2.08B,1.74B,2.36B,-
Non Operating Income/Expense,(79.56M),(65.92M),(27.59M),90.51M,(977.75M)
Non-Operating Interest Income,15M,18M,31M,7M,-
Equity in Affiliates (Pretax),50M,93M,75M,41M,-
Interest Expense,213.87M,190.14M,308.16M,250.04M,255.25M
Interest Expense Growth,-,-11.10%,62.07%,-18.86%,2.09%
Gross Interest Expense,213.87M,190.14M,308.16M,250.04M,255.25M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.7B,1.93B,1.51B,2.25B,1.61B
Pretax Income Growth,-,13.58%,-21.76%,48.55%,-28.16%
Pretax Margin,-,-,-,-,10.18%
Income Tax,640.96M,420.49M,305.92M,500.1M,298.04M
Income Tax - Current Domestic,471.99M,181.79M,124.55M,281.99M,-
Income Tax - Current Foreign,210.39M,206.17M,167.68M,269.61M,-
Income Tax - Deferred Domestic,(23.96M),29.34M,27.94M,(60.35M),-
Income Tax - Deferred Foreign,(17.45M),3.2M,(14.25M),8.85M,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.06B,1.51B,1.21B,1.75B,1.32B
Minority Interest Expense,514K,567K,362K,761K,581K
Net Income,1.06B,1.51B,1.21B,1.75B,1.32B
Net Income Growth,-,42.57%,-20.23%,44.74%,-24.65%
Net Margin Growth,-,-,-,-,8.29%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.06B,1.51B,1.21B,1.75B,1.32B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.06B,1.51B,1.21B,1.75B,1.32B
EPS (Basic),7.98,11.63,9.39,13.54,10.24
EPS (Basic) Growth,-,45.87%,-19.25%,44.09%,-24.39%
Basic Shares Outstanding,133M,130M,128.42M,129M,128.54M
EPS (Diluted),7.83,11.48,9.29,13.35,10.09
EPS (Diluted) Growth,-,46.51%,-19.02%,43.60%,-24.40%
Diluted Shares Outstanding,135.43M,131.78M,129.81M,130.83M,130.36M
EBITDA,2.48B,2.56B,2.52B,3B,3.42B
EBITDA Growth,-,3.23%,-1.39%,18.75%,14.05%
EBITDA Margin,-,-,-,-,21.56%
