Item,2017,2018,2019,2020,2021
Sales/Revenue,15.38B,16.17B,15.54B,14.91B,16.62B
Sales Growth,-,5.15%,-3.91%,-4.04%,11.51%
Cost of Goods Sold (COGS) incl. D&A,10.99B,12.31B,11.58B,10.63B,11.95B
COGS Growth,-,12.06%,-5.96%,-8.18%,12.43%
COGS excluding D&A,8.86B,9.91B,8.84B,7.73B,8.91B
Depreciation & Amortization Expense,2.13B,2.4B,2.74B,2.91B,3.05B
Depreciation,1.84B,2.08B,2.43B,2.71B,2.94B
Amortization of Intangibles,288.1M,321.6M,310.8M,195.3M,108.6M
Gross Income,4.39B,3.86B,3.96B,4.28B,4.67B
Gross Income Growth,-,-12.16%,2.64%,8.07%,9.21%
Gross Profit Margin,-,-,-,-,28.09%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,1.06B,1.14B,1.23B,1.3B,1.41B
Unusual Expense,87.1M,70.6M,156.4M,-,11.6M
EBIT after Unusual Expense,(87.1M),2.64B,2.57B,-,3.25B
Non Operating Income/Expense,451.1M,303.2M,339.6M,326M,453.5M
Non-Operating Interest Income,16M,11.6M,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,893.5M,983.3M,1.07B,1.16B,1.19B
Interest Expense Growth,-,10.05%,8.92%,8.38%,2.74%
Gross Interest Expense,942.1M,1.06B,1.16B,1.23B,1.25B
Interest Capitalized,48.6M,73.6M,88.7M,66M,53.8M
Pretax Income,2.82B,1.97B,1.83B,2.15B,2.51B
Pretax Income Growth,-,-29.92%,-7.03%,16.97%,17.04%
Pretax Margin,-,-,-,-,15.11%
Income Tax,969.7M,115.3M,(12.9M),40.5M,115.5M
Income Tax - Current Domestic,12M,(900K),(3M),(154.9M),(21.8M)
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,957.7M,116.2M,(9.9M),195.4M,137.3M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,82.4M,73.1M,72.1M,91.1M,91.7M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.93B,1.93B,1.92B,2.2B,2.49B
Minority Interest Expense,16.3M,7.5M,(1.3M),(3.4M),-
Net Income,1.91B,1.92B,1.92B,2.2B,2.49B
Net Income Growth,-,0.59%,-0.14%,14.52%,13.09%
Net Margin Growth,-,-,-,-,14.97%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.91B,1.92B,1.92B,2.2B,2.49B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.91B,1.92B,1.92B,2.2B,2.49B
EPS (Basic),3.89,3.9,3.89,4.44,4.97
EPS (Basic) Growth,-,0.39%,-0.33%,14.05%,12.00%
Basic Shares Outstanding,491.81M,492.77M,493.69M,495.72M,500.52M
EPS (Diluted),3.88,3.9,3.88,4.42,4.96
EPS (Diluted) Growth,-,0.35%,-0.45%,14.08%,12.06%
Diluted Shares Outstanding,492.61M,493.76M,495.31M,497.23M,501.78M
EBITDA,5.46B,5.11B,5.46B,5.89B,6.31B
EBITDA Growth,-,-6.29%,6.84%,7.78%,7.16%
EBITDA Margin,-,-,-,-,37.95%
