Item,2017,2018,2019,2020,2021
Sales/Revenue,12.24B,12.62B,10.11B,8.46B,17.27B
Sales Growth,-,3.10%,-19.88%,-16.39%,104.24%
Cost of Goods Sold (COGS) incl. D&A,10.64B,10.65B,8.13B,6.43B,14.25B
COGS Growth,-,0.15%,-23.71%,-20.88%,121.63%
COGS excluding D&A,10.23B,10.23B,7.65B,5.85B,13.63B
Depreciation & Amortization Expense,406.34M,428.56M,476.54M,578.66M,621.7M
Depreciation,394.44M,416.66M,464.64M,567.86M,611.3M
Amortization of Intangibles,11.9M,11.9M,11.9M,10.8M,10.4M
Gross Income,1.6B,1.97B,1.99B,2.03B,3.02B
Gross Income Growth,-,22.68%,0.87%,2.03%,49.05%
Gross Profit Margin,-,-,-,-,17.48%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,98.4M,103.92M,119.16M,125.03M,166.67M
Unusual Expense,50.24M,-,-,644.93M,(22.3M)
EBIT after Unusual Expense,(50.24M),-,-,1.26B,2.88B
Non Operating Income/Expense,(109.77M),(53.71M),98.41M,22.25M,(320.69M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),159.28M,158.38M,154.54M,143.24M,122.52M
Interest Expense,464.63M,451.33M,468.54M,619.21M,692.97M
Interest Expense Growth,-,-2.86%,3.81%,32.16%,11.91%
Gross Interest Expense,470.14M,479.4M,575.82M,694.65M,718.12M
Interest Capitalized,5.51M,28.06M,107.28M,75.44M,25.15M
Pretax Income,1.04B,1.52B,1.65B,802.32M,1.98B
Pretax Income Growth,-,45.84%,8.77%,-51.40%,147.31%
Pretax Margin,-,-,-,-,11.49%
Income Tax,447.28M,362.9M,372.41M,189.51M,484.5M
Income Tax - Current Domestic,1.97M,1.89M,(315K),2.78M,12.44M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,445.32M,361.01M,372.73M,186.73M,472.06M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,593.52M,1.16B,1.28B,612.81M,1.5B
Minority Interest Expense,205.68M,3.33M,-,-,-
Net Income,387.84M,1.15B,1.28B,612.81M,1.5B
Net Income Growth,-,196.95%,11.02%,-52.07%,144.73%
Net Margin Growth,-,-,-,-,8.68%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,387.84M,1.15B,1.28B,612.81M,1.5B
Preferred Dividends,767K,1.1M,1.1M,1.1M,1.1M
Net Income Available to Common,387.07M,1.15B,1.28B,611.71M,1.5B
EPS (Basic),1.3,2.8,3.09,1.42,3.36
EPS (Basic) Growth,-,115.38%,10.32%,-54.07%,136.60%
Basic Shares Outstanding,297.48M,411.49M,413.56M,431.11M,446.4M
EPS (Diluted),1.29,2.78,3.08,1.42,3.35
EPS (Diluted) Growth,-,115.50%,10.61%,-53.93%,136.44%
Diluted Shares Outstanding,299.78M,414.2M,415.44M,431.78M,447.4M
EBITDA,1.91B,2.29B,2.34B,2.48B,3.47B
EBITDA Growth,-,19.90%,2.18%,5.83%,40.13%
EBITDA Margin,-,-,-,-,20.12%
