Item,2017,2018,2019,2020,2021
Sales/Revenue,1.92B,2.61B,3.46B,4.52B,5.9B
Sales Growth,-,35.98%,32.64%,30.60%,30.46%
Cost of Goods Sold (COGS) incl. D&A,499.86M,622.66M,796.65M,987.11M,1.35B
COGS Growth,-,24.57%,27.94%,23.91%,37.07%
COGS excluding D&A,386.96M,474.46M,594.15M,716.11M,965M
Depreciation & Amortization Expense,112.9M,148.2M,202.5M,271M,388M
Depreciation,93.2M,123M,167.9M,225M,312M
Amortization of Intangibles,19.7M,25.2M,34.6M,46M,76M
Gross Income,1.42B,1.99B,2.66B,3.53B,4.54B
Gross Income Growth,-,40.01%,34.12%,32.61%,28.61%
Gross Profit Margin,-,-,-,-,77.05%
SG&A Expense,1.48B,2.03B,2.62B,3.33B,4.29B
SGA Growth,-,36.94%,29.30%,27.15%,28.57%
Research & Development,377.52M,529.5M,748.37M,1.02B,1.4B
Other SG&A,1.1B,1.5B,1.71B,2.1B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,2.4M,(14.22M),-,46.61M,3M
EBIT after Unusual Expense,(2.4M),(27.21M),-,152.25M,254M
Non Operating Income/Expense,(12.72M),6.29M,2.94M,(9.8M),3M
Non-Operating Interest Income,17.11M,34.62M,55.41M,39.48M,20M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,53.39M,52.73M,33.28M,32.75M,28M
Interest Expense Growth,-,-1.24%,-36.88%,-1.61%,-14.49%
Gross Interest Expense,53.39M,52.73M,33.28M,32.75M,28M
Interest Capitalized,-,-,-,-,-
Pretax Income,(113.41M),(39.02M),67.19M,149.19M,249M
Pretax Income Growth,-,65.59%,272.16%,122.05%,66.91%
Pretax Margin,-,-,-,-,4.22%
Income Tax,3.44M,(12.32M),(559.51M),30.68M,19M
Income Tax - Current Domestic,(308K),(173K),595K,285K,1M
Income Tax - Current Foreign,9.51M,22.2M,15.66M,53.06M,52M
Income Tax - Deferred Domestic,(6.82M),(2.4M),(4.36M),(6.4M),(6M)
Income Tax - Deferred Foreign,1.06M,(31.95M),(571.4M),(16.26M),(28M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(116.85M),(26.7M),626.7M,118.5M,230M
Minority Interest Expense,-,-,-,-,-
Net Income,(116.85M),(26.7M),626.7M,118.5M,230M
Net Income Growth,-,77.15%,"2,446.83%",-81.09%,94.09%
Net Margin Growth,-,-,-,-,3.90%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(116.85M),(26.7M),626.7M,118.5M,230M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(116.85M),(26.7M),626.7M,118.5M,230M
EPS (Basic),(0.68),(0.15),3.36,0.61,1.16
EPS (Basic) Growth,-,78.00%,"2,337.62%",-81.74%,89.20%
Basic Shares Outstanding,171.18M,177.85M,186.47M,193.1M,198.09M
EPS (Diluted),(0.68),(0.15),3.18,0.59,1.13
EPS (Diluted) Growth,-,78.00%,"2,215.58%",-81.58%,93.42%
Diluted Shares Outstanding,171.18M,177.85M,197.22M,202.48M,203.17M
EBITDA,50.9M,106.77M,244.62M,469.86M,645M
EBITDA Growth,-,109.76%,129.10%,92.08%,37.27%
EBITDA Margin,-,-,-,-,10.94%
