Item,2017,2018,2019,2020,2021
Sales/Revenue,26.14B,22.21B,22.32B,24.64B,27.37B
Sales Growth,-,-15.00%,0.49%,10.39%,11.08%
Cost of Goods Sold (COGS) incl. D&A,4.51B,4.85B,4.68B,4.51B,6.6B
COGS Growth,-,7.56%,-3.67%,-3.55%,46.40%
COGS excluding D&A,3.23B,3.42B,3.27B,3.03B,4.55B
Depreciation & Amortization Expense,1.29B,1.43B,1.4B,1.48B,2.05B
Depreciation,233M,226M,255M,288M,329M
Amortization of Intangibles,1.05B,1.2B,1.15B,1.19B,1.72B
Gross Income,21.62B,17.36B,17.65B,20.13B,20.77B
Gross Income Growth,-,-19.71%,1.65%,14.09%,3.17%
Gross Profit Margin,-,-,-,-,75.88%
SG&A Expense,7.3B,8.25B,12.69B,9.69B,10.57B
SGA Growth,-,13.08%,53.71%,-23.63%,9.09%
Research & Development,3.56B,4.2B,8.31B,4.86B,5.36B
Other SG&A,3.74B,4.06B,4.38B,4.83B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,244M,707M,(422M),2.94B,1.52B
EBIT after Unusual Expense,14.08B,8.4B,5.38B,7.5B,8.68B
Non Operating Income/Expense,567M,476M,773M,(4.85B),600M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,1.12B,1.08B,995M,984M,1B
Interest Expense Growth,-,-3.67%,-7.61%,-1.11%,1.73%
Gross Interest Expense,1.12B,1.08B,995M,984M,1B
Interest Capitalized,-,-,-,-,-
Pretax Income,13.53B,7.8B,5.16B,1.67B,8.28B
Pretax Income Growth,-,-42.35%,-33.84%,-67.66%,395.99%
Pretax Margin,-,-,-,-,30.24%
Income Tax,8.89B,2.34B,(204M),1.58B,2.08B
Income Tax - Current Domestic,8.91B,1.88B,1.78B,1.65B,2B
Income Tax - Current Foreign,54M,175M,124M,155M,185M
Income Tax - Deferred Domestic,(143M),307M,(885M),(261M),(65M)
Income Tax - Deferred Foreign,60M,(21M),(1.22B),38M,(47M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,4.64B,5.46B,5.36B,89M,6.2B
Minority Interest Expense,16M,5M,(22M),(34M),(24M)
Net Income,4.63B,5.46B,5.39B,123M,6.23B
Net Income Growth,-,17.87%,-1.26%,-97.72%,"4,960.98%"
Net Margin Growth,-,-,-,-,22.74%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,4.63B,5.46B,5.39B,123M,6.23B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,4.63B,5.46B,5.39B,123M,6.23B
EPS (Basic),3.54,4.2,4.24,0.1,4.96
EPS (Basic) Growth,-,18.69%,0.91%,-97.69%,"4,962.51%"
Basic Shares Outstanding,1.31B,1.3B,1.27B,1.26B,1.26B
EPS (Diluted),3.51,4.17,4.22,0.1,4.93
EPS (Diluted) Growth,-,18.86%,1.13%,-97.69%,"4,964.27%"
Diluted Shares Outstanding,1.32B,1.31B,1.28B,1.26B,1.26B
EBITDA,15.61B,10.54B,6.36B,11.92B,12.25B
EBITDA Growth,-,-32.50%,-39.60%,87.37%,2.74%
EBITDA Margin,-,-,-,-,44.76%
