Item,2018,2019,2020,2021,2022
Sales/Revenue,2.97B,3.09B,3.24B,4.02B,4.65B
Sales Growth,-,3.93%,4.82%,23.96%,15.70%
Cost of Goods Sold (COGS) incl. D&A,1.83B,1.87B,1.88B,2.13B,2.36B
COGS Growth,-,2.59%,0.26%,13.47%,10.52%
COGS excluding D&A,1.11B,1.21B,1.41B,1.68B,1.99B
Depreciation & Amortization Expense,714.22M,663.1M,468.93M,456.1M,361.42M
Depreciation,174.43M,208.65M,221.63M,203.21M,210.95M
Amortization of Intangibles,539.79M,454.45M,247.3M,252.9M,150.47M
Gross Income,1.15B,1.22B,1.36B,1.88B,2.29B
Gross Income Growth,-,6.06%,11.83%,38.46%,21.57%
Gross Profit Margin,-,-,-,-,49.29%
SG&A Expense,972.85M,926.56M,827.98M,936.23M,971.25M
SGA Growth,-,-4.76%,-10.64%,13.07%,3.74%
Research & Development,445.1M,450.48M,484.41M,570.4M,623.64M
Other SG&A,527.75M,476.07M,343.57M,365.84M,-
Other Operating Expense,5.66M,(3.81M),5.51M,10.66M,16.65M
Unusual Expense,73.9M,149.44M,78.27M,94.84M,76.54M
EBIT after Unusual Expense,94.55M,144.3M,448.63M,841.84M,1.23B
Non Operating Income/Expense,(24.88M),(19.52M),(5.21M),19.24M,7.09M
Non-Operating Interest Income,7.02M,10.97M,12.07M,-,-
Equity in Affiliates (Pretax),-,-,-,21.5M,12M
Interest Expense,59.55M,43.96M,60.39M,75.2M,63.33M
Interest Expense Growth,-,-26.17%,37.37%,24.52%,-15.79%
Gross Interest Expense,73.15M,52.76M,65.99M,79.3M,67.03M
Interest Capitalized,13.6M,8.8M,5.6M,4.1M,3.7M
Pretax Income,17.15M,91.79M,395.09M,807.38M,1.18B
Pretax Income Growth,-,435.39%,330.42%,104.35%,46.29%
Pretax Margin,-,-,-,-,25.42%
Income Tax,57.43M,(41.33M),60.76M,73.77M,147.73M
Income Tax - Current Domestic,28.4M,(17.43M),6.8M,11.18M,17.16M
Income Tax - Current Foreign,61.28M,46.27M,65.07M,80.72M,98.7M
Income Tax - Deferred Domestic,(12.07M),(56.78M),(12.43M),39.32M,21.16M
Income Tax - Deferred Foreign,(20.18M),(13.39M),1.33M,(57.45M),10.72M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(40.29M),133.13M,334.33M,733.61M,1.03B
Minority Interest Expense,-,-,-,-,-
Net Income,(40.29M),133.13M,334.33M,733.61M,1.03B
Net Income Growth,-,430.43%,151.14%,119.43%,40.86%
Net Margin Growth,-,-,-,-,22.24%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(40.29M),133.13M,334.33M,733.61M,1.03B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(40.29M),133.13M,334.33M,733.61M,1.03B
EPS (Basic),(0.32),1.07,2.86,6.43,9.38
EPS (Basic) Growth,-,436.80%,167.29%,125.15%,45.76%
Basic Shares Outstanding,126.95M,124.53M,117.01M,114.03M,110.2M
EPS (Diluted),(0.32),1.05,2.8,6.32,9.26
EPS (Diluted) Growth,-,429.33%,168.11%,125.63%,46.50%
Diluted Shares Outstanding,126.95M,127.36M,119.29M,116.02M,111.55M
EBITDA,882.67M,956.83M,995.83M,1.39B,1.66B
EBITDA Growth,-,8.40%,4.08%,39.86%,19.42%
EBITDA Margin,-,-,-,-,35.80%
