Item,2017,2018,2019,2020,2021
Sales/Revenue,1.49B,1.8B,2.16B,2.59B,3.34B
Sales Growth,-,20.49%,20.09%,19.94%,28.82%
Cost of Goods Sold (COGS) incl. D&A,388.86M,453.1M,509.2M,574.1M,801.5M
COGS Growth,-,16.52%,12.38%,12.75%,39.61%
COGS excluding D&A,333.38M,397.4M,447.6M,505.3M,717.1M
Depreciation & Amortization Expense,55.48M,55.7M,61.6M,68.8M,84.4M
Depreciation,46.88M,46.7M,50.7M,55.5M,65.9M
Amortization of Intangibles,8.6M,9M,10.9M,13.3M,18.5M
Gross Income,1.11B,1.35B,1.65B,2.02B,2.54B
Gross Income Growth,-,21.88%,22.68%,22.16%,25.76%
Gross Profit Margin,-,-,-,-,76.02%
SG&A Expense,994.13M,1.12B,1.3B,1.53B,1.89B
SGA Growth,-,12.37%,16.62%,17.34%,23.95%
Research & Development,210.61M,244.5M,277.1M,341.4M,424.2M
Other SG&A,783.52M,872.6M,1.03B,1.19B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,2.14M,-,-,-,-
EBIT after Unusual Expense,109.8M,-,-,-,-
Non Operating Income/Expense,708K,(6.6M),(7.5M),32.4M,(7M)
Non-Operating Interest Income,13.48M,26.5M,42.5M,17.7M,4.5M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,-,-,-,-,14.9M
Interest Expense Growth,-,-,-,-,-
Gross Interest Expense,-,-,-,-,14.9M
Interest Capitalized,-,-,-,-,-
Pretax Income,123.99M,250.9M,386M,541.7M,628.4M
Pretax Income Growth,-,102.35%,53.85%,40.34%,16.01%
Pretax Margin,-,-,-,-,18.80%
Income Tax,92.6M,(81.3M),54.3M,53.2M,14.1M
Income Tax - Current Domestic,35.56M,(10.6M),11.1M,46.7M,83.2M
Income Tax - Current Foreign,27.69M,36.9M,11.4M,13.6M,23.3M
Income Tax - Deferred Domestic,29.77M,(111.1M),34.6M,(8.9M),(91.3M)
Income Tax - Deferred Foreign,(418K),3.5M,(2.8M),1.8M,(1.1M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,(7.6M)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,31.4M,332.2M,331.7M,488.5M,606.7M
Minority Interest Expense,-,-,-,-,(100K)
Net Income,31.4M,332.2M,331.7M,488.5M,606.8M
Net Income Growth,-,958.00%,-0.15%,47.27%,24.22%
Net Margin Growth,-,-,-,-,18.16%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,31.4M,332.2M,331.7M,488.5M,606.8M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,31.4M,332.2M,331.7M,488.5M,606.8M
EPS (Basic),0.04,0.39,0.39,0.6,0.74
EPS (Basic) Growth,-,991.39%,-1.25%,53.35%,24.97%
Basic Shares Outstanding,871.58M,845.5M,855M,821M,816M
EPS (Diluted),0.04,0.38,0.38,0.58,0.73
EPS (Diluted) Growth,-,980.45%,-0.60%,53.68%,24.67%
Diluted Shares Outstanding,890.4M,871M,875M,838.5M,835.5M
EBITDA,167.42M,286.7M,412.6M,560.4M,730.2M
EBITDA Growth,-,71.25%,43.91%,35.82%,30.30%
EBITDA Margin,-,-,-,-,21.85%
