Item,2018,2019,2020,2021,2022
Sales/Revenue,122.66B,121.16B,122.29B,132.5B,137.89B
Sales Growth,-,-1.22%,0.93%,8.35%,4.07%
Cost of Goods Sold (COGS) incl. D&A,98.1B,97.36B,97.94B,104.34B,110.36B
COGS Growth,-,-0.75%,0.60%,6.54%,5.77%
COGS excluding D&A,95.66B,94.89B,94.65B,100.97B,106.93B
Depreciation & Amortization Expense,2.44B,2.47B,3.29B,3.37B,3.43B
Depreciation,2.38B,2.39B,3.2B,3.31B,3.37B
Amortization of Intangibles,59M,80M,85M,67M,59M
Gross Income,24.56B,23.8B,24.34B,28.15B,27.53B
Gross Income Growth,-,-3.10%,2.27%,15.66%,-2.23%
Gross Profit Margin,-,-,-,-,19.96%
SG&A Expense,21.59B,21.1B,21.67B,25.12B,23.78B
SGA Growth,-,-2.26%,2.70%,15.90%,-5.31%
Research & Development,-,-,-,-,-
Other SG&A,21.59B,21.1B,21.67B,25.12B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,365M,88M,423M,259M,266M
EBIT after Unusual Expense,(365M),2.62B,2.25B,2.78B,3.48B
Non Operating Income/Expense,(530M),1.98B,329M,1.14B,(845M)
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,598M,616M,599M,548M,581M
Interest Expense Growth,-,3.01%,-2.76%,-8.51%,6.02%
Gross Interest Expense,598M,616M,599M,548M,581M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.48B,3.98B,1.98B,3.37B,2.05B
Pretax Income Growth,-,168.06%,-50.20%,70.12%,-39.14%
Pretax Margin,-,-,-,-,1.49%
Income Tax,(405M),900M,469M,782M,385M
Income Tax - Current Domestic,324M,883M,524M,710M,416M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(729M),17M,(55M),72M,(31M)
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(17M),(34M),(19M),(29M),(16M)
Consolidated Net Income,1.87B,3.04B,1.49B,2.56B,1.65B
Minority Interest Expense,(18M),(32M),(147M),3M,11M
Net Income,1.89B,3.08B,1.64B,2.56B,1.64B
Net Income Growth,-,62.75%,-46.68%,55.85%,-35.88%
Net Margin Growth,-,-,-,-,1.19%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.89B,3.08B,1.64B,2.56B,1.64B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.89B,3.08B,1.64B,2.56B,1.64B
EPS (Basic),2.11,3.8,2.05,3.31,2.2
EPS (Basic) Growth,-,80.09%,-45.98%,61.09%,-33.38%
Basic Shares Outstanding,895M,810M,799M,773M,744M
EPS (Diluted),2.09,3.76,2.04,3.27,2.17
EPS (Diluted) Growth,-,79.90%,-45.82%,60.64%,-33.58%
Diluted Shares Outstanding,904M,818M,805M,781M,754M
EBITDA,5.41B,5.17B,5.96B,6.41B,7.17B
EBITDA Growth,-,-4.53%,15.38%,7.53%,11.85%
EBITDA Margin,-,-,-,-,5.20%
