Item,2017,2018,2019,2020,2021
Sales/Revenue,129.03B,141.58B,152.7B,166.76B,195.93B
Sales Growth,-,9.73%,7.86%,9.21%,17.49%
Cost of Goods Sold (COGS) incl. D&A,111.88B,123.15B,132.89B,144.83B,170.68B
COGS Growth,-,10.07%,7.90%,8.99%,17.85%
COGS excluding D&A,110.51B,121.72B,131.39B,142.99B,168.62B
Depreciation & Amortization Expense,1.37B,1.44B,1.49B,1.84B,2.07B
Depreciation,-,-,-,-,-
Amortization of Intangibles,-,-,-,-,-
Gross Income,17.14B,18.42B,19.82B,21.93B,25.25B
Gross Income Growth,-,7.47%,7.56%,10.66%,15.12%
Gross Profit Margin,-,-,-,-,12.88%
SG&A Expense,12.95B,13.88B,14.99B,15.85B,17.95B
SGA Growth,-,7.15%,8.06%,5.72%,13.21%
Research & Development,-,-,-,-,-
Other SG&A,12.95B,13.88B,14.99B,15.85B,17.95B
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,-,624M,515M
EBIT after Unusual Expense,-,-,-,5.45B,6.78B
Non Operating Income/Expense,(70M),(22M),(34M),(16M),26M
Non-Operating Interest Income,50M,75M,126M,89M,41M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,134M,159M,150M,160M,171M
Interest Expense Growth,-,18.66%,-5.66%,6.67%,6.88%
Gross Interest Expense,134M,159M,150M,160M,171M
Interest Capitalized,-,-,-,-,-
Pretax Income,4.04B,4.44B,4.77B,5.37B,6.68B
Pretax Income Growth,-,9.98%,7.27%,12.63%,24.46%
Pretax Margin,-,-,-,-,3.41%
Income Tax,1.33B,1.26B,1.06B,1.31B,1.6B
Income Tax - Current Domestic,963M,826M,506M,846M,983M
Income Tax - Current Foreign,389M,487M,405M,372M,557M
Income Tax - Deferred Domestic,15M,(13M),248M,85M,95M
Income Tax - Deferred Foreign,(42M),(37M),(98M),5M,(34M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.71B,3.18B,3.7B,4.06B,5.08B
Minority Interest Expense,35M,45M,45M,57M,72M
Net Income,2.68B,3.13B,3.66B,4B,5.01B
Net Income Growth,-,16.98%,16.75%,9.37%,25.11%
Net Margin Growth,-,-,-,-,2.56%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.68B,3.13B,3.66B,4B,5.01B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.68B,3.13B,3.66B,4B,5.01B
EPS (Basic),6.11,7.15,8.32,9.05,11.3
EPS (Basic) Growth,-,17.02%,16.37%,8.75%,24.89%
Basic Shares Outstanding,438.44M,438.52M,439.76M,442.3M,443.09M
EPS (Diluted),6.08,7.09,8.26,9.02,11.27
EPS (Diluted) Growth,-,16.61%,16.52%,9.13%,24.99%
Diluted Shares Outstanding,440.94M,441.83M,442.92M,443.9M,444.35M
EBITDA,5.56B,5.99B,6.32B,7.92B,9.37B
EBITDA Growth,-,7.59%,5.51%,25.37%,18.30%
EBITDA Margin,-,-,-,-,4.78%
