Item,2017,2018,2019,2020,2021
Sales/Revenue,12.32B,12.66B,12.35B,13.58B,14.91B
Sales Growth,-,2.74%,-2.45%,9.97%,9.77%
Cost of Goods Sold (COGS) incl. D&A,9.76B,10.07B,9.59B,10.47B,11.4B
COGS Growth,-,3.24%,-4.83%,9.19%,8.93%
COGS excluding D&A,7.64B,8.13B,7.78B,8.44B,9.12B
Depreciation & Amortization Expense,2.12B,1.94B,1.8B,2.03B,2.29B
Depreciation,2.12B,1.94B,1.8B,2.03B,2.29B
Amortization of Intangibles,-,-,-,-,-
Gross Income,2.56B,2.58B,2.76B,3.11B,3.5B
Gross Income Growth,-,0.82%,6.85%,12.68%,12.60%
Gross Profit Margin,-,-,-,-,23.50%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,377M,395M,551M,774M,682M
Unusual Expense,738M,2.75B,439M,1.4B,1.35B
EBIT after Unusual Expense,(738M),(559M),1.77B,934M,1.47B
Non Operating Income/Expense,134M,180M,161M,514M,242M
Non-Operating Interest Income,7M,24M,37M,20M,3M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,639M,734M,841M,902M,925M
Interest Expense Growth,-,14.87%,14.58%,7.25%,2.55%
Gross Interest Expense,667M,778M,904M,955M,975M
Interest Capitalized,28M,44M,63M,53M,50M
Pretax Income,949M,(1.09B),1.13B,566M,789M
Pretax Income Growth,-,-214.75%,203.49%,-49.78%,39.40%
Pretax Margin,-,-,-,-,5.29%
Income Tax,281M,(739M),(278M),(305M),(136M)
Income Tax - Current Domestic,(217M),(212M),6M,(9M),(179M)
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,498M,(527M),(284M),(296M),43M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,668M,(350M),1.41B,871M,925M
Minority Interest Expense,103M,107M,121M,132M,106M
Net Income,565M,(457M),1.28B,739M,819M
Net Income Growth,-,-180.88%,380.96%,-42.45%,10.83%
Net Margin Growth,-,-,-,-,5.49%
Extraordinaries & Discontinued Operations,-,34M,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,34M,-,-,-
Net Income After Extraordinaries,565M,(423M),1.28B,739M,819M
Preferred Dividends,-,-,-,-,60M
Net Income Available to Common,565M,(423M),1.28B,739M,759M
EPS (Basic),1.73,(1.3),3.78,1.98,2
EPS (Basic) Growth,-,-174.87%,391.04%,-47.54%,0.82%
Basic Shares Outstanding,326M,326M,340M,373M,380M
EPS (Diluted),1.72,(1.3),3.77,1.98,2
EPS (Diluted) Growth,-,-175.33%,390.18%,-47.52%,1.09%
Diluted Shares Outstanding,328M,326M,341M,374M,380M
EBITDA,4.3B,4.13B,4.01B,4.37B,5.11B
EBITDA Growth,-,-4.00%,-2.81%,8.80%,17.02%
EBITDA Margin,-,-,-,-,34.27%
