Item,2017,2018,2019,2020,2021
Sales/Revenue,12.58B,14.2B,12.61B,11.53B,15.06B
Sales Growth,-,12.91%,-11.20%,-8.59%,30.65%
Cost of Goods Sold (COGS) incl. D&A,10.56B,12.09B,10.53B,9.46B,12.92B
COGS Growth,-,14.50%,-12.93%,-10.18%,36.59%
COGS excluding D&A,9.48B,10.92B,9.21B,8.13B,11.48B
Depreciation & Amortization Expense,1.08B,1.17B,1.32B,1.33B,1.44B
Depreciation,918M,957M,1.06B,1.06B,1.15B
Amortization of Intangibles,165M,212M,266M,267M,282M
Gross Income,2.02B,2.11B,2.08B,2.07B,2.14B
Gross Income Growth,-,4.57%,-1.23%,-0.53%,3.53%
Gross Profit Margin,-,-,-,-,14.23%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,391M,405M,414M,395M,431M
Unusual Expense,(210M),278M,(201M),164M,1.05B
EBIT after Unusual Expense,210M,1.42B,201M,(164M),662M
Non Operating Income/Expense,(125M),207M,(31M),117M,564M
Non-Operating Interest Income,12M,12M,17M,29M,22M
Equity in Affiliates (Pretax),102M,132M,111M,26M,38M
Interest Expense,536M,559M,641M,601M,630M
Interest Expense Growth,-,4.29%,14.67%,-6.24%,4.83%
Gross Interest Expense,549M,574M,680M,637M,669M
Interest Capitalized,13M,15M,39M,36M,39M
Pretax Income,1.29B,1.22B,1.32B,1.08B,656M
Pretax Income Growth,-,-5.52%,8.88%,-18.28%,-39.37%
Pretax Margin,-,-,-,-,4.36%
Income Tax,175M,98M,152M,37M,(130M)
Income Tax - Current Domestic,(21M),(16M),(177M),(245M),(45M)
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,196M,114M,329M,282M,(85M)
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(2M),(2M),(2M),(2M),(2M)
Consolidated Net Income,1.11B,1.12B,1.17B,1.04B,784M
Minority Interest Expense,(22M),(2M),3M,(9M),(10M)
Net Income,1.13B,1.12B,1.17B,1.05B,794M
Net Income Growth,-,-1.24%,4.38%,-9.85%,-24.52%
Net Margin Growth,-,-,-,-,5.27%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,314M,111M
Net Income After Extraordinaries,1.13B,1.12B,1.17B,1.37B,905M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.13B,1.12B,1.17B,1.37B,905M
EPS (Basic),6.32,6.18,6.31,7.08,4.69
EPS (Basic) Growth,-,-2.33%,2.13%,12.20%,-33.75%
Basic Shares Outstanding,179M,181M,185M,193M,193M
EPS (Diluted),6.32,6.18,6.31,7.08,4.67
EPS (Diluted) Growth,-,-2.33%,2.13%,12.20%,-34.09%
Diluted Shares Outstanding,179M,181M,185M,193M,194M
EBITDA,2.71B,2.87B,2.99B,3B,3.15B
EBITDA Growth,-,6.06%,4.14%,0.47%,4.76%
EBITDA Margin,-,-,-,-,20.90%
