Item,2017,2018,2019,2020,2021
Sales/Revenue,1.16B,1.24B,1.26B,1.46B,1.81B
Sales Growth,-,6.68%,1.02%,16.21%,23.91%
Cost of Goods Sold (COGS) incl. D&A,361.13M,357.85M,349.22M,362.98M,400.5M
COGS Growth,-,-0.91%,-2.41%,3.94%,10.33%
COGS excluding D&A,274.39M,270.44M,271.4M,282.17M,277.96M
Depreciation & Amortization Expense,86.74M,87.41M,77.82M,80.82M,122.53M
Depreciation,28.01M,29.35M,26.68M,24.71M,63.37M
Amortization of Intangibles,58.73M,58.06M,51.15M,56.1M,59.17M
Gross Income,803.44M,884.52M,905.79M,1.1B,1.41B
Gross Income Growth,-,10.09%,2.40%,20.94%,28.41%
Gross Profit Margin,-,-,-,-,77.84%
SG&A Expense,752.47M,807.1M,789.16M,843.25M,1.01B
SGA Growth,-,7.26%,-2.22%,6.85%,19.62%
Research & Development,236.06M,249.79M,246.89M,256.58M,299.92M
Other SG&A,516.41M,557.31M,542.27M,586.68M,723.79M
Other Operating Expense,-,-,-,-,-
Unusual Expense,9.59M,4.24M,54.21M,37.81M,15.96M
EBIT after Unusual Expense,41.37M,(4.24M),62.42M,214.37M,382M
Non Operating Income/Expense,(3.63M),(6.66M),(3.17M),(7.04M),58.44M
Non-Operating Interest Income,3.25M,3.8M,4.1M,3.8M,1.8M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,42.4M,41.67M,43.05M,76.43M,50.48M
Interest Expense Growth,-,-1.71%,3.30%,77.55%,-33.95%
Gross Interest Expense,42.4M,41.67M,43.05M,76.43M,50.48M
Interest Capitalized,-,-,-,-,-
Pretax Income,(1.41M),28.66M,20.3M,134.71M,391.76M
Pretax Income Growth,-,"2,138.12%",-29.16%,563.58%,190.82%
Pretax Margin,-,-,-,-,21.68%
Income Tax,(7.65M),(23.33M),47.76M,4.01M,(85.17M)
Income Tax - Current Domestic,2.76M,5.01M,12.19M,3.45M,6.38M
Income Tax - Current Foreign,17.88M,28.21M,33.87M,25.2M,66.55M
Income Tax - Deferred Domestic,5.79M,(13.04M),24.67M,(30.87M),(179.54M)
Income Tax - Deferred Foreign,(34.08M),(43.52M),(22.96M),6.23M,21.43M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,6.24M,51.99M,(27.46M),130.7M,476.92M
Minority Interest Expense,-,-,-,-,-
Net Income,6.24M,51.99M,(27.46M),130.7M,476.92M
Net Income Growth,-,733.26%,-152.82%,575.95%,264.91%
Net Margin Growth,-,-,-,-,26.39%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,6.24M,51.99M,(27.46M),130.7M,476.92M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,6.24M,51.99M,(27.46M),130.7M,476.92M
EPS (Basic),0.05,0.45,(0.23),1.13,4.08
EPS (Basic) Growth,-,793.40%,-152.23%,584.35%,261.24%
Basic Shares Outstanding,115.52M,116.39M,117.72M,115.66M,116.84M
EPS (Diluted),0.05,0.44,(0.23),1.12,4.03
EPS (Diluted) Growth,-,780.00%,-153.02%,581.83%,258.44%
Diluted Shares Outstanding,117.36M,118.16M,117.72M,116.27M,118.37M
EBITDA,137.71M,164.84M,194.45M,333M,520.49M
EBITDA Growth,-,19.70%,17.97%,71.25%,56.31%
EBITDA Margin,-,-,-,-,28.80%
