Item,2017,2018,2019,2020,2021
Interest Income,61.58B,70.83B,76.51B,58.09B,50.48B
Interest Income Growth,-,15.02%,8.02%,-24.08%,-13.11%
Interest and Fees on Loans,41.74B,45.68B,47.75B,40.19B,35.44B
Interest Income on Fed. Funds,3.25B,5.49B,6.87B,2.28B,1.05B
Interest Income on Fed. Repos,-,-,-,-,-
Interest on Bank Deposits,1.64B,2.2B,2.68B,928M,577M
Other Interest or Dividend Income,14.96B,17.45B,19.21B,14.69B,13.41B
Total Internest Expense,16.52B,24.27B,29.16B,14.54B,7.98B
Total Internest Expense Growth,-,46.91%,20.18%,-50.14%,-45.11%
Interest Expense on Bank Deposits,6.59B,9.62B,12.63B,6.54B,2.9B
Other Interest Expense,7.27B,9.76B,10.27B,5.93B,-
Interest Expense on Debt,6.63B,8.76B,8.96B,5.3B,3.59B
Interest Capitalized,-,-,-,-,-
Other Borrowed Funds,638M,1B,1.31B,628M,482M
Net Interest Income,45.06B,46.56B,47.35B,43.55B,42.49B
Net Interest Income Growth,-,3.33%,1.69%,-8.02%,-2.42%
Loan Loss Provision,7.5B,7.35B,8.22B,17.38B,(3.11B)
Loan Loss Provision Growth,-,-1.99%,11.75%,111.43%,-117.88%
Net Interest Income after Provision,37.56B,39.21B,39.13B,26.17B,45.6B
Net Interest Inc After Loan Loss Prov Growth,-,4.39%,-0.20%,-33.11%,74.23%
Net Interest Margin,-,-,-,-,1.99%
Non-Interest Income,26.71B,26.94B,27.02B,30.85B,29.7B
Securities Gain,778M,421M,1.47B,1.76B,665M
Trading Account Income,7.04B,7.64B,7.24B,9.73B,6.27B
"Trust Income, Commissions & Fees",16.59B,15.62B,15.31B,15B,17.62B
Commission & Fee Income,13.01B,12.04B,11.9B,11.53B,13.68B
Other Operating Income,(136M),1.84B,1.34B,209M,1.26B
Non-Interest Expense,41.58B,42.57B,42.21B,43.23B,47.62B
Labor & Related Expense,21.18B,21.15B,21.43B,22.21B,25.13B
Equipment Expense,2.45B,2.32B,2.33B,2.33B,2.31B
Other Operating Expense,16.45B,15.17B,14.9B,15.11B,17.14B
Operating Income,22.69B,23.58B,23.93B,13.8B,27.68B
Operating Income Growth,-,3.92%,1.51%,-42.34%,100.57%
Operating Income Margin,-,-,-,-,34.52%
Non-Operating Income (Expense),-,-,-,-,-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,63M,132M,32M,168M,209M
Pretax Income,22.76B,23.45B,23.9B,13.63B,27.47B
Pretax Income Growth,-,3.01%,1.94%,-42.96%,101.50%
Pretax Margin,-,-,-,-,34.26%
Income Taxes,29.39B,5.36B,4.43B,2.53B,5.45B
Income Tax - Current - Domestic,601M,1.12B,688M,745M,750M
Income Tax - Current - Foreign,3.91B,4.29B,4.35B,4.11B,3.29B
Income Tax - Deferred - Domestic,25.25B,(422M),(620M),(1.64B),1.41B
Income Tax - Deferred - Foreign,(377M),371M,10M,(690M),8M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(37M),(200M),(121M),(73M),(154M)
Consolidated Net Income,(6.66B),17.89B,19.35B,11.03B,21.86B
Minority Interest Expense,60M,35M,66M,40M,73M
Net Income,(6.72B),17.85B,19.28B,10.99B,21.79B
Net Income Growth,-,365.51%,8.02%,-42.99%,98.21%
Net Income Margin,-,-,-,-,27.18%
Extraordinaries & Discontinued Operations,(111M),(8M),(4M),(20M),-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(111M),(8M),(4M),(20M),7M
Net Income After Extraordinaries,(6.61B),17.86B,19.29B,11.01B,-
Preferred Dividends,1.21B,1.17B,1.11B,1.1B,1.04B
Net Income Available to Common,(8.05B),16.67B,18.17B,9.88B,20.76B
EPS (Basic),(2.98),6.69,8.08,4.74,10.21
EPS (Basic) Grwoth,-,324.21%,20.82%,-41.37%,115.58%
Basic Shares Outstanding,2.7B,2.49B,2.25B,2.09B,2.03B
EPS (Diluted),(2.98),6.68,8.02,4.71,10.14
EPS (Diluted) Growth,-,324.07%,20.03%,-41.33%,115.53%
Diluted Shares Outstanding,2.7B,2.49B,2.27B,2.1B,2.05B
