Item,2018,2019,2020,2021,2022
Sales/Revenue,11.18B,10.39B,10.51B,10.68B,11.66B
Sales Growth,-,-7.10%,1.15%,1.64%,9.18%
Cost of Goods Sold (COGS) incl. D&A,7.87B,7.48B,7.68B,7.79B,8.19B
COGS Growth,-,-4.97%,2.63%,1.46%,5.16%
COGS excluding D&A,7.27B,6.94B,7.3B,7.39B,7.74B
Depreciation & Amortization Expense,598M,541M,379M,397M,451M
Depreciation,487M,464M,326M,368M,431M
Amortization of Intangibles,111M,77M,53M,29M,20M
Gross Income,3.31B,2.91B,2.83B,2.89B,3.47B
Gross Income Growth,-,-12.17%,-2.68%,2.12%,19.99%
Gross Profit Margin,-,-,-,-,29.75%
SG&A Expense,1.58B,1.45B,1.45B,1.44B,1.48B
SGA Growth,-,-8.19%,-0.07%,-0.76%,3.28%
Research & Development,1.02B,991M,973M,903M,941M
Other SG&A,554M,456M,473M,532M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,103M,(44M),164M,(41M),29M
EBIT after Unusual Expense,1.63B,1.51B,1.22B,1.5B,1.96B
Non Operating Income/Expense,(17M),6M,(8M),62M,(42M)
Non-Operating Interest Income,38M,84M,20M,2M,2M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,236M,224M,201M,213M,239M
Interest Expense Growth,-,-5.08%,-10.27%,5.97%,12.21%
Gross Interest Expense,237M,227M,207M,218M,242M
Interest Capitalized,1M,3M,6M,5M,3M
Pretax Income,1.42B,1.37B,1.03B,1.35B,1.68B
Pretax Income Growth,-,-3.24%,-24.78%,30.62%,24.55%
Pretax Margin,-,-,-,-,14.40%
Income Tax,236M,(640M),28M,34M,30M
Income Tax - Current Domestic,5M,-,-,-,4M
Income Tax - Current Foreign,38M,45M,36M,38M,35M
Income Tax - Deferred Domestic,201M,(678M),(18M),8M,3M
Income Tax - Deferred Foreign,(8M),(7M),10M,(12M),(12M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.18B,2.01B,1B,1.31B,1.65B
Minority Interest Expense,-,-,-,-,-
Net Income,1.18B,2.01B,1B,1.31B,1.65B
Net Income Growth,-,70.22%,-50.10%,30.88%,25.49%
Net Margin Growth,-,-,-,-,14.14%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.18B,2.01B,1B,1.31B,1.65B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.18B,2.01B,1B,1.31B,1.65B
EPS (Basic),4.1,7.13,3.83,5.43,7.5
EPS (Basic) Growth,-,74.02%,-46.29%,41.69%,38.04%
Basic Shares Outstanding,288M,282M,262M,242M,220M
EPS (Diluted),4.05,7.06,3.79,5.36,7.36
EPS (Diluted) Growth,-,74.31%,-46.33%,41.56%,37.26%
Diluted Shares Outstanding,292M,285M,265M,245M,224M
EBITDA,2.33B,2B,1.76B,1.85B,2.44B
EBITDA Growth,-,-14.18%,-11.93%,5.05%,31.57%
EBITDA Margin,-,-,-,-,20.91%
