Item,2017,2018,2019,2020,2021
Sales/Revenue,6.53B,6.27B,5.67B,5.55B,8.52B
Sales Growth,-,-3.96%,-9.54%,-2.13%,53.46%
Total Investment Income,122.2M,(52M),800K,(16.8M),90.9M
Sundry Revenue/Income,101.7M,129.9M,23.3M,27.7M,37.2M
Trading Account Income,12.2M,1.1M,-,-,-
"Trust Income, Commissions & Fees",6.29B,6.19B,5.65B,5.54B,8.39B
Commission & Fee Income,6.29B,6.19B,5.65B,5.54B,8.39B
Total Expense,4.19B,4.24B,4.1B,4.15B,6.34B
Total Interest Expense,51.5M,48.7M,22.4M,33.4M,85.4M
Depreciation & Amortization Expense,85.4M,80.7M,97.9M,149.2M,356.4M
Other Operating Expense,1.37B,1.44B,1.64B,1.67B,2.9B
Operating Income,2.33B,2.03B,1.57B,1.4B,2.17B
Operating Income Growth,-,-12.91%,-22.74%,-11.05%,55.65%
Non-Operating Income (Expense),202.7M,197.9M,213M,16.2M,586.9M
Non-Operating Interest Income,74.9M,76.5M,31M,14.3M,8.8M
Miscellaneous Non Operating Expense,19.9M,77M,192.4M,100M,423.8M
Equity in Affiliates (Pretax),107.9M,44.4M,(10.4M),(98.1M),154.3M
Unusual Expense,(13M),14.8M,112.8M,361.4M,230.9M
Pretax Income,2.55B,2.22B,1.65B,1.02B,2.44B
Pretax Income Growth,-,-13.10%,-25.61%,-38.23%,140.12%
Pretax Margin,-,-,-,-,28.70%
Income Taxes,759.4M,1.47B,442.3M,230.8M,349.6M
Income Tax - Current Domestic,650.3M,1.38B,380.4M,183.7M,277M
Income Tax - Current Foreign,100.2M,141.1M,66.8M,54.2M,68.9M
Income Tax - Deferred Domestic,8.9M,(50.3M),(4.9M),(7.1M),3.7M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(12.4M),(17.6M),(10.9M),(15.3M),(77.7M)
Consolidated Net Income,1.78B,725.1M,1.19B,771.8M,2.02B
Minority Interest Expense,93M,(21.7M),9.8M,(11.8M),263.4M
Net Income,1.68B,746.8M,1.18B,783.6M,1.75B
Net Income Growth,-,-55.66%,58.65%,-33.86%,123.77%
Net Margin Growth,-,-,-,-,20.59%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.68B,746.8M,1.18B,783.6M,1.75B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.68B,746.8M,1.18B,783.6M,1.75B
EPS (Basic),3.01,1.39,2.35,1.59,3.58
EPS (Basic) Growth,-,-53.82%,69.26%,-32.29%,124.69%
Basic Shares Outstanding,558.8M,537.4M,503.6M,491.9M,489.9M
EPS (Diluted),3.01,1.39,2.35,1.59,3.57
EPS (Diluted) Growth,-,-53.82%,69.02%,-32.26%,124.59%
Diluted Shares Outstanding,559.1M,538M,504.3M,491.9M,490.6M
