Item,2017,2018,2019,2020,2021
Sales/Revenue,3.57B,3.69B,3.47B,3.59B,3.8B
Sales Growth,-,3.57%,-6.03%,3.34%,6.05%
Cost of Goods Sold (COGS) incl. D&A,2.37B,2.68B,2.49B,2.56B,2.97B
COGS Growth,-,12.95%,-7.16%,2.99%,16.06%
COGS excluding D&A,1.76B,2.03B,1.82B,1.88B,2.26B
Depreciation & Amortization Expense,610.63M,650.96M,664.14M,686.25M,719.14M
Depreciation,538.63M,582.96M,598.14M,616.25M,639.14M
Amortization of Intangibles,72M,68M,66M,70M,80M
Gross Income,1.19B,1.01B,982.89M,1.02B,829.5M
Gross Income Growth,-,-15.08%,-3.02%,4.20%,-19.01%
Gross Profit Margin,-,-,-,-,21.81%
SG&A Expense,-,-,-,-,-
SGA Growth,-,-,-,-,-
Research & Development,-,-,-,-,-
Other SG&A,-,-,-,-,-
Other Operating Expense,191.01M,222.35M,224.47M,232.12M,241.03M
Unusual Expense,89.18M,15.51M,84.95M,3.18M,(216.85M)
EBIT after Unusual Expense,(89.18M),775.69M,673.47M,788.92M,805.31M
Non Operating Income/Expense,46.77M,82.24M,35.09M,34.09M,128.94M
Non-Operating Interest Income,3.5M,8.65M,10.38M,12.21M,6.73M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,197.33M,202.13M,176.9M,186.99M,194.94M
Interest Expense Growth,-,2.43%,-12.48%,5.70%,4.25%
Gross Interest Expense,219.44M,227.31M,195.43M,205.52M,215.99M
Interest Capitalized,22.11M,25.18M,18.53M,18.53M,21.05M
Pretax Income,766.22M,664.44M,542.04M,648.23M,746.03M
Pretax Income Growth,-,-13.28%,-18.42%,19.59%,15.09%
Pretax Margin,-,-,-,-,19.61%
Income Tax,258.27M,133.9M,(15.77M),78.17M,110.09M
Income Tax - Current Domestic,14.68M,21.72M,(10.36M),13.8M,(2.58M)
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,243.6M,112.19M,(5.42M),64.37M,112.67M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,507.95M,530.54M,557.81M,570.05M,635.94M
Minority Interest Expense,19.49M,19.49M,19.49M,19.49M,17.22M
Net Income,488.46M,511.05M,538.32M,550.56M,618.72M
Net Income Growth,-,4.62%,5.34%,2.27%,12.38%
Net Margin Growth,-,-,-,-,16.27%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,488.46M,511.05M,538.32M,550.56M,618.72M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,488.46M,511.05M,538.32M,550.56M,618.72M
EPS (Basic),4.37,4.56,4.79,4.89,5.48
EPS (Basic) Growth,-,4.35%,5.04%,2.07%,12.14%
Basic Shares Outstanding,111.84M,112.13M,112.44M,112.67M,112.91M
EPS (Diluted),4.35,4.54,4.77,4.87,5.47
EPS (Diluted) Growth,-,4.45%,5.14%,2.11%,12.13%
Diluted Shares Outstanding,112.37M,112.55M,112.76M,112.94M,113.19M
EBITDA,1.61B,1.44B,1.42B,1.48B,1.31B
EBITDA Growth,-,-10.60%,-1.36%,3.92%,-11.55%
EBITDA Margin,-,-,-,-,34.38%
