Item,2018,2019,2020,2021,2022
Sales/Revenue,10.15B,11.39B,12.3B,12.91B,13.97B
Sales Growth,-,12.17%,8.03%,4.93%,8.25%
Cost of Goods Sold (COGS) incl. D&A,6.68B,7.54B,7.97B,8.34B,9.48B
COGS Growth,-,12.93%,5.72%,4.60%,13.71%
COGS excluding D&A,6.51B,7.33B,7.71B,8.04B,9.12B
Depreciation & Amortization Expense,171M,212M,258M,300M,363M
Depreciation,157M,197M,222M,237M,297M
Amortization of Intangibles,14M,15M,36M,63M,66M
Gross Income,3.48B,3.85B,4.33B,4.57B,4.49B
Gross Income Growth,-,10.73%,12.55%,5.52%,-1.71%
Gross Profit Margin,-,-,-,-,32.16%
SG&A Expense,1.21B,1.42B,1.74B,1.81B,1.92B
SGA Growth,-,17.37%,22.69%,3.79%,6.25%
Research & Development,-,-,-,-,-
Other SG&A,1.21B,1.42B,1.74B,1.81B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,80M,3M,747M,(580M),-
EBIT after Unusual Expense,2.19B,2.43B,1.85B,3.35B,-
Non Operating Income/Expense,(18M),(42M),(47M),(36M),27M
Non-Operating Interest Income,-,41M,35M,4M,6M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,-,203M,369M,395M,371M
Interest Expense Growth,-,-,81.77%,7.05%,-6.08%
Gross Interest Expense,-,203M,369M,395M,377M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.17B,2.22B,1.46B,2.92B,1.69B
Pretax Income Growth,-,2.49%,-34.17%,99.32%,-41.95%
Pretax Margin,-,-,-,-,12.12%
Income Tax,(58M),581M,402M,717M,461M
Income Tax - Current Domestic,545M,195M,119M,183M,119M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(603M),386M,283M,534M,342M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.23B,1.64B,1.06B,2.2B,1.23B
Minority Interest Expense,41M,48M,63M,51M,28M
Net Income,2.19B,1.6B,999M,2.15B,1.21B
Net Income Growth,-,-27.07%,-37.37%,115.22%,-43.95%
Net Margin Growth,-,-,-,-,8.62%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.19B,1.6B,999M,2.15B,1.21B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.19B,1.6B,999M,2.15B,1.21B
EPS (Basic),3.52,2.57,1.63,3.64,2.13
EPS (Basic) Growth,-,-27.13%,-36.55%,123.23%,-41.48%
Basic Shares Outstanding,620.5M,621M,613M,591M,566M
EPS (Diluted),3.52,2.57,1.62,3.61,-
EPS (Diluted) Growth,-,-27.13%,-36.86%,122.80%,-
Diluted Shares Outstanding,620.5M,621M,616M,595M,570M
EBITDA,2.44B,2.64B,2.85B,3.07B,2.94B
EBITDA Growth,-,8.36%,7.83%,7.54%,-4.18%
EBITDA Margin,-,-,-,-,21.02%
