Item,2017,2018,2019,2020,2021
Sales/Revenue,20.78B,22.56B,26.15B,42.52B,46.39B
Sales Growth,-,8.59%,15.89%,62.62%,9.09%
Cost of Goods Sold (COGS) incl. D&A,5.82B,6.49B,8.9B,20.82B,19.62B
COGS Growth,-,11.48%,37.14%,134.04%,-5.74%
COGS excluding D&A,4.95B,5.78B,7.09B,10.33B,8.87B
Depreciation & Amortization Expense,872M,703M,1.81B,10.49B,10.76B
Depreciation,682M,505M,554M,586M,559M
Amortization of Intangibles,190M,198M,1.26B,9.9B,10.2B
Gross Income,14.96B,16.08B,17.25B,21.7B,26.76B
Gross Income Growth,-,7.47%,7.31%,25.80%,23.32%
Gross Profit Margin,-,-,-,-,57.69%
SG&A Expense,9.72B,9.68B,10.81B,17.21B,17.22B
SGA Growth,-,-0.39%,11.67%,59.17%,0.08%
Research & Development,4.97B,5.13B,5.95B,9.56B,9.53B
Other SG&A,4.75B,4.55B,4.86B,7.65B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,2B,1.62B,2.63B,12.88B,2.75B
EBIT after Unusual Expense,(2B),4.78B,3.81B,(8.39B),6.79B
Non Operating Income/Expense,1.89B,1.11B,1.36B,2.81B,2.6B
Non-Operating Interest Income,126M,173M,464M,121M,39M
Equity in Affiliates (Pretax),75M,93M,(4M),-,-
Interest Expense,196M,183M,656M,1.42B,1.33B
Interest Expense Growth,-,-6.63%,258.47%,116.46%,-6.06%
Gross Interest Expense,196M,183M,656M,1.42B,1.33B
Interest Capitalized,-,-,-,-,-
Pretax Income,5.13B,5.97B,4.98B,(6.87B),8.1B
Pretax Income Growth,-,16.31%,-16.64%,-238.11%,217.86%
Pretax Margin,-,-,-,-,17.46%
Income Tax,4.16B,1.02B,1.52B,2.12B,1.08B
Income Tax - Current Domestic,2.78B,485M,1B,1.25B,1.88B
Income Tax - Current Foreign,364M,450M,1.44B,(104M),598M
Income Tax - Deferred Domestic,1.06B,29M,(113M),229M,(1.26B)
Income Tax - Deferred Foreign,(53M),57M,(811M),754M,(138M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,975M,4.95B,3.46B,(9B),7.01B
Minority Interest Expense,(32M),27M,21M,20M,20M
Net Income,1.01B,4.92B,3.44B,(9.02B),6.99B
Net Income Growth,-,388.58%,-30.10%,-362.14%,177.58%
Net Margin Growth,-,-,-,-,15.08%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.01B,4.92B,3.44B,(9.02B),6.99B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.01B,4.92B,3.44B,(9.02B),6.99B
EPS (Basic),0.61,3.01,2.02,(3.99),3.15
EPS (Basic) Growth,-,392.14%,-33.05%,-297.94%,178.87%
Basic Shares Outstanding,1.65B,1.63B,1.71B,2.26B,2.22B
EPS (Diluted),0.61,3.01,2.01,(3.99),3.12
EPS (Diluted) Growth,-,393.03%,-33.16%,-298.75%,178.03%
Diluted Shares Outstanding,1.65B,1.64B,1.71B,2.26B,2.25B
EBITDA,6.11B,7.1B,8.25B,14.98B,20.3B
EBITDA Growth,-,16.13%,16.22%,81.60%,35.53%
EBITDA Margin,-,-,-,-,43.76%
