Item,2017,2018,2019,2020,2021
Sales/Revenue,1.36B,1.4B,1.46B,1.5B,1.44B
Sales Growth,-,2.65%,4.29%,2.44%,-3.69%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,9.57M,9.18M,9.53M,9.6M,9.14M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,827.17M,953.68M,932.83M,820.2M,1.03B
Total Interest Expense,196.72M,194.01M,184.25M,200.96M,203.14M
Depreciation & Amortization Expense,468.88M,479.88M,483.75M,525.5M,520.07M
Other Operating Expense,(88.64M),3.95M,(35.78M),(245.66M),(19.69M)
Operating Income,536.73M,446.38M,527.33M,675.55M,406.9M
Operating Income Growth,-,-16.83%,18.14%,28.11%,-39.77%
Non-Operating Income (Expense),135.26M,174.93M,154.79M,178.16M,331.15M
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,48.81M,85.8M,42.66M,111.64M,219.43M
Equity in Affiliates (Pretax),86.45M,89.13M,112.14M,66.51M,111.72M
Unusual Expense,3.37M,194K,3.56M,26.3M,19.21M
Pretax Income,458.04M,408.4M,470.15M,611.83M,515.69M
Pretax Income Growth,-,-10.84%,15.12%,30.14%,-15.71%
Pretax Margin,-,-,-,-,35.80%
Income Taxes,-,-,-,-,-
Income Tax - Current Domestic,-,-,-,-,-
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,-,-,-,-,-
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,458.04M,408.4M,470.15M,611.83M,515.69M
Minority Interest Expense,24.98M,23.45M,25.16M,(30.46M),27.14M
Net Income,433.06M,384.95M,444.99M,642.29M,488.55M
Net Income Growth,-,-11.11%,15.59%,44.34%,-23.94%
Net Margin Growth,-,-,-,-,33.91%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,433.06M,384.95M,444.99M,642.29M,488.55M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,433.06M,384.95M,444.99M,642.29M,488.55M
EPS (Basic),6.58,5.91,6.67,8.69,7.51
EPS (Basic) Growth,-,-10.18%,12.89%,30.26%,-13.59%
Basic Shares Outstanding,65.83M,66.04M,65.84M,65.45M,65.05M
EPS (Diluted),6.57,5.9,6.66,8.68,7.51
EPS (Diluted) Growth,-,-10.20%,12.92%,30.24%,-13.49%
Diluted Shares Outstanding,65.9M,66.09M,65.94M,65.56M,65.09M
