Item,2017,2018,2019,2020,2021
Sales/Revenue,14.39B,13.62B,12.81B,15.49B,17.88B
Sales Growth,-,-5.35%,-5.97%,20.97%,15.41%
Cost of Goods Sold (COGS) incl. D&A,11.69B,10.75B,10.14B,10.91B,12.46B
COGS Growth,-,-8.10%,-5.70%,7.63%,14.25%
COGS excluding D&A,10.87B,10.03B,9.5B,10.03B,11.35B
Depreciation & Amortization Expense,825.56M,722.02M,637.58M,874.55M,1.12B
Depreciation,817.56M,712.02M,630.58M,621.68M,560.54M
Amortization of Intangibles,8M,10M,7M,92.87M,164.31M
Gross Income,2.7B,2.87B,2.67B,4.59B,5.42B
Gross Income Growth,-,6.56%,-6.99%,71.58%,18.16%
Gross Profit Margin,-,-,-,-,30.30%
SG&A Expense,687.05M,725.6M,793.48M,1.63B,2.21B
SGA Growth,-,5.61%,9.35%,105.82%,35.63%
Research & Development,33M,24M,21M,24M,29M
Other SG&A,654.05M,701.6M,772.48M,1.61B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,357.87M,(4.9M),(4.12M),369.42M,3.59M
EBIT after Unusual Expense,1.65B,2.15B,1.88B,2.58B,3.2B
Non Operating Income/Expense,18.58M,9.01M,11.12M,(20.57M),25.2M
Non-Operating Interest Income,41.01M,44.76M,77.21M,22.73M,11.34M
Equity in Affiliates (Pretax),2.16M,(2.11M),(3.71M),410K,(1.05M)
Interest Expense,63.17M,15.01M,23.69M,12.97M,16.17M
Interest Expense Growth,-,-76.25%,57.85%,-45.23%,24.66%
Gross Interest Expense,63.17M,15.01M,23.69M,12.97M,16.17M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.65B,2.19B,1.94B,2.57B,3.22B
Pretax Income Growth,-,32.67%,-11.20%,32.32%,25.14%
Pretax Margin,-,-,-,-,18.00%
Income Tax,(515.32M),533.68M,451.36M,698.28M,762.81M
Income Tax - Current Domestic,(33.08M),74.37M,216.91M,(208.37M),158.38M
Income Tax - Current Foreign,3.74M,4.62M,6.2M,7.47M,2.39M
Income Tax - Deferred Domestic,(485.97M),454.7M,228.25M,899.17M,602.04M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.17B,1.66B,1.49B,1.87B,2.46B
Minority Interest Expense,66.72M,80.4M,93.06M,111.26M,45.3M
Net Income,2.1B,1.58B,1.4B,1.76B,2.41B
Net Income Growth,-,-24.95%,-11.15%,25.95%,36.76%
Net Margin Growth,-,-,-,-,13.48%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.1B,1.58B,1.4B,1.76B,2.41B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.1B,1.58B,1.4B,1.76B,2.41B
EPS (Basic),4.48,3.36,2.92,3.36,4.57
EPS (Basic) Growth,-,-25.11%,-13.08%,15.12%,35.96%
Basic Shares Outstanding,467.86M,469.19M,479.66M,524.76M,527.84M
EPS (Diluted),4.05,2.99,2.6,3.02,3.79
EPS (Diluted) Growth,-,-26.29%,-12.94%,15.95%,25.64%
Diluted Shares Outstanding,524.66M,527.91M,537.96M,584.36M,636.06M
EBITDA,2.83B,2.87B,2.52B,3.83B,4.32B
EBITDA Growth,-,1.22%,-12.31%,52.06%,12.87%
EBITDA Margin,-,-,-,-,24.15%
