Item,2017,2018,2019,2020,2021
Sales/Revenue,3.86B,4.23B,4.26B,4.15B,4.49B
Sales Growth,-,9.57%,0.87%,-2.71%,8.30%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,-,-,-,-,-
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,3.2B,3.5B,3.55B,3.54B,3.59B
Total Interest Expense,361.23M,416.2M,425.86M,426.85M,425.3M
Depreciation & Amortization Expense,533.63M,639.51M,658.2M,652.07M,680.42M
Other Operating Expense,21.73M,55.62M,62.63M,194.4M,-
Operating Income,661.21M,729.69M,716.78M,603.53M,901.32M
Operating Income Growth,-,10.36%,-1.77%,-15.80%,49.34%
Non-Operating Income (Expense),(4.64M),96.82M,37.22M,296.6M,372.19M
Non-Operating Interest Income,7.66M,6.55M,6.56M,8.31M,7.34M
Miscellaneous Non Operating Expense,(12.3M),90.27M,30.66M,288.29M,364.85M
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,81.38M,-,-,100.59M,219.19M
Pretax Income,216.11M,410.31M,328.14M,372.71M,629.02M
Pretax Income Growth,-,89.87%,-20.03%,13.58%,68.77%
Pretax Margin,-,-,-,-,14.00%
Income Taxes,25.95M,42.75M,59.93M,29.61M,176.29M
Income Tax - Current Domestic,19.79M,1.62M,11.21M,(7.47M),64.43M
Income Tax - Current Foreign,42.53M,45.37M,49.35M,50.06M,83.15M
Income Tax - Deferred Domestic,(13.93M),(3.54M),(4.48M),8.21M,13.8M
Income Tax - Deferred Foreign,(22.44M),(704K),3.86M,(21.2M),14.91M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,191.72M,367.56M,268.21M,343.1M,452.73M
Minority Interest Expense,(1.61M),1.2M,938K,403K,2.51M
Net Income,193.33M,366.36M,267.27M,342.69M,450.22M
Net Income Growth,-,89.50%,-27.05%,28.22%,31.38%
Net Margin Growth,-,-,-,-,10.02%
Extraordinaries & Discontinued Operations,(4.73M),(12.43M),104K,-,-
Extra Items & Gain/Loss Sale Of Assets,1.57M,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(6.29M),(12.43M),104K,-,-
Net Income After Extraordinaries,188.61M,353.93M,267.38M,342.69M,450.22M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,185.48M,353.93M,267.38M,342.69M,450.22M
EPS (Basic),0.69,1.24,0.93,1.19,1.56
EPS (Basic) Growth,-,80.61%,-24.74%,27.64%,30.79%
Basic Shares Outstanding,265.9M,285.91M,286.97M,288.18M,289.46M
EPS (Diluted),0.68,1.23,0.93,1.19,1.55
EPS (Diluted) Growth,-,80.78%,-24.73%,27.74%,30.33%
Diluted Shares Outstanding,266.84M,286.65M,287.69M,288.64M,290.98M
