Item,2017,2018,2019,2020,2021
Sales/Revenue,6.66B,7.44B,7.58B,8.04B,9.36B
Sales Growth,-,11.65%,1.88%,6.08%,16.36%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,98M,125.4M,115.4M,87.9M,247.3M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,4.45B,5.03B,4.73B,4.93B,5.81B
Total Interest Expense,750.8M,826.7M,814.2M,793.5M,870.9M
Depreciation & Amortization Expense,1.72B,2.11B,1.78B,1.88B,2.33B
Other Operating Expense,149.4M,143.6M,116.1M,161.1M,105.9M
Operating Income,2.21B,2.41B,2.85B,3.11B,3.54B
Operating Income Growth,-,8.98%,18.15%,9.23%,13.85%
Non-Operating Income (Expense),72.5M,(3.4M),20.6M,(208.2M),577.7M
Non-Operating Interest Income,35.4M,54.7M,46.8M,39.7M,40.4M
Miscellaneous Non Operating Expense,37.1M,(58.1M),(26.2M),(247.9M),537.3M
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,279.1M,427.5M,153.1M,333.2M,421.7M
Pretax Income,1.26B,1.15B,1.92B,1.82B,2.83B
Pretax Income Growth,-,-8.08%,65.98%,-4.97%,55.37%
Pretax Margin,-,-,-,-,30.24%
Income Taxes,30.7M,(110.1M),(200K),129.6M,261.8M
Income Tax - Current Domestic,3.9M,3.2M,6.7M,2M,35.3M
Income Tax - Current Foreign,113.4M,189.7M,48.2M,150.1M,267.7M
Income Tax - Deferred Domestic,(1.2M),(4.7M),(1.9M),2M,2.5M
Income Tax - Deferred Foreign,(85.4M),(298.3M),(53.2M),(24.5M),(43.7M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.23B,1.26B,1.92B,1.69B,2.57B
Minority Interest Expense,(13.5M),28.3M,28.8M,900K,(100K)
Net Income,1.24B,1.24B,1.89B,1.69B,2.57B
Net Income Growth,-,-0.20%,52.69%,-10.45%,51.88%
Net Margin Growth,-,-,-,-,27.44%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.24B,1.24B,1.89B,1.69B,2.57B
Preferred Dividends,87.4M,9.4M,-,-,-
Net Income Available to Common,1.15B,1.23B,1.89B,1.69B,2.57B
EPS (Basic),2.69,2.79,4.27,3.81,5.69
EPS (Basic) Growth,-,3.72%,52.97%,-10.71%,49.24%
Basic Shares Outstanding,428.18M,439.61M,442.32M,443.64M,451.5M
EPS (Diluted),2.67,2.77,4.24,3.79,5.66
EPS (Diluted) Growth,-,3.75%,52.97%,-10.56%,49.47%
Diluted Shares Outstanding,431.69M,442.96M,445.52M,446.1M,453.29M
