Item,2017,2018,2019,2020,2021
Sales/Revenue,6.06B,6.26B,6.7B,7.44B,8.3B
Sales Growth,-,3.22%,7.05%,11.09%,11.49%
Cost of Goods Sold (COGS) incl. D&A,1.89B,1.9B,2.01B,2.3B,2.37B
COGS Growth,-,0.58%,5.30%,14.61%,3.26%
COGS excluding D&A,1.71B,1.7B,1.8B,2.09B,2.2B
Depreciation & Amortization Expense,180M,206M,204M,206M,178M
Depreciation,82M,84M,82M,83M,82M
Amortization of Intangibles,98M,122M,122M,123M,96M
Gross Income,4.17B,4.35B,4.69B,5.14B,5.92B
Gross Income Growth,-,4.41%,7.81%,9.59%,15.16%
Gross Profit Margin,-,-,-,-,71.40%
SG&A Expense,1.38B,1.52B,1.49B,1.36B,1.68B
SGA Growth,-,10.76%,-2.49%,-8.48%,23.75%
Research & Development,-,-,-,-,-
Other SG&A,1.38B,1.52B,1.49B,1.36B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,178M,36M,36M,464M,50M
EBIT after Unusual Expense,(178M),(36M),3.17B,3.32B,4.19B
Non Operating Income/Expense,(6M),21M,(44M),49M,87M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,149M,134M,198M,141M,114M
Interest Expense Growth,-,-10.07%,47.76%,-28.79%,-19.15%
Gross Interest Expense,149M,134M,198M,141M,114M
Interest Capitalized,-,-,-,-,-
Pretax Income,2.46B,2.68B,2.93B,3.23B,4.16B
Pretax Income Growth,-,8.94%,9.29%,10.17%,29.00%
Pretax Margin,-,-,-,-,50.19%
Income Tax,823M,560M,627M,694M,901M
Income Tax - Current Domestic,562M,282M,396M,460M,591M
Income Tax - Current Foreign,194M,214M,201M,246M,295M
Income Tax - Deferred Domestic,70M,66M,16M,(3M),(8M)
Income Tax - Deferred Foreign,(3M),(2M),14M,(9M),23M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.64B,2.12B,2.3B,2.53B,3.26B
Minority Interest Expense,142M,163M,180M,195M,239M
Net Income,1.5B,1.96B,2.12B,2.34B,3.02B
Net Income Growth,-,30.88%,8.43%,10.17%,29.29%
Net Margin Growth,-,-,-,-,36.45%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.5B,1.96B,2.12B,2.34B,3.02B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.5B,1.96B,2.12B,2.34B,3.02B
EPS (Basic),5.84,7.8,8.65,9.71,12.56
EPS (Basic) Growth,-,33.63%,10.86%,12.19%,29.39%
Basic Shares Outstanding,256.3M,250.9M,245.4M,241M,240.8M
EPS (Diluted),5.78,7.73,8.6,9.66,12.51
EPS (Diluted) Growth,-,33.79%,11.19%,12.36%,29.45%
Diluted Shares Outstanding,258.9M,253.2M,246.9M,242.1M,241.8M
EBITDA,2.97B,3.04B,3.41B,3.99B,4.42B
EBITDA Growth,-,2.08%,12.38%,16.94%,10.75%
EBITDA Margin,-,-,-,-,53.26%
