Item,2017,2018,2019,2020,2021
Sales/Revenue,30.97B,36.19B,39.35B,37.93B,38.47B
Sales Growth,-,16.85%,8.72%,-3.62%,1.43%
Cost of Goods Sold (COGS) incl. D&A,24.79B,29.48B,32.36B,31.6B,32.06B
COGS Growth,-,18.93%,9.79%,-2.36%,1.46%
COGS excluding D&A,24.35B,28.72B,31.53B,30.72B,31.17B
Depreciation & Amortization Expense,441M,763M,829M,878M,890M
Depreciation,362M,493M,466M,523M,568M
Amortization of Intangibles,79M,270M,363M,355M,322M
Gross Income,6.19B,6.72B,6.99B,6.33B,6.41B
Gross Income Growth,-,8.53%,4.05%,-9.47%,1.31%
Gross Profit Margin,-,-,-,-,16.66%
SG&A Expense,2.01B,2.26B,2.42B,2.19B,2.25B
SGA Growth,-,12.34%,7.04%,-9.31%,2.42%
Research & Development,521M,502M,466M,374M,415M
Other SG&A,1.49B,1.76B,1.95B,1.82B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,-,-,-,-
EBIT after Unusual Expense,-,-,-,-,-
Non Operating Income/Expense,3M,(16M),92M,82M,134M
Non-Operating Interest Income,14M,18M,12M,12M,7M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,117M,374M,472M,489M,431M
Interest Expense Growth,-,219.66%,26.20%,3.60%,-11.86%
Gross Interest Expense,117M,374M,472M,489M,431M
Interest Capitalized,-,-,-,-,-
Pretax Income,4.08B,4.09B,4.2B,3.74B,3.87B
Pretax Income Growth,-,0.20%,2.86%,-11.04%,3.61%
Pretax Margin,-,-,-,-,10.07%
Income Tax,1.17B,727M,718M,571M,616M
Income Tax - Current Domestic,687M,635M,507M,566M,545M
Income Tax - Current Foreign,77M,95M,119M,132M,137M
Income Tax - Deferred Domestic,341M,(29M),50M,(132M),(58M)
Income Tax - Deferred Foreign,60M,26M,42M,5M,(8M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.91B,3.36B,3.48B,3.17B,3.26B
Minority Interest Expense,-,-,-,-,-
Net Income,2.91B,3.36B,3.48B,3.17B,3.26B
Net Income Growth,-,15.32%,3.75%,-9.10%,2.84%
Net Margin Growth,-,-,-,-,8.47%
Extraordinaries & Discontinued Operations,-,(13M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,(13M),-,-,-
Net Income After Extraordinaries,2.91B,3.35B,3.48B,3.17B,3.26B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.91B,3.35B,3.48B,3.17B,3.26B
EPS (Basic),9.73,11.33,12.09,11.04,11.61
EPS (Basic) Growth,-,16.44%,6.67%,-8.67%,5.22%
Basic Shares Outstanding,299.17M,295.3M,288.29M,286.92M,280.43M
EPS (Diluted),9.56,11.18,11.98,11,11.55
EPS (Diluted) Growth,-,16.95%,7.15%,-8.18%,4.99%
Diluted Shares Outstanding,304.64M,299.2M,290.84M,287.91M,282.02M
EBITDA,4.62B,5.22B,5.4B,5.01B,5.05B
EBITDA Growth,-,13.04%,3.43%,-7.19%,0.84%
EBITDA Margin,-,-,-,-,13.14%
