Item,2017,2018,2019,2020,2021
Sales/Revenue,4B,4.07B,4.07B,3.94B,4.6B
Sales Growth,-,1.75%,-0.07%,-3.09%,16.73%
Cost of Goods Sold (COGS) incl. D&A,1.96B,1.97B,1.98B,1.94B,2.22B
COGS Growth,-,0.68%,0.38%,-2.01%,14.49%
COGS excluding D&A,1.86B,1.88B,1.89B,1.84B,2.11B
Depreciation & Amortization Expense,93.2M,94.1M,92.4M,96.7M,104.8M
Depreciation,65.6M,68.8M,70.1M,73.3M,75.6M
Amortization of Intangibles,27.6M,25.3M,22.3M,23.4M,29.2M
Gross Income,2.04B,2.1B,2.09B,2B,2.38B
Gross Income Growth,-,2.77%,-0.49%,-4.10%,18.89%
Gross Profit Margin,-,-,-,-,51.78%
SG&A Expense,1.16B,1.14B,1.13B,1.11B,1.26B
SGA Growth,-,-1.75%,-0.99%,-1.63%,13.59%
Research & Development,60.9M,61.2M,59.1M,57.4M,61.1M
Other SG&A,1.1B,1.08B,1.07B,1.05B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,22.1M,48.8M,15M,14.2M,4M
EBIT after Unusual Expense,(22.1M),909.4M,944.3M,877.8M,1.12B
Non Operating Income/Expense,19.3M,53.3M,28.8M,15.2M,26.8M
Non-Operating Interest Income,300K,600K,1.5M,1.7M,2.1M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,56.8M,53.4M,52.5M,59.5M,57.4M
Interest Expense Growth,-,-5.99%,-1.69%,13.33%,-3.53%
Gross Interest Expense,56.8M,53.4M,52.5M,59.5M,57.4M
Interest Capitalized,-,-,-,-,-
Pretax Income,821.9M,909.9M,922.1M,835.2M,1.09B
Pretax Income Growth,-,10.71%,1.34%,-9.42%,30.14%
Pretax Margin,-,-,-,-,23.62%
Income Tax,250.9M,214.4M,211.8M,189.1M,247M
Income Tax - Current Domestic,197.5M,148.3M,139.5M,167.4M,190.4M
Income Tax - Current Foreign,41.1M,52.4M,38.1M,29.9M,48.2M
Income Tax - Deferred Domestic,9.4M,22.1M,32.7M,(11.2M),8.7M
Income Tax - Deferred Foreign,2.9M,(8.4M),1.5M,3M,(300K)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,1.2M,700K,900K,300K,1.5M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,572.2M,696.2M,711.2M,646.4M,841.4M
Minority Interest Expense,14.5M,16.3M,17.7M,19.4M,20.9M
Net Income,557.7M,679.9M,693.5M,627M,820.5M
Net Income Growth,-,21.91%,2.00%,-9.59%,30.86%
Net Margin Growth,-,-,-,-,17.83%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,557.7M,679.9M,693.5M,627M,820.5M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,557.7M,679.9M,693.5M,627M,820.5M
EPS (Basic),9.72,12.08,12.59,11.55,15.22
EPS (Basic) Growth,-,24.29%,4.22%,-8.26%,31.83%
Basic Shares Outstanding,57.4M,56.3M,55.1M,54.3M,53.9M
EPS (Diluted),9.52,11.87,12.41,11.44,14.92
EPS (Diluted) Growth,-,24.68%,4.56%,-7.77%,30.39%
Diluted Shares Outstanding,58.6M,57.3M,55.9M,54.8M,55M
EBITDA,974.4M,1.05B,1.05B,988.7M,1.22B
EBITDA Growth,-,7.99%,-0.06%,-5.99%,23.82%
EBITDA Margin,-,-,-,-,26.60%
