Item,2017,2018,2019,2020,2021
Sales/Revenue,4.16B,4.3B,4.53B,4.74B,5.11B
Sales Growth,-,3.57%,5.20%,4.65%,7.91%
Premiums Earned,3.28B,3.42B,3.6B,3.81B,4.1B
Total Investment Income,847.89M,882.51M,910.46M,927.06M,952.45M
Realized Gains (Losses),27.65M,9.27M,20.62M,(3.74M),68.63M
Other Operating Income,5.18M,12.22M,1.32M,1.96M,10.53M
"Losses, Claims & Reserves",2.49B,2.55B,2.66B,2.88B,3.19B
"Losses, Claims & Reserves Growth",-,2.45%,3.98%,8.37%,10.89%
"Losses, Benefits & Adjustments",2.19B,2.24B,2.33B,2.54B,2.83B
Loss Ratio,-,-,-,-,N/A
"Selling, General & Admin. Expenses & Other",738.91M,787.09M,837.91M,862.28M,899.8M
SGA Growth,-,6.52%,6.46%,2.91%,4.35%
"Selling, General & Admin. Expenses",729.28M,774.83M,827M,851.35M,890.25M
"Other Selling, General & Admin. Expense",-,-,-,-,-
Underwriting & Commissions,-,-,-,-,-
Other Operating Expense,9.63M,12.26M,10.9M,10.92M,9.55M
Operating Income Before Interest Expense,923.93M,962.93M,1.03B,997.92M,1.02B
Operating Income Growth,-,4.22%,7.40%,-3.51%,2.41%
"Interest Expense, Net of Interest Capitalized",84.53M,90.08M,84.31M,86.7M,83.49M
Interest Expense (excl. Interest Capitalized),84.53M,90.08M,84.31M,86.7M,83.49M
Interest Capitalized,-,-,-,-,-
Operating Income After Interest Expense,923.93M,962.93M,1.03B,997.92M,1.02B
Non-Operating Income (Expense),-,-,-,-,(2.43M)
Miscellaneous Non Operating Expense,-,-,-,-,(2.43M)
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,8.75M,9.19M,18.64M,14.53M,23.63M
Pretax Income,830.65M,863.67M,931.28M,896.68M,912.39M
Pretax Income Growth,-,3.98%,7.83%,-3.71%,1.75%
Income Tax,(627.62M),162.16M,170.4M,164.91M,167.43M
Income Tax - Current Domestic,138.26M,134.63M,134.95M,129.65M,144.72M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(765.88M),27.54M,35.45M,35.26M,22.71M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.46B,701.51M,760.88M,731.77M,744.96M
Minority Interest Expense,-,-,-,-,-
Net Income,1.46B,701.51M,760.88M,731.77M,744.96M
Net Income Growth,-,-51.89%,8.46%,-3.83%,1.80%
Net Margin Growth,-,-,-,-,14.57%
Extraordinaries & Discontinued Operations,(3.77M),(44K),(92K),-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(3.77M),(44K),(92K),-,-
Net Income After Extraordinaries,1.45B,701.47M,760.79M,731.77M,744.96M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.45B,701.47M,760.79M,731.77M,744.96M
EPS (Basic),12.5,6.21,6.97,6.9,7.3
EPS (Basic) Growth,-,-50.29%,12.09%,-0.97%,5.80%
Basic Shares Outstanding,116.34M,112.87M,109.21M,106.08M,102.07M
EPS (Diluted),12.22,6.09,6.83,6.82,7.22
EPS (Diluted) Growth,-,-50.21%,12.22%,-0.08%,5.80%
Diluted Shares Outstanding,118.98M,115.25M,111.38M,107.22M,103.17M
