Item,2017,2018,2019,2020,2021
Interest Income,64.37B,76.1B,84.04B,64.52B,57.86B
Interest Income Growth,-,18.22%,10.43%,-23.22%,-10.32%
Interest and Fees on Loans,41.01B,47.62B,50.38B,43.76B,41.54B
Interest Income on Fed. Funds,2.29B,4.73B,7.72B,2.13B,573M
Interest Income on Fed. Repos,-,-,-,-,-
Interest on Bank Deposits,4.24B,5.91B,3.89B,749M,512M
Other Interest or Dividend Income,16.84B,17.84B,22.06B,17.88B,15.24B
Total Internest Expense,14.28B,21.04B,26.8B,9.96B,5.55B
Total Internest Expense Growth,-,47.40%,27.35%,-62.83%,-44.25%
Interest Expense on Bank Deposits,2.86B,5.97B,8.96B,2.36B,531M
Other Interest Expense,9.81B,12B,13.21B,-,-
Interest Expense on Debt,7.74B,9.62B,10.62B,6.35B,4.49B
Interest Capitalized,-,-,-,-,-
Other Borrowed Funds,2.07B,2.39B,2.59B,195M,257M
Net Interest Income,50.1B,55.06B,57.25B,54.56B,52.31B
Net Interest Income Growth,-,9.90%,3.97%,-4.69%,-4.13%
Loan Loss Provision,5.29B,4.87B,5.59B,17.48B,(9.26B)
Loan Loss Provision Growth,-,-7.92%,14.66%,212.98%,-152.95%
Net Interest Income after Provision,44.81B,50.19B,51.66B,37.08B,61.57B
Net Interest Inc After Loan Loss Prov Growth,-,12.01%,2.93%,-28.22%,66.02%
Net Interest Margin,-,-,-,-,1.64%
Non-Interest Income,50.83B,54.35B,57.29B,61.3B,68.35B
Securities Gain,(59M),(395M),258M,802M,(345M)
Trading Account Income,11.35B,12.06B,14.02B,18.02B,16.3B
"Trust Income, Commissions & Fees",35.69B,37.3B,37.36B,36.93B,47.12B
Commission & Fee Income,22.93B,24.09B,23.98B,22.65B,30.16B
Other Operating Income,3.85B,5.38B,5.65B,5.54B,5.27B
Non-Interest Expense,72.13B,63.59B,64.17B,64.69B,71.79B
Labor & Related Expense,31.21B,33.12B,34.16B,34.99B,38.57B
Equipment Expense,3.72B,3.95B,4.32B,4.45B,4.52B
Other Operating Expense,30.8B,18.46B,18.41B,17.98B,19.9B
Operating Income,23.51B,40.94B,44.78B,33.69B,58.13B
Operating Income Growth,-,74.12%,9.38%,-24.78%,72.55%
Operating Income Margin,-,-,-,-,46.05%
Non-Operating Income (Expense),-,-,-,-,-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,(28M),72M,239M,1.12B,426M
Pretax Income,35.9B,40.76B,44.55B,35.82B,59.56B
Pretax Income Growth,-,13.55%,9.28%,-19.60%,66.30%
Pretax Margin,-,-,-,-,47.19%
Income Taxes,11.46B,8.29B,8.11B,6.68B,11.23B
Income Tax - Current - Domestic,6.75B,4.49B,5.06B,(2.71B),(2.72B)
Income Tax - Current - Foreign,2.4B,2.08B,2.1B,2.71B,2.72B
Income Tax - Deferred - Domestic,2.46B,1.81B,929M,(3.45B),3.85B
Income Tax - Deferred - Foreign,(144M),(93M),20M,(126M),(101M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(211M),(214M),(202M),(138M),(231M)
Consolidated Net Income,24.23B,32.26B,36.23B,28.99B,48.1B
Minority Interest Expense,-,-,-,-,-
Net Income,24.23B,32.26B,36.23B,28.99B,48.1B
Net Income Growth,-,33.14%,12.30%,-19.97%,65.91%
Net Income Margin,-,-,-,-,38.11%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,-,-,-,-,-
Preferred Dividends,1.66B,1.55B,1.59B,1.58B,1.6B
Net Income Available to Common,22.57B,30.71B,34.64B,27.41B,46.5B
EPS (Basic),6.35,9.04,10.75,8.89,15.39
EPS (Basic) Grwoth,-,42.30%,18.93%,-17.31%,73.08%
Basic Shares Outstanding,3.55B,3.4B,3.22B,3.08B,3.02B
EPS (Diluted),6.31,9,10.72,8.88,15.36
EPS (Diluted) Growth,-,42.57%,19.22%,-17.21%,73.07%
Diluted Shares Outstanding,3.58B,3.41B,3.23B,3.09B,3.03B
