Item,2017,2018,2019,2020,2021
Sales/Revenue,2.41B,2.73B,2.85B,2.72B,2.87B
Sales Growth,-,13.43%,4.48%,-4.70%,5.42%
Cost of Goods Sold (COGS) incl. D&A,1.34B,1.56B,1.61B,1.54B,1.66B
COGS Growth,-,16.78%,2.91%,-4.04%,7.88%
COGS excluding D&A,1.27B,1.47B,1.52B,1.46B,1.58B
Depreciation & Amortization Expense,66.9M,86.2M,83M,81M,83.1M
Depreciation,44.8M,49.9M,51.8M,49.5M,49.1M
Amortization of Intangibles,22.1M,36.3M,31.2M,31.5M,34M
Gross Income,1.07B,1.17B,1.25B,1.18B,1.2B
Gross Income Growth,-,9.26%,6.57%,-5.55%,2.21%
Gross Profit Margin,-,-,-,-,42.01%
SG&A Expense,571.3M,631M,662.8M,613M,665.2M
SGA Growth,-,10.45%,5.04%,-7.51%,8.52%
Research & Development,48.3M,54.4M,54.7M,54.4M,73.3M
Other SG&A,523M,576.6M,608.1M,558.6M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,57.3M,12M,24.4M,129.6M,9.5M
EBIT after Unusual Expense,443.2M,528M,560.7M,436.1M,530M
Non Operating Income/Expense,6.6M,2.2M,(31.2M),(20.3M),37.4M
Non-Operating Interest Income,1.2M,800K,1.8M,900K,400K
Equity in Affiliates (Pretax),5.4M,400K,-,-,6.4M
Interest Expense,60.7M,56.2M,56M,51.6M,50.2M
Interest Expense Growth,-,-7.41%,-0.36%,-7.86%,-2.71%
Gross Interest Expense,60.7M,56.2M,56M,51.6M,50.2M
Interest Capitalized,-,-,-,-,-
Pretax Income,395.7M,475.2M,475.3M,365.1M,524M
Pretax Income Growth,-,20.09%,0.02%,-23.19%,43.52%
Pretax Margin,-,-,-,-,18.27%
Income Tax,119M,39.8M,73.1M,50.9M,40.7M
Income Tax - Current Domestic,78.8M,86.4M,87.1M,55M,57.4M
Income Tax - Current Foreign,15M,18.1M,16.2M,20.3M,27.1M
Income Tax - Deferred Domestic,41.2M,(56.1M),(25.2M),(13.4M),(38.3M)
Income Tax - Deferred Foreign,(16M),(8.6M),(5M),(11M),(5.5M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,(100K),300K,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,276.7M,435.4M,402.1M,314.5M,483.3M
Minority Interest Expense,3.4M,500K,300K,200K,300K
Net Income,273.3M,434.9M,401.8M,314.3M,483M
Net Income Growth,-,59.13%,-7.61%,-21.78%,53.67%
Net Margin Growth,-,-,-,-,16.84%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,273.3M,434.9M,401.8M,314.3M,483M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,273.3M,434.9M,401.8M,314.3M,483M
EPS (Basic),2.87,4.58,4.29,3.41,5.37
EPS (Basic) Growth,-,59.51%,-6.23%,-20.67%,57.78%
Basic Shares Outstanding,95.1M,95M,93.6M,92.3M,89.9M
EPS (Diluted),2.85,4.54,4.26,3.39,5.34
EPS (Diluted) Growth,-,59.45%,-6.24%,-20.51%,57.58%
Diluted Shares Outstanding,96M,95.7M,94.3M,92.8M,90.5M
EBITDA,567.4M,626.2M,668.1M,646.7M,622.6M
EBITDA Growth,-,10.36%,6.69%,-3.20%,-3.73%
EBITDA Margin,-,-,-,-,21.71%
