Item,2017,2018,2019,2020,2021
Sales/Revenue,20.4B,21.61B,21.39B,17.86B,19.63B
Sales Growth,-,5.91%,-1.01%,-16.51%,9.91%
Cost of Goods Sold (COGS) incl. D&A,13.74B,14.5B,14.34B,12.41B,13.31B
COGS Growth,-,5.50%,-1.08%,-13.43%,7.25%
COGS excluding D&A,12.83B,13.59B,13.45B,11.6B,12.39B
Depreciation & Amortization Expense,914M,903M,884M,811M,922M
Depreciation,526M,521M,530M,469M,478M
Amortization of Intangibles,388M,382M,354M,342M,444M
Gross Income,6.67B,7.11B,7.05B,5.45B,6.32B
Gross Income Growth,-,6.74%,-0.87%,-22.79%,15.98%
Gross Profit Margin,-,-,-,-,32.17%
SG&A Expense,3.99B,4.13B,3.99B,3.12B,3.45B
SGA Growth,-,3.56%,-3.41%,-21.72%,10.28%
Research & Development,584M,584M,606M,551M,616M
Other SG&A,3.41B,3.55B,3.39B,2.57B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,120M,275M,125M,426M,416M
EBIT after Unusual Expense,(120M),2.71B,2.94B,1.9B,2.45B
Non Operating Income/Expense,1.06B,(12M),(109M),72M,586M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,246M,271M,236M,221M,144M
Interest Expense Growth,-,10.16%,-12.92%,-6.36%,-34.84%
Gross Interest Expense,257M,282M,236M,221M,144M
Interest Capitalized,11M,11M,-,-,-
Pretax Income,3.37B,2.42B,2.59B,1.75B,2.9B
Pretax Income Growth,-,-28.03%,6.89%,-32.61%,65.86%
Pretax Margin,-,-,-,-,14.75%
Income Tax,382M,278M,378M,331M,750M
Income Tax - Current Domestic,123M,115M,26M,15M,50M
Income Tax - Current Foreign,235M,302M,410M,441M,730M
Income Tax - Deferred Domestic,82M,(122M),3M,-,(2M)
Income Tax - Deferred Foreign,(58M),(17M),(61M),(125M),(28M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.99B,2.15B,2.21B,1.42B,2.15B
Minority Interest Expense,1M,1M,2M,5M,2M
Net Income,2.99B,2.15B,2.21B,1.41B,2.14B
Net Income Growth,-,-28.14%,3.08%,-36.23%,52.06%
Net Margin Growth,-,-,-,-,10.92%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.99B,2.15B,2.21B,1.41B,2.14B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.99B,2.15B,2.21B,1.41B,2.14B
EPS (Basic),6.72,4.94,5.28,3.51,5.38
EPS (Basic) Growth,-,-26.45%,6.84%,-33.56%,53.39%
Basic Shares Outstanding,444.5M,434.3M,419M,402.2M,398.7M
EPS (Diluted),6.68,4.91,5.25,3.49,5.34
EPS (Diluted) Growth,-,-26.48%,7.02%,-33.58%,52.96%
Diluted Shares Outstanding,447M,436.9M,420.8M,404M,401.6M
EBITDA,3.59B,3.89B,3.95B,3.13B,3.79B
EBITDA Growth,-,8.25%,1.54%,-20.61%,21.07%
EBITDA Margin,-,-,-,-,19.32%
