Item,2017,2018,2019,2020,2021
Sales/Revenue,4.32B,4.7B,5.11B,4.6B,4.73B
Sales Growth,-,8.89%,8.82%,-10.09%,2.96%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,17.54M,29.41M,20.9M,19.43M,32.63M
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",-,-,-,-,-
Commission & Fee Income,-,-,-,-,-
Total Expense,3.19B,3.49B,3.83B,3.83B,3.92B
Total Interest Expense,482.15M,526.59M,564.4M,531.1M,462.55M
Depreciation & Amortization Expense,921.72M,950.46M,1.03B,1.04B,1.04B
Other Operating Expense,2.48M,(17.5M),(24.11M),(16.72M),(22.7M)
Operating Income,1.12B,1.21B,1.28B,763.59M,818.69M
Operating Income Growth,-,7.53%,6.20%,-40.49%,7.22%
Non-Operating Income (Expense),(180.06M),(108.88M),(48.21M),(81.38M),(34.41M)
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,(180.06M),(108.88M),(48.21M),(81.38M),(34.41M)
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,161.72M,131.68M,112.29M,182.66M,100.98M
Pretax Income,299.62M,423.49M,542.89M,(31.55M),170.75M
Pretax Income Growth,-,41.34%,28.19%,-105.81%,641.17%
Pretax Margin,-,-,-,-,3.61%
Income Taxes,20.13M,8.67M,2.96M,9.97M,8.71M
Income Tax - Current Domestic,7.63M,15.85M,12.59M,11.36M,10.2M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,12.5M,(7.18M),(9.64M),(1.39M),(1.49M)
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,(83.13M),(641K),42.43M,(8.08M),(22.93M)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,540.61M,829.75M,1.33B,1.04B,374.48M
Minority Interest Expense,17.84M,24.8M,97.98M,60.01M,38.34M
Net Income,522.77M,804.95M,1.23B,978.84M,336.14M
Net Income Growth,-,53.98%,53.11%,-20.58%,-65.66%
Net Margin Growth,-,-,-,-,7.10%
Extraordinaries & Discontinued Operations,344.25M,415.58M,748.04M,1.09B,-
Extra Items & Gain/Loss Sale Of Assets,344.25M,415.58M,748.04M,1.09B,235.38M
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,867.02M,1.22B,1.98B,2.07B,571.51M
Preferred Dividends,59.18M,46.7M,-,-,-
Net Income Available to Common,119.35M,342.68M,484.39M,(109.61M),100.76M
EPS (Basic),0.33,0.92,1.21,(0.26),0.24
EPS (Basic) Growth,-,182.22%,31.42%,-121.88%,189.88%
Basic Shares Outstanding,367.24M,373.62M,401.85M,415.45M,424.98M
EPS (Diluted),0.32,0.91,1.2,(0.28),0.23
EPS (Diluted) Growth,-,182.37%,31.36%,-123.12%,182.58%
Diluted Shares Outstanding,369M,375.25M,403.81M,417.39M,426.84M
