Item,2017,2018,2019,2020,2021
Sales/Revenue,12.96B,14.02B,7.1B,5.26B,4.97B
Sales Growth,-,8.18%,-49.38%,-25.91%,-5.46%
Cost of Goods Sold (COGS) incl. D&A,10.77B,11.97B,5.48B,4.12B,3.84B
COGS Growth,-,11.12%,-54.19%,-24.93%,-6.75%
COGS excluding D&A,10.22B,11.39B,5.19B,3.84B,3.57B
Depreciation & Amortization Expense,551M,576M,295M,279M,270M
Depreciation,480M,495M,237M,239M,234M
Amortization of Intangibles,71M,81M,58M,40M,36M
Gross Income,2.19B,2.05B,1.62B,1.14B,1.13B
Gross Income Growth,-,-6.30%,-21.33%,-29.23%,-0.79%
Gross Profit Margin,-,-,-,-,22.81%
SG&A Expense,824M,707M,428M,294M,268M
SGA Growth,-,-14.20%,-39.46%,-31.31%,-8.84%
Research & Development,109M,103M,28M,17M,17M
Other SG&A,715M,604M,400M,277M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,717M,9M,608M,223M,264M
EBIT after Unusual Expense,(717M),1.34B,(608M),626M,602M
Non Operating Income/Expense,297M,(116M),(55M),(79M),(21M)
Non-Operating Interest Income,19M,23M,24M,5M,2M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,496M,376M,338M,381M,259M
Interest Expense Growth,-,-24.19%,-10.11%,12.72%,-32.02%
Gross Interest Expense,518M,399M,371M,392M,267M
Interest Capitalized,22M,23M,33M,11M,8M
Pretax Income,470M,868M,210M,171M,324M
Pretax Income Growth,-,84.68%,-75.81%,-18.57%,89.47%
Pretax Margin,-,-,-,-,6.52%
Income Tax,544M,226M,84M,(40M),66M
Income Tax - Current Domestic,(2M),49M,-,(4M),(11M)
Income Tax - Current Foreign,98M,138M,86M,2M,39M
Income Tax - Deferred Domestic,411M,133M,39M,(49M),27M
Income Tax - Deferred Foreign,37M,(94M),(41M),11M,11M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(74M),642M,126M,211M,258M
Minority Interest Expense,-,-,-,-,-
Net Income,(74M),642M,126M,211M,258M
Net Income Growth,-,967.57%,-80.37%,67.46%,22.27%
Net Margin Growth,-,-,-,-,5.19%
Extraordinaries & Discontinued Operations,-,-,344M,50M,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,50M,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,344M,-,-
Net Income After Extraordinaries,(74M),642M,470M,261M,258M
Preferred Dividends,53M,2M,2M,2M,2M
Net Income Available to Common,(127M),640M,468M,209M,256M
EPS (Basic),(0.28),1.33,1.05,0.48,0.6
EPS (Basic) Growth,-,575.00%,-21.11%,-54.21%,23.91%
Basic Shares Outstanding,451M,483M,446M,435M,430M
EPS (Diluted),(0.28),1.29,1.03,0.48,0.59
EPS (Diluted) Growth,-,562.21%,-20.40%,-53.79%,23.61%
Diluted Shares Outstanding,451M,503M,463M,439M,435M
EBITDA,1.92B,1.92B,1.48B,1.13B,1.14B
EBITDA Growth,-,0.21%,-22.89%,-23.89%,0.71%
EBITDA Margin,-,-,-,-,22.85%
