Item,2018,2019,2020,2021,2022
Sales/Revenue,6.18B,6.31B,6.16B,4.4B,6.22B
Sales Growth,-,2.11%,-2.43%,-28.56%,41.30%
Cost of Goods Sold (COGS) incl. D&A,2.72B,2.71B,2.64B,1.77B,2.29B
COGS Growth,-,-0.16%,-2.65%,-32.98%,29.42%
COGS excluding D&A,2.42B,2.43B,2.37B,1.52B,2.06B
Depreciation & Amortization Expense,295.2M,281.3M,269.5M,247.6M,229.7M
Depreciation,271.2M,257.8M,246.6M,227.4M,211.8M
Amortization of Intangibles,24M,23.5M,22.9M,20.2M,17.9M
Gross Income,3.46B,3.6B,3.52B,2.63B,3.93B
Gross Income Growth,-,3.90%,-2.26%,-25.24%,49.30%
Gross Profit Margin,-,-,-,-,63.16%
SG&A Expense,2.8B,2.89B,2.91B,2.43B,3.07B
SGA Growth,-,3.10%,0.85%,-16.46%,26.36%
Research & Development,-,-,-,-,-
Other SG&A,2.8B,2.89B,2.91B,2.43B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,155.6M,133.8M,286.8M,243.9M,52.3M
EBIT after Unusual Expense,508.8M,578.9M,320M,(45.7M),801.5M
Non Operating Income/Expense,(9.2M),(400K),8.5M,21.1M,13.5M
Non-Operating Interest Income,12.3M,40.8M,34.4M,9.7M,5.5M
Equity in Affiliates (Pretax),(4.5M),2.9M,100K,(100K),-
Interest Expense,18.2M,39.7M,36.6M,59.8M,65.9M
Interest Expense Growth,-,118.13%,-7.81%,63.39%,10.20%
Gross Interest Expense,18.2M,39.7M,36.6M,59.8M,65.9M
Interest Capitalized,-,-,-,-,-
Pretax Income,489.2M,582.5M,326.4M,(74.8M),754.6M
Pretax Income Growth,-,19.07%,-43.97%,-122.92%,"1,108.82%"
Pretax Margin,-,-,-,-,12.13%
Income Tax,326.4M,151.6M,(57.9M),46.3M,154.5M
Income Tax - Current Domestic,159.6M,49.2M,18.3M,(40M),45.8M
Income Tax - Current Foreign,82.7M,93.9M,92.6M,50.7M,154.8M
Income Tax - Deferred Domestic,76.7M,11.9M,(23.6M),15.7M,(62M)
Income Tax - Deferred Foreign,7.4M,(3.4M),(145.2M),19.9M,15.9M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,162.8M,430.9M,384.3M,(121.1M),600.1M
Minority Interest Expense,-,-,-,-,-
Net Income,162.8M,430.9M,384.3M,(121.1M),600.1M
Net Income Growth,-,164.68%,-10.81%,-131.51%,595.54%
Net Margin Growth,-,-,-,-,9.65%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,162.8M,430.9M,384.3M,(121.1M),600.1M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,162.8M,430.9M,384.3M,(121.1M),600.1M
EPS (Basic),1.99,5.35,5.07,(1.65),8.22
EPS (Basic) Growth,-,168.29%,-5.17%,-132.50%,598.94%
Basic Shares Outstanding,81.7M,80.6M,75.8M,73.5M,73M
EPS (Diluted),1.97,5.27,4.98,(1.65),8.08
EPS (Diluted) Growth,-,167.28%,-5.62%,-133.10%,590.21%
Diluted Shares Outstanding,82.5M,81.7M,77.2M,73.5M,74.3M
EBITDA,959.6M,994M,876.3M,445.8M,1.08B
EBITDA Growth,-,3.58%,-11.84%,-49.13%,143.05%
EBITDA Margin,-,-,-,-,17.42%
