Item,2017,2018,2019,2020,2021
Sales/Revenue,1.1B,1.29B,1.52B,1.68B,1.91B
Sales Growth,-,18.11%,17.18%,10.91%,13.41%
Cost of Goods Sold (COGS) incl. D&A,160.84M,169.68M,181.44M,241.86M,273.2M
COGS Growth,-,5.50%,6.93%,33.30%,12.96%
COGS excluding D&A,93.16M,110.43M,102.47M,135.62M,144.14M
Depreciation & Amortization Expense,67.68M,59.26M,78.98M,106.25M,129.06M
Depreciation,17.91M,18.43M,42.1M,49.01M,53.09M
Amortization of Intangibles,49.77M,40.83M,36.88M,57.24M,75.98M
Gross Income,934.41M,1.12B,1.33B,1.44B,1.63B
Gross Income Growth,-,20.28%,18.73%,7.87%,13.48%
Gross Profit Margin,-,-,-,-,85.67%
SG&A Expense,531.95M,643.88M,812.81M,937.95M,1.11B
SGA Growth,-,21.04%,26.24%,15.40%,18.79%
Research & Development,196.25M,233.8M,298.21M,355.37M,404.87M
Other SG&A,335.7M,410.08M,514.6M,582.58M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,11.74M,3.5M,6.6M,5.13M,6.04M
EBIT after Unusual Expense,390.73M,476.57M,515.04M,496.36M,513.27M
Non Operating Income/Expense,(2M),(908K),(1.79M),3.48M,12.41M
Non-Operating Interest Income,6.96M,11.42M,12.8M,5.07M,2.08M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,-,-,3.46M,10.99M,12.41M
Interest Expense Growth,-,-,-,217.48%,12.90%
Gross Interest Expense,-,-,3.46M,10.99M,12.41M
Interest Capitalized,-,-,-,-,-
Pretax Income,395.69M,487.09M,522.58M,493.93M,515.35M
Pretax Income Growth,-,23.10%,7.29%,-5.48%,4.34%
Pretax Margin,-,-,-,-,27.03%
Income Tax,136.44M,67.71M,71.29M,60.04M,60.73M
Income Tax - Current Domestic,120.29M,71.03M,54.38M,39.59M,51.43M
Income Tax - Current Foreign,18.84M,30.36M,31.42M,51.38M,43.79M
Income Tax - Deferred Domestic,(7.97M),(23.67M),(9.8M),(14.32M),(34.14M)
Income Tax - Deferred Foreign,5.28M,(10.01M),(4.71M),(16.61M),(350K)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,259.25M,419.38M,451.3M,433.89M,454.63M
Minority Interest Expense,-,-,-,-,-
Net Income,259.25M,419.38M,451.3M,433.89M,454.63M
Net Income Growth,-,61.76%,7.61%,-3.86%,4.78%
Net Margin Growth,-,-,-,-,23.84%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,259.25M,419.38M,451.3M,433.89M,454.63M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,259.25M,419.38M,451.3M,433.89M,454.63M
EPS (Basic),3.05,4.99,5.36,5.05,5.22
EPS (Basic) Growth,-,63.61%,7.33%,-5.63%,3.26%
Basic Shares Outstanding,84.99M,83.97M,84.26M,85.84M,87.1M
EPS (Diluted),2.98,4.88,5.25,4.97,5.16
EPS (Diluted) Growth,-,63.76%,7.63%,-5.36%,3.81%
Diluted Shares Outstanding,86.85M,85.91M,85.93M,87.29M,88.1M
EBITDA,470.15M,539.33M,600.62M,607.73M,648.37M
EBITDA Growth,-,14.72%,11.36%,1.18%,6.69%
EBITDA Margin,-,-,-,-,34.00%
