Item,2017,2018,2019,2020,2021
Sales/Revenue,22.78B,23.77B,23.26B,25.25B,25.99B
Sales Growth,-,4.32%,-2.13%,8.53%,2.94%
Cost of Goods Sold (COGS) incl. D&A,4.07B,4.1B,4.36B,6.16B,6.45B
COGS Growth,-,0.79%,6.22%,41.39%,4.79%
COGS excluding D&A,2.17B,2.16B,2.15B,2.56B,3.06B
Depreciation & Amortization Expense,1.9B,1.95B,2.21B,3.6B,3.4B
Depreciation,604M,630M,635M,640M,644M
Amortization of Intangibles,1.3B,1.32B,1.57B,2.96B,2.75B
Gross Income,18.72B,19.67B,18.91B,19.09B,19.53B
Gross Income Growth,-,5.09%,-3.87%,0.96%,2.34%
Gross Profit Margin,-,-,-,-,75.16%
SG&A Expense,8.43B,9.07B,9.27B,9.94B,10.19B
SGA Growth,-,7.55%,2.17%,7.24%,2.52%
Research & Development,3.56B,3.74B,4.12B,4.21B,4.82B
Other SG&A,4.87B,5.33B,5.15B,5.73B,-
Other Operating Expense,265M,272M,66M,189M,194M
Unusual Expense,86M,8M,-,(111M),1.42B
EBIT after Unusual Expense,9.93B,10.32B,-,9.07B,7.74B
Non Operating Income/Expense,597M,(627M),267M,474M,251M
Non-Operating Interest Income,371M,1.25B,587M,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,1.3B,1.39B,1.29B,1.41B,1.29B
Interest Expense Growth,-,6.83%,-7.40%,9.62%,-8.99%
Gross Interest Expense,1.3B,1.39B,1.29B,1.41B,1.29B
Interest Capitalized,-,-,-,-,-
Pretax Income,9.6B,9.55B,9.14B,8.13B,6.7B
Pretax Income Growth,-,-0.54%,-4.26%,-11.00%,-17.61%
Pretax Margin,-,-,-,-,25.79%
Income Tax,7.62B,1.15B,1.3B,869M,808M
Income Tax - Current Domestic,8.62B,1.29B,1.32B,955M,883M
Income Tax - Current Foreign,275M,227M,277M,277M,359M
Income Tax - Deferred Domestic,(1.12B),(324M),(298M),(312M),(317M)
Income Tax - Deferred Foreign,(157M),(39M),(6M),(51M),(117M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.98B,8.39B,7.84B,7.26B,5.89B
Minority Interest Expense,-,-,-,-,-
Net Income,1.98B,8.39B,7.84B,7.26B,5.89B
Net Income Growth,-,324.15%,-6.58%,-7.37%,-18.87%
Net Margin Growth,-,-,-,-,22.68%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,1.98B,8.39B,7.84B,7.26B,5.89B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.98B,8.39B,7.84B,7.26B,5.89B
EPS (Basic),2.71,12.7,12.96,12.4,10.34
EPS (Basic) Growth,-,369.08%,2.07%,-4.37%,-16.60%
Basic Shares Outstanding,731M,661M,605M,586M,570M
EPS (Diluted),2.69,12.62,12.88,12.31,10.28
EPS (Diluted) Growth,-,368.81%,2.01%,-4.39%,-16.47%
Diluted Shares Outstanding,735M,665M,609M,590M,573M
EBITDA,11.92B,12.27B,11.78B,12.56B,12.55B
EBITDA Growth,-,2.94%,-4.02%,6.65%,-0.10%
EBITDA Margin,-,-,-,-,48.29%
