Item,2018,2019,2020,2021,2022
Sales/Revenue,7.94B,9.54B,11.05B,11.18B,11.54B
Sales Growth,-,20.16%,15.89%,1.18%,3.14%
Cost of Goods Sold (COGS) incl. D&A,5.59B,6.88B,7.77B,7.78B,8.71B
COGS Growth,-,23.13%,12.95%,0.18%,11.94%
COGS excluding D&A,5.33B,6.55B,7.38B,7.4B,8.34B
Depreciation & Amortization Expense,257M,333M,388.9M,387.7M,375.4M
Depreciation,222.1M,283.9M,329.1M,328M,316.1M
Amortization of Intangibles,34.9M,49.1M,59.8M,59.7M,59.3M
Gross Income,2.35B,2.66B,3.29B,3.4B,2.82B
Gross Income Growth,-,13.09%,23.50%,3.53%,-17.00%
Gross Profit Margin,-,-,-,-,24.48%
SG&A Expense,1.4B,1.26B,1.22B,1.24B,1.12B
SGA Growth,-,-10.12%,-2.51%,1.31%,-9.98%
Research & Development,47.3M,56.1M,56.4M,51.3M,53.4M
Other SG&A,1.35B,1.2B,1.17B,1.19B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,600K,291.9M,576.1M,437.6M,291.8M
EBIT after Unusual Expense,(600K),(291.9M),1.49B,1.72B,1.42B
Non Operating Income/Expense,79.1M,100.3M,(31.4M),103.9M,(4.8M)
Non-Operating Interest Income,3.8M,6.8M,3.1M,1.9M,2.1M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,162.6M,396.3M,486.9M,419.1M,378.9M
Interest Expense Growth,-,143.73%,22.86%,-13.92%,-9.59%
Gross Interest Expense,166.1M,399M,493.5M,429.3M,392.3M
Interest Capitalized,3.5M,2.7M,6.6M,10.2M,13.4M
Pretax Income,874.8M,823.3M,969.9M,1.41B,1.03B
Pretax Income Growth,-,-5.89%,17.81%,45.41%,-26.72%
Pretax Margin,-,-,-,-,8.96%
Income Tax,174.6M,218.8M,201.3M,193.8M,290.5M
Income Tax - Current Domestic,170.9M,148M,213.7M,264.4M,234.8M
Income Tax - Current Foreign,32.5M,21.6M,9.5M,15.3M,18.4M
Income Tax - Deferred Domestic,(26.3M),59.1M,(24.7M),(89.6M),38.6M
Income Tax - Deferred Foreign,(2.5M),(9.9M),2.8M,3.7M,(1.3M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,97.3M,75.8M,73.2M,84.4M,145.3M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,797.5M,680.3M,841.8M,1.3B,888.2M
Minority Interest Expense,3.4M,100K,1.7M,2.1M,-
Net Income,794.1M,680.2M,840.1M,1.3B,888.2M
Net Income Growth,-,-14.34%,23.51%,54.60%,-31.61%
Net Margin Growth,-,-,-,-,7.70%
Extraordinaries & Discontinued Operations,14.3M,(1.9M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,14.3M,(1.9M),-,-,-
Net Income After Extraordinaries,808.4M,678.3M,840.1M,1.3B,888.2M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,808.4M,678.3M,840.1M,1.3B,888.2M
EPS (Basic),2,1.53,1.72,2.67,1.85
EPS (Basic) Growth,-,-23.67%,12.85%,55.08%,-30.83%
Basic Shares Outstanding,403.9M,444M,487.3M,485.8M,480.3M
EPS (Diluted),1.98,1.52,1.72,2.66,1.84
EPS (Diluted) Growth,-,-23.29%,12.95%,54.86%,-30.82%
Diluted Shares Outstanding,407.4M,445.6M,488.6M,487.8M,482.2M
EBITDA,1.21B,1.74B,2.45B,2.55B,2.08B
EBITDA Growth,-,43.34%,41.02%,4.03%,-18.31%
EBITDA Margin,-,-,-,-,18.05%
