Item,2018,2019,2020,2021,2022
Sales/Revenue,2.34B,2.61B,2.96B,3.2B,3.58B
Sales Growth,-,11.38%,13.44%,8.11%,11.93%
Cost of Goods Sold (COGS) incl. D&A,1.02B,1.14B,1.27B,1.39B,1.58B
COGS Growth,-,11.76%,10.86%,9.41%,14.12%
COGS excluding D&A,904.46M,994.13M,1.09B,1.2B,1.39B
Depreciation & Amortization Expense,119.96M,150.8M,181.37M,191.52M,193.84M
Depreciation,73.58M,75.86M,151.28M,160.44M,162.76M
Amortization of Intangibles,46.38M,74.94M,30.09M,31.08M,31.08M
Gross Income,1.32B,1.46B,1.69B,1.81B,1.99B
Gross Income Growth,-,11.09%,15.47%,7.13%,10.24%
Gross Profit Margin,-,-,-,-,55.71%
SG&A Expense,755.52M,825.66M,878.64M,895.67M,992.95M
SGA Growth,-,9.28%,6.42%,1.94%,10.86%
Research & Development,155.15M,180.65M,201.95M,225.28M,253.58M
Other SG&A,600.37M,645.01M,676.69M,670.39M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,51.32M,69.84M,12.59M,(5.09M),-
EBIT after Unusual Expense,508.94M,566.15M,796.47M,917.44M,-
Non Operating Income/Expense,24.35M,2.39M,1.03M,1.05M,(9.01M)
Non-Operating Interest Income,16.38M,2.3M,1.02M,362K,-
Equity in Affiliates (Pretax),-,(15.83M),(25.06M),(11.21M),(8.49M)
Interest Expense,28.36M,36.16M,40.38M,23.99M,22.31M
Interest Expense Growth,-,27.51%,11.67%,-40.59%,-6.99%
Gross Interest Expense,28.36M,36.16M,40.38M,23.99M,22.31M
Interest Capitalized,-,-,-,-,-
Pretax Income,521.31M,518.85M,733.09M,883.66M,960.48M
Pretax Income Growth,-,-0.47%,41.29%,20.54%,8.69%
Pretax Margin,-,-,-,-,26.84%
Income Tax,205.72M,114.26M,111.41M,409.16M,181.05M
Income Tax - Current Domestic,129.92M,36.25M,16.69M,(106.07M),15.08M
Income Tax - Current Foreign,68.86M,127.54M,124.6M,531.81M,177.79M
Income Tax - Deferred Domestic,9.14M,(13.67M),(13.54M),(27M),(15.39M)
Income Tax - Deferred Foreign,(2.19M),(35.86M),(16.34M),10.41M,3.57M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,315.59M,404.59M,621.67M,474.51M,779.44M
Minority Interest Expense,-,-,-,-,-
Net Income,315.59M,404.59M,621.67M,474.51M,779.44M
Net Income Growth,-,28.20%,53.65%,-23.67%,64.26%
Net Margin Growth,-,-,-,-,21.78%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,315.59M,404.59M,621.67M,474.51M,779.44M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,315.59M,404.59M,621.67M,474.51M,779.44M
EPS (Basic),2.21,2.83,4.31,3.27,5.34
EPS (Basic) Growth,-,27.89%,52.35%,-24.19%,63.42%
Basic Shares Outstanding,142.76M,143.11M,144.34M,145.31M,146.07M
EPS (Diluted),2.19,2.8,4.27,3.24,5.3
EPS (Diluted) Growth,-,27.76%,52.42%,-24.09%,63.58%
Diluted Shares Outstanding,143.99M,144.48M,145.65M,146.45M,147.04M
EBITDA,680.22M,786.78M,990.43M,1.1B,1.19B
EBITDA Growth,-,15.67%,25.88%,11.45%,8.18%
EBITDA Margin,-,-,-,-,33.37%
