Item,2017,2018,2019,2020,2021
Sales/Revenue,6.57B,6.52B,6.5B,3.36B,3.5B
Sales Growth,-,-0.87%,-0.26%,-48.28%,4.14%
Cost of Goods Sold (COGS) incl. D&A,3.41B,3.48B,3.58B,1.79B,1.72B
COGS Growth,-,2.20%,2.82%,-50.11%,-3.42%
COGS excluding D&A,2.77B,2.81B,2.82B,1.24B,1.21B
Depreciation & Amortization Expense,640M,675M,756M,550M,512M
Depreciation,186M,185M,176M,106M,100M
Amortization of Intangibles,454M,490M,580M,444M,412M
Gross Income,3.17B,3.04B,2.92B,1.58B,1.78B
Gross Income Growth,-,-4.17%,-3.79%,-46.03%,12.69%
Gross Profit Margin,-,-,-,-,50.74%
SG&A Expense,1.87B,1.96B,1.93B,714M,891M
SGA Growth,-,4.87%,-1.48%,-62.99%,24.79%
Research & Development,-,-,-,-,-
Other SG&A,1.87B,1.96B,1.93B,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,85M,1.55B,1.08B,185M,35.4M
EBIT after Unusual Expense,(85M),(475M),(93M),(185M),849.6M
Non Operating Income/Expense,(22M),(14M),(170M),(24M),(31.6M)
Non-Operating Interest Income,4M,8M,6M,2M,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,369M,401M,406M,308M,260M
Interest Expense Growth,-,8.67%,1.25%,-24.14%,-15.58%
Gross Interest Expense,369M,401M,406M,308M,260M
Interest Capitalized,-,-,-,-,-
Pretax Income,828M,(882M),(663M),347M,558M
Pretax Income Growth,-,-206.52%,24.83%,152.34%,60.81%
Pretax Margin,-,-,-,-,15.94%
Income Tax,388M,(182M),(260M),144M,(2M)
Income Tax - Current Domestic,226M,332M,(265M),-,-
Income Tax - Current Foreign,-,-,-,133M,114M
Income Tax - Deferred Domestic,162M,(514M),5M,-,-
Income Tax - Deferred Foreign,-,-,-,11M,(116M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,(1M)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,440M,(700M),(403M),203M,559M
Minority Interest Expense,11M,12M,12M,13M,8M
Net Income,429M,(712M),(415M),190M,551M
Net Income Growth,-,-265.97%,41.71%,145.78%,190.00%
Net Margin Growth,-,-,-,-,15.74%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,489M
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,(196M),(77M)
Net Income After Extraordinaries,429M,(712M),(415M),(6M),963M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,429M,(712M),(415M),(6M),474M
EPS (Basic),1.2,(2),(1.17),(0.02),1.32
EPS (Basic) Growth,-,-266.67%,41.67%,98.56%,"7,966.67%"
Basic Shares Outstanding,356.71M,355.6M,355.73M,356.86M,358.65M
EPS (Diluted),1.2,(2),(1.17),(0.02),1.32
EPS (Diluted) Growth,-,-266.67%,41.67%,98.56%,"7,927.38%"
Diluted Shares Outstanding,358.05M,355.6M,355.73M,358.27M,360.45M
EBITDA,1.94B,1.75B,1.75B,1.41B,1.4B
EBITDA Growth,-,-9.69%,-0.29%,-19.18%,-1.06%
EBITDA Margin,-,-,-,-,39.91%
