Item,2017,2018,2019,2020,2021
Sales/Revenue,670.8M,740.7M,824.1M,842.5M,1.02B
Sales Growth,-,10.42%,11.26%,2.23%,21.57%
Cost of Goods Sold (COGS) incl. D&A,386.4M,386.7M,406M,424.6M,531.7M
COGS Growth,-,0.08%,4.99%,4.58%,25.22%
COGS excluding D&A,332.6M,330.1M,348.9M,372.8M,454.2M
Depreciation & Amortization Expense,53.8M,56.6M,57.1M,51.8M,77.5M
Depreciation,35.3M,38.1M,40.9M,48M,53.6M
Amortization of Intangibles,18.5M,18.5M,16.2M,3.8M,23.9M
Gross Income,284.4M,354M,418.1M,417.9M,492.5M
Gross Income Growth,-,24.47%,18.11%,-0.05%,17.85%
Gross Profit Margin,-,-,-,-,48.09%
SG&A Expense,244.1M,292.5M,339.6M,392.3M,520.6M
SGA Growth,-,19.83%,16.10%,15.52%,32.70%
Research & Development,43.6M,59M,67.9M,83.7M,134M
Other SG&A,200.5M,233.5M,271.7M,308.6M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,-,5.4M,6.2M,17.8M,26.5M
EBIT after Unusual Expense,-,(5.4M),72.3M,7.8M,(54.6M)
Non Operating Income/Expense,(7.3M),200K,(5.6M),(2.7M),200K
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,87.1M,83.2M,32.4M,25.1M,35.9M
Interest Expense Growth,-,-4.48%,-61.06%,-22.53%,43.03%
Gross Interest Expense,87.7M,83.7M,33.2M,25.1M,35.9M
Interest Capitalized,600K,500K,800K,-,-
Pretax Income,(54.1M),(26.9M),34.3M,(20M),(90.3M)
Pretax Income Growth,-,50.28%,227.51%,-158.31%,-351.50%
Pretax Margin,-,-,-,-,-8.82%
Income Tax,(49.6M),8.4M,(44.4M),(16M),(14.9M)
Income Tax - Current Domestic,(200K),4.1M,7.5M,(6.4M),1.3M
Income Tax - Current Foreign,12.9M,20.4M,17.5M,(2.6M),22.3M
Income Tax - Deferred Domestic,(59.5M),(16.3M),(61.9M),(1M),(27.3M)
Income Tax - Deferred Foreign,(2.8M),200K,(7.5M),(6M),(11.2M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(4.5M),(35.3M),78.7M,(4M),(75.4M)
Minority Interest Expense,(1.3M),(500K),-,-,-
Net Income,(3.2M),(34.8M),78.7M,(4M),(75.4M)
Net Income Growth,-,-987.50%,326.15%,-105.08%,"-1,785.00%"
Net Margin Growth,-,-,-,-,-7.36%
Extraordinaries & Discontinued Operations,(6M),(25.8M),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(6M),(25.8M),-,-,-
Net Income After Extraordinaries,(9.2M),(60.6M),78.7M,(4M),(75.4M)
Preferred Dividends,20.5M,7.7M,-,-,-
Net Income Available to Common,(29.7M),(68.3M),78.7M,(4M),(75.4M)
EPS (Basic),(0.46),(0.6),0.55,(0.03),(0.5)
EPS (Basic) Growth,-,-31.48%,192.50%,-104.91%,"-1,743.01%"
Basic Shares Outstanding,65.2M,114.05M,142.05M,146.77M,150.4M
EPS (Diluted),(0.46),(0.6),0.53,(0.03),(0.5)
EPS (Diluted) Growth,-,-31.48%,188.33%,-105.14%,"-1,743.01%"
Diluted Shares Outstanding,65.2M,114.05M,148.76M,146.77M,150.4M
EBITDA,94.1M,118.1M,135.6M,77.4M,49.4M
EBITDA Growth,-,25.50%,14.82%,-42.92%,-36.18%
EBITDA Margin,-,-,-,-,4.82%
