Item,2017,2018,2019,2020,2021
Sales/Revenue,12.73B,13.73B,13.74B,2.94B,4.23B
Sales Growth,-,7.86%,0.07%,-78.60%,44.01%
Cost of Goods Sold (COGS) incl. D&A,7.5B,8.09B,8B,3.12B,3.67B
COGS Growth,-,7.80%,-1.09%,-61.04%,17.68%
COGS excluding D&A,6.33B,6.97B,6.83B,2.12B,2.63B
Depreciation & Amortization Expense,1.17B,1.11B,1.17B,997M,1.04B
Depreciation,1.16B,1.1B,1.15B,980M,1.02B
Amortization of Intangibles,16M,16M,17M,17M,18M
Gross Income,5.23B,5.64B,5.74B,(176M),567M
Gross Income Growth,-,7.96%,1.74%,-103.07%,422.16%
Gross Profit Margin,-,-,-,-,13.39%
SG&A Expense,1.74B,1.74B,1.92B,1.13B,1.21B
SGA Growth,-,0.06%,10.54%,-41.41%,7.56%
Research & Development,-,-,-,-,-
Other SG&A,1.74B,1.74B,1.92B,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,5M,192M,89M,-,137M
EBIT after Unusual Expense,(5M),3.72B,3.73B,-,(780M)
Non Operating Income/Expense,(122M),7M,543M,(73M),(77M)
Non-Operating Interest Income,16M,59M,74M,21M,4M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,327M,455M,578M,523M,621M
Interest Expense Growth,-,39.14%,27.03%,-9.52%,18.74%
Gross Interest Expense,329M,458M,587M,544M,636M
Interest Capitalized,2M,3M,9M,21M,15M
Pretax Income,3.05B,3.33B,3.77B,(1.88B),(1.47B)
Pretax Income Growth,-,8.91%,13.41%,-149.73%,21.43%
Pretax Margin,-,-,-,-,-34.81%
Income Tax,(209M),375M,468M,24M,(5M)
Income Tax - Current Domestic,30M,17M,66M,(7M),8M
Income Tax - Current Foreign,258M,245M,245M,7M,32M
Income Tax - Deferred Domestic,(509M),125M,167M,21M,(33M)
Income Tax - Deferred Foreign,12M,(12M),(10M),3M,(12M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,3.26B,2.95B,3.3B,(1.9B),(1.47B)
Minority Interest Expense,455M,538M,606M,(458M),(315M)
Net Income,2.81B,2.41B,2.7B,(1.44B),(1.15B)
Net Income Growth,-,-14.07%,11.81%,-153.45%,19.97%
Net Margin Growth,-,-,-,-,-27.26%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,(243M),193M
Net Income After Extraordinaries,2.81B,2.41B,2.7B,(1.69B),(961M)
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.81B,2.41B,2.7B,(1.69B),(961M)
EPS (Basic),3.55,3.07,3.5,(2.21),(1.26)
EPS (Basic) Growth,-,-13.41%,13.99%,-163.03%,42.97%
Basic Shares Outstanding,792M,786M,771M,764M,764M
EPS (Diluted),3.55,3.07,3.5,(2.21),(1.26)
EPS (Diluted) Growth,-,-13.41%,13.99%,-163.03%,42.97%
Diluted Shares Outstanding,792M,786M,771M,764M,764M
EBITDA,4.66B,5.02B,4.99B,(304M),398M
EBITDA Growth,-,7.61%,-0.62%,-106.10%,230.92%
EBITDA Margin,-,-,-,-,9.40%
