Item,2017,2018,2019,2020,2021
Interest Income,58.91B,64.65B,66.08B,47.92B,39.69B
Interest Income Growth,-,9.74%,2.22%,-27.49%,-17.16%
Interest and Fees on Loans,41.39B,43.97B,44.15B,34.23B,28.63B
Interest Income on Fed. Funds,-,-,-,-,-
Interest Income on Fed. Repos,-,-,-,-,-
Interest on Bank Deposits,-,-,-,-,-
Other Interest or Dividend Income,17.52B,20.67B,21.94B,13.69B,11.06B
Total Internest Expense,9.35B,14.65B,18.85B,7.96B,3.92B
Total Internest Expense Growth,-,56.67%,28.67%,-57.76%,-50.84%
Interest Expense on Bank Deposits,3.01B,5.62B,8.64B,2.8B,388M
Other Interest Expense,6.34B,9.03B,10.22B,-,-
Interest Expense on Debt,5.92B,8.42B,9.67B,4.72B,3.13B
Interest Capitalized,-,-,-,-,-
Other Borrowed Funds,424M,610M,551M,438M,395M
Net Interest Income,49.56B,50B,47.23B,39.96B,35.78B
Net Interest Income Growth,-,0.88%,-5.53%,-15.40%,-10.45%
Loan Loss Provision,2.53B,1.74B,2.69B,14.13B,(4.16B)
Loan Loss Provision Growth,-,-31.01%,54.07%,425.83%,-129.41%
Net Interest Income after Provision,47.03B,48.25B,44.54B,25.83B,39.93B
Net Interest Inc After Loan Loss Prov Growth,-,2.60%,-7.68%,-42.02%,54.62%
Net Interest Margin,-,-,-,-,2.05%
Non-Interest Income,44.41B,31.6B,39.33B,34.33B,45.73B
Securities Gain,3.78B,1.66B,1.37B,1.25B,2.14B
Trading Account Income,4.09B,(5.07B),5.86B,2.1B,2.75B
"Trust Income, Commissions & Fees",28.14B,28.96B,24.17B,26.11B,35.08B
Commission & Fee Income,24.77B,25.65B,21.14B,26.11B,35.08B
Other Operating Income,5.48B,4.4B,5.74B,1.25B,996M
Non-Interest Expense,62.22B,49.84B,59.37B,52.71B,55.78B
Labor & Related Expense,33.37B,33.02B,35.08B,34.81B,35.54B
Equipment Expense,2.18B,2.13B,4.1B,4.26B,3.84B
Other Operating Expense,17.39B,15.33B,11.18B,8.25B,9.64B
Operating Income,29.21B,30.02B,24.51B,7.45B,29.89B
Operating Income Growth,-,2.75%,-18.36%,-69.60%,301.13%
Operating Income Margin,-,-,-,-,34.99%
Non-Operating Income (Expense),-,-,-,-,-
Non-Operating Interest Income,-,-,-,-,-
Miscellaneous Non Operating Expense,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Unusual Expense,549M,369M,309M,3.17B,205M
Pretax Income,27.38B,28.54B,24.2B,2.51B,28.82B
Pretax Income Growth,-,4.24%,-15.21%,-89.65%,"1,050.34%"
Pretax Margin,-,-,-,-,33.73%
Income Taxes,4.92B,5.66B,4.16B,(1.16B),5.58B
Income Tax - Current - Domestic,4.07B,3.52B,7.25B,1.92B,6.7B
Income Tax - Current - Foreign,183M,170M,154M,211M,171M
Income Tax - Deferred - Domestic,720M,1.94B,(3.24B),(3.23B),(1.25B)
Income Tax - Deferred - Foreign,(54M),28M,(9M),(60M),(46M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,22.46B,22.88B,20.04B,3.66B,23.24B
Minority Interest Expense,277M,483M,492M,285M,1.69B
Net Income,22.18B,22.39B,19.55B,3.38B,21.55B
Net Income Growth,-,0.95%,-12.70%,-82.73%,538.08%
Net Income Margin,-,-,-,-,25.22%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,-,-,-,-,-
Preferred Dividends,1.63B,1.7B,1.61B,1.59B,1.29B
Net Income Available to Common,20.55B,20.69B,17.94B,1.79B,20.26B
EPS (Basic),4.14,4.31,4.08,0.43,4.99
EPS (Basic) Grwoth,-,4.12%,-5.27%,-89.38%,"1,049.83%"
Basic Shares Outstanding,4.96B,4.8B,4.39B,4.12B,4.06B
EPS (Diluted),4.1,4.28,4.05,0.43,4.95
EPS (Diluted) Growth,-,4.38%,-5.21%,-89.34%,"1,044.70%"
Diluted Shares Outstanding,5.02B,4.84B,4.43B,4.13B,4.1B
