Item,2017,2018,2019,2020,2021
Sales/Revenue,21.25B,21.04B,20.42B,19.45B,21.98B
Sales Growth,-,-1.02%,-2.92%,-4.77%,13.03%
Cost of Goods Sold (COGS) incl. D&A,17.65B,17.68B,17.15B,15.67B,17.56B
COGS Growth,-,0.18%,-3.01%,-8.65%,12.08%
COGS excluding D&A,17B,17.04B,16.56B,15.1B,17.06B
Depreciation & Amortization Expense,654M,645M,587M,568M,494M
Depreciation,575M,570M,518M,506M,447M
Amortization of Intangibles,79M,75M,69M,62M,47M
Gross Income,3.6B,3.35B,3.27B,3.78B,4.43B
Gross Income Growth,-,-6.89%,-2.42%,15.58%,16.97%
Gross Profit Margin,-,-,-,-,20.13%
SG&A Expense,2.11B,2.19B,2.16B,1.88B,2.08B
SGA Growth,-,3.65%,-1.42%,-13.02%,10.87%
Research & Development,596M,572M,541M,455M,485M
Other SG&A,1.52B,1.62B,1.62B,-,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,315M,895M,158M,296M,(36M)
EBIT after Unusual Expense,1.18B,270M,957M,(296M),2.38B
Non Operating Income/Expense,(127M),(100M),781M,26M,127M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,161M,191M,186M,189M,175M
Interest Expense Growth,-,18.63%,-2.62%,1.61%,-7.41%
Gross Interest Expense,161M,191M,186M,189M,175M
Interest Capitalized,-,-,-,-,-
Pretax Income,887M,(21M),1.55B,1.45B,2.33B
Pretax Income Growth,-,-102.37%,"7,490.48%",-6.77%,61.16%
Pretax Margin,-,-,-,-,10.61%
Income Tax,550M,138M,354M,382M,518M
Income Tax - Current Domestic,150M,(58M),245M,132M,212M
Income Tax - Current Foreign,213M,182M,432M,182M,184M
Income Tax - Deferred Domestic,-,133M,83M,92M,248M
Income Tax - Deferred Foreign,187M,(119M),(406M),(24M),(126M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,(8M)
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,337M,(159M),1.2B,1.07B,1.81B
Minority Interest Expense,(13M),24M,14M,(10M),23M
Net Income,350M,(183M),1.18B,1.08B,1.78B
Net Income Growth,-,-152.29%,746.99%,-9.21%,65.86%
Net Margin Growth,-,-,-,-,8.11%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,350M,(183M),1.18B,1.08B,1.78B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,350M,(183M),1.18B,1.08B,1.78B
EPS (Basic),4.78,(2.72),18.59,17.15,28.71
EPS (Basic) Growth,-,-156.97%,782.55%,-7.76%,67.46%
Basic Shares Outstanding,73.3M,67.2M,63.7M,62.7M,62.1M
EPS (Diluted),4.7,(2.72),18.44,16.98,28.35
EPS (Diluted) Growth,-,-157.94%,777.23%,-7.92%,66.92%
Diluted Shares Outstanding,74.4M,67.2M,64.2M,63.3M,62.9M
EBITDA,2.14B,1.81B,1.7B,2.47B,2.84B
EBITDA Growth,-,-15.58%,-5.97%,45.36%,14.71%
EBITDA Margin,-,-,-,-,12.91%
