Item,2017,2018,2019,2020,2021
Sales/Revenue,34.98B,34.14B,37.27B,33.03B,38.73B
Sales Growth,-,-2.40%,9.17%,-11.39%,17.25%
Cost of Goods Sold (COGS) incl. D&A,13.27B,13.05B,14.61B,13.5B,15.51B
COGS Growth,-,-1.62%,11.93%,-7.57%,14.86%
COGS excluding D&A,12.01B,11.97B,13.24B,11.97B,14.06B
Depreciation & Amortization Expense,1.26B,1.09B,1.37B,1.54B,1.45B
Depreciation,1.15B,1.02B,1.23B,1.32B,1.28B
Amortization of Intangibles,68M,49M,120M,203M,165M
Gross Income,21.71B,21.09B,22.67B,19.53B,23.22B
Gross Income Growth,-,-2.87%,7.47%,-13.85%,18.90%
Gross Profit Margin,-,-,-,-,59.95%
SG&A Expense,12.7B,10.98B,12.15B,9.75B,12.18B
SGA Growth,-,-13.52%,10.62%,-19.74%,24.88%
Research & Development,-,-,-,-,-
Other SG&A,12.7B,10.98B,12.15B,9.75B,-
Other Operating Expense,235M,(2M),11M,439M,343M
Unusual Expense,3.74B,2B,1.67B,660M,1.4B
EBIT after Unusual Expense,(3.74B),(2B),8.83B,8.68B,9.3B
Non Operating Income/Expense,709M,(664M),1.24B,1.1B,2.08B
Non-Operating Interest Income,677M,689M,563M,370M,276M
Equity in Affiliates (Pretax),1.07B,1.01B,1.05B,978M,1.44B
Interest Expense,753M,915M,894M,1.37B,747M
Interest Expense Growth,-,21.51%,-2.30%,53.69%,-45.63%
Gross Interest Expense,753M,915M,894M,1.37B,747M
Interest Capitalized,-,-,-,-,-
Pretax Income,6.74B,8.23B,10.79B,9.75B,12.43B
Pretax Income Growth,-,22.00%,31.14%,-9.61%,27.45%
Pretax Margin,-,-,-,-,32.08%
Income Tax,5.56B,1.75B,1.8B,1.98B,2.62B
Income Tax - Current Domestic,5.56B,736M,602M,692M,349M
Income Tax - Current Foreign,1.26B,1.43B,1.48B,1.31B,1.38B
Income Tax - Deferred Domestic,(1.77B),(467M),(13M),(199M),219M
Income Tax - Deferred Foreign,513M,54M,(267M),181M,675M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,1.18B,6.48B,8.99B,7.77B,9.8B
Minority Interest Expense,1M,42M,65M,21M,33M
Net Income,1.18B,6.43B,8.92B,7.75B,9.77B
Net Income Growth,-,444.79%,38.64%,-13.15%,26.13%
Net Margin Growth,-,-,-,-,25.23%
Extraordinaries & Discontinued Operations,67M,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,67M,-,-,-,-
Net Income After Extraordinaries,1.25B,6.43B,8.92B,7.75B,9.77B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,1.25B,6.43B,8.92B,7.75B,9.77B
EPS (Basic),0.29,1.51,2.09,1.8,2.26
EPS (Basic) Growth,-,417.19%,38.09%,-13.54%,25.54%
Basic Shares Outstanding,4.27B,4.26B,4.28B,4.3B,4.32B
EPS (Diluted),0.29,1.5,2.07,1.79,2.25
EPS (Diluted) Growth,-,418.57%,38.16%,-13.33%,25.64%
Diluted Shares Outstanding,4.32B,4.3B,4.31B,4.32B,4.34B
EBITDA,10.04B,11.19B,11.87B,10.87B,12.15B
EBITDA Growth,-,11.52%,6.03%,-8.40%,11.75%
EBITDA Margin,-,-,-,-,31.37%
