Item,2017,2018,2019,2020,2021
Sales/Revenue,5.54B,5.88B,5.52B,5.26B,6.74B
Sales Growth,-,6.05%,-6.13%,-4.76%,28.25%
Cost of Goods Sold (COGS) incl. D&A,3.63B,3.75B,3.66B,3.66B,4.12B
COGS Growth,-,3.30%,-2.45%,0.00%,12.71%
COGS excluding D&A,3.15B,3.24B,3.07B,3.03B,3.53B
Depreciation & Amortization Expense,481.9M,508.7M,593.1M,625.1M,596.7M
Depreciation,358.1M,397M,477.9M,504.8M,497.7M
Amortization of Intangibles,123.8M,111.7M,115.2M,120.3M,99M
Gross Income,1.91B,2.13B,1.86B,1.6B,2.62B
Gross Income Growth,-,11.26%,-12.63%,-14.15%,63.92%
Gross Profit Margin,-,-,-,-,38.80%
SG&A Expense,1.19B,1.26B,1.21B,1.18B,1.24B
SGA Growth,-,5.96%,-3.92%,-2.91%,5.27%
Research & Development,594.7M,650.7M,640.9M,642.9M,655M
Other SG&A,598.4M,613.5M,573.7M,536.4M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,84.3M,20.2M,217.3M,67.5M,115.2M
EBIT after Unusual Expense,(84.3M),842.6M,426.5M,348.7M,1.26B
Non Operating Income/Expense,51.3M,34.5M,(14.9M),11.4M,47.3M
Non-Operating Interest Income,3M,6.1M,10.2M,4.9M,1.4M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,141.2M,128.2M,145.2M,188.4M,149.5M
Interest Expense Growth,-,-9.21%,13.26%,29.75%,-20.65%
Gross Interest Expense,141.2M,128.2M,145.2M,188.4M,149.5M
Interest Capitalized,-,-,-,-,-
Pretax Income,547.5M,755M,276.6M,176.6M,1.16B
Pretax Income Growth,-,37.90%,-63.36%,-36.15%,555.61%
Pretax Margin,-,-,-,-,17.18%
Income Tax,(265.5M),125.1M,62.7M,(59.8M),146.6M
Income Tax - Current Domestic,26.5M,(4.2M),1.2M,700K,12.8M
Income Tax - Current Foreign,53.1M,55.3M,48.5M,54M,43.3M
Income Tax - Deferred Domestic,(355.9M),99.4M,(5M),(135.6M),97M
Income Tax - Deferred Foreign,10.8M,(25.4M),18M,21.1M,(6.5M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,813M,629.9M,213.9M,236.4M,1.01B
Minority Interest Expense,2.3M,2.5M,2.2M,2.2M,1.6M
Net Income,810.7M,627.4M,211.7M,234.2M,1.01B
Net Income Growth,-,-22.61%,-66.26%,10.63%,331.08%
Net Margin Growth,-,-,-,-,14.98%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,810.7M,627.4M,211.7M,234.2M,1.01B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,810.7M,627.4M,211.7M,234.2M,1.01B
EPS (Basic),1.92,1.48,0.52,0.57,2.37
EPS (Basic) Growth,-,-22.96%,-65.20%,10.68%,315.92%
Basic Shares Outstanding,421.9M,423.8M,410.9M,410.7M,425.7M
EPS (Diluted),1.89,1.44,0.51,0.56,2.27
EPS (Diluted) Growth,-,-23.96%,-64.64%,9.88%,306.81%
Diluted Shares Outstanding,428.3M,435.9M,416M,418.8M,443.8M
EBITDA,1.2B,1.37B,1.24B,1.04B,1.97B
EBITDA Growth,-,14.23%,-9.81%,-15.81%,89.23%
EBITDA Margin,-,-,-,-,29.24%
