Item,2017,2018,2019,2020,2021
Sales/Revenue,6.14B,7.16B,6.3B,5.66B,8.54B
Sales Growth,-,16.53%,-11.99%,-10.20%,50.96%
Cost of Goods Sold (COGS) incl. D&A,4.65B,5.21B,4.72B,4.38B,5.88B
COGS Growth,-,11.93%,-9.43%,-7.17%,34.35%
COGS excluding D&A,4.35B,4.87B,4.37B,4.03B,5.51B
Depreciation & Amortization Expense,305M,343M,351M,349M,371M
Depreciation,285M,319M,327M,327M,346M
Amortization of Intangibles,20M,24M,24M,22M,25M
Gross Income,1.49B,1.95B,1.58B,1.28B,2.65B
Gross Income Growth,-,30.93%,-18.85%,-19.24%,107.99%
Gross Profit Margin,-,-,-,-,31.09%
SG&A Expense,569M,618M,550M,556M,719M
SGA Growth,-,8.61%,-11.00%,1.09%,29.32%
Research & Development,73M,72M,67M,74M,86M
Other SG&A,496M,546M,483M,482M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,55M,(10M),112M,52M,7M
EBIT after Unusual Expense,(55M),1.34B,918M,668M,1.93B
Non Operating Income/Expense,149M,58M,1M,1.55B,266M
Non-Operating Interest Income,2M,6M,6M,6M,8M
Equity in Affiliates (Pretax),183M,233M,182M,134M,146M
Interest Expense,122M,126M,119M,109M,100M
Interest Expense Growth,-,3.28%,-5.56%,-8.40%,-8.26%
Gross Interest Expense,128M,136M,127M,117M,112M
Interest Capitalized,6M,10M,8M,8M,12M
Pretax Income,1.08B,1.51B,988M,2.25B,2.25B
Pretax Income Growth,-,40.47%,-34.57%,127.83%,-0.13%
Pretax Margin,-,-,-,-,26.33%
Income Tax,213M,292M,124M,247M,330M
Income Tax - Current Domestic,201M,(184M),(8M),13M,-
Income Tax - Current Foreign,158M,143M,149M,126M,323M
Income Tax - Deferred Domestic,(110M),314M,1M,308M,(16M)
Income Tax - Deferred Foreign,(36M),19M,(18M),(200M),23M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,862M,1.22B,864M,2B,1.92B
Minority Interest Expense,6M,6M,6M,7M,6M
Net Income,856M,1.21B,858M,2B,1.91B
Net Income Growth,-,41.59%,-29.21%,132.75%,-4.26%
Net Margin Growth,-,-,-,-,22.40%
Extraordinaries & Discontinued Operations,(13M),(5M),(6M),(12M),-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(13M),(5M),(6M),(12M),(22M)
Net Income After Extraordinaries,843M,1.21B,852M,1.99B,1.89B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,843M,1.21B,852M,1.99B,1.89B
EPS (Basic),6.11,8.99,6.88,16.85,16.99
EPS (Basic) Growth,-,47.01%,-23.50%,145.06%,0.86%
Basic Shares Outstanding,137.9M,134.31M,123.93M,117.82M,111.22M
EPS (Diluted),6.09,8.91,6.84,16.75,16.86
EPS (Diluted) Growth,-,46.25%,-23.32%,145.12%,0.65%
Diluted Shares Outstanding,138.32M,135.42M,124.65M,118.48M,112.08M
EBITDA,1.22B,1.67B,1.38B,1.07B,2.31B
EBITDA Growth,-,36.71%,-17.40%,-22.59%,115.72%
EBITDA Margin,-,-,-,-,27.01%
