Item,2018,2019,2020,2021,2022
Sales/Revenue,65.45B,69.69B,69.22B,83.79B,93.51B
Sales Growth,-,6.48%,-0.68%,21.06%,11.60%
Cost of Goods Sold (COGS) incl. D&A,51.35B,54.87B,55.87B,66.01B,73.35B
COGS Growth,-,6.85%,1.84%,18.13%,11.12%
COGS excluding D&A,48.25B,51.51B,52.26B,62.21B,69.38B
Depreciation & Amortization Expense,3.1B,3.35B,3.62B,3.79B,3.97B
Depreciation,3.01B,3.27B,3.55B,3.74B,3.92B
Amortization of Intangibles,87M,82M,66M,49M,52M
Gross Income,14.1B,14.83B,13.34B,17.79B,20.17B
Gross Income Growth,-,5.14%,-10.00%,33.31%,13.37%
Gross Profit Margin,-,-,-,-,21.57%
SG&A Expense,8.97B,10.04B,10.49B,11.77B,13.64B
SGA Growth,-,11.90%,4.49%,12.19%,15.91%
Research & Development,-,-,-,-,-
Other SG&A,8.97B,10.04B,10.49B,11.77B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,857M,320M,435M,554M,278M
EBIT after Unusual Expense,(857M),4.47B,2.42B,5.46B,6.25B
Non Operating Income/Expense,591M,(3.28B),(131M),1.95B,(713M)
Non-Operating Interest Income,48M,59M,55M,52M,53M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,558M,588M,672M,793M,689M
Interest Expense Growth,-,5.38%,14.29%,18.01%,-13.11%
Gross Interest Expense,619M,652M,726M,861M,751M
Interest Capitalized,61M,64M,54M,68M,62M
Pretax Income,4.35B,655M,1.67B,6.67B,4.9B
Pretax Income Growth,-,-84.95%,154.81%,299.88%,-26.64%
Pretax Margin,-,-,-,-,5.24%
Income Tax,(219M),115M,383M,1.44B,1.07B
Income Tax - Current Domestic,(497M),(43M),(163M),357M,431M
Income Tax - Current Foreign,461M,243M,198M,284M,317M
Income Tax - Deferred Domestic,396M,(68M),476M,737M,288M
Income Tax - Deferred Foreign,(579M),(17M),(128M),65M,34M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(6M),(1M),(2M),(11M),(7M)
Consolidated Net Income,4.57B,539M,1.28B,5.22B,3.82B
Minority Interest Expense,-,-,-,-,-
Net Income,4.57B,539M,1.28B,5.22B,3.82B
Net Income Growth,-,-88.20%,138.22%,306.54%,-26.84%
Net Margin Growth,-,-,-,-,4.08%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,4.57B,539M,1.28B,5.22B,3.82B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,4.57B,539M,1.28B,5.22B,3.82B
EPS (Basic),17.1,2.06,4.92,19.77,14.52
EPS (Basic) Growth,-,-87.97%,139.14%,301.92%,-26.56%
Basic Shares Outstanding,267M,262M,261M,264M,263M
EPS (Diluted),16.79,2.03,4.9,19.48,14.36
EPS (Diluted) Growth,-,-87.88%,140.94%,297.51%,-26.30%
Diluted Shares Outstanding,272M,265M,262M,268M,266M
EBITDA,8.22B,8.14B,6.47B,9.81B,10.49B
EBITDA Growth,-,-1.03%,-20.54%,51.71%,6.95%
EBITDA Margin,-,-,-,-,11.22%
