Item,2017,2018,2019,2020,2021
Sales/Revenue,2.23B,2.77B,2.5B,3.43B,3.49B
Sales Growth,-,24.21%,-9.85%,37.30%,1.98%
Total Investment Income,-,-,-,-,-
Sundry Revenue/Income,-,-,-,-,-
Trading Account Income,-,-,-,-,-
"Trust Income, Commissions & Fees",2.23B,2.77B,2.5B,3.43B,3.49B
Commission & Fee Income,2.23B,2.77B,2.5B,3.43B,3.49B
Total Expense,1.81B,2.18B,1.95B,2.72B,2.67B
Total Interest Expense,42.6M,40.5M,37.8M,38.7M,48M
Depreciation & Amortization Expense,192.2M,204M,176.6M,158.5M,167.4M
Other Operating Expense,209M,238.9M,211.4M,245.1M,314.1M
Operating Income,414.7M,589M,547.9M,707.4M,821.5M
Operating Income Growth,-,42.03%,-6.98%,29.11%,16.13%
Non-Operating Income (Expense),5.1M,12.3M,2M,36.9M,(1.8M)
Non-Operating Interest Income,1.3M,2.3M,1.9M,1.1M,600K
Miscellaneous Non Operating Expense,2.4M,8.9M,(2.1M),34.7M,(2M)
Equity in Affiliates (Pretax),1.4M,1.1M,2.2M,1.1M,(400K)
Unusual Expense,85.4M,30.1M,48.5M,45.2M,15.6M
Pretax Income,334.4M,571.2M,501.4M,660.4M,756.1M
Pretax Income Growth,-,70.81%,-12.22%,31.71%,14.49%
Pretax Margin,-,-,-,-,21.64%
Income Taxes,(66.2M),146M,130.6M,192.2M,227.1M
Income Tax - Current Domestic,166.8M,183.8M,159.9M,214.2M,231.8M
Income Tax - Current Foreign,5.4M,9.9M,7.9M,8.9M,14.2M
Income Tax - Deferred Domestic,(234M),(42.1M),(32.5M),(34.3M),(31.6M)
Income Tax - Deferred Foreign,(4.4M),(5.6M),(4.7M),3.4M,12.7M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(3.9M),(3.1M),(1.7M),(1.2M),(1.7M)
Consolidated Net Income,396.7M,422.1M,369.1M,467M,527.3M
Minority Interest Expense,-,-,(3.6M),-,-
Net Income,396.7M,422.1M,372.7M,467M,527.3M
Net Income Growth,-,6.40%,-11.70%,25.30%,12.91%
Net Margin Growth,-,-,-,-,15.09%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,396.7M,422.1M,372.7M,467M,527.3M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,396.7M,422.1M,372.7M,467M,527.3M
EPS (Basic),3.7,3.78,3.35,4.28,4.93
EPS (Basic) Growth,-,2.02%,-11.39%,27.94%,15.13%
Basic Shares Outstanding,107.2M,111.8M,111.4M,109.1M,107M
EPS (Diluted),3.69,3.76,3.33,4.27,4.92
EPS (Diluted) Growth,-,1.95%,-11.39%,28.17%,15.12%
Diluted Shares Outstanding,107.5M,112.2M,111.8M,109.3M,107.2M
