Item,2017,2018,2019,2020,2021
Sales/Revenue,7.64B,6.65B,6.71B,7.19B,8.38B
Sales Growth,-,-12.93%,0.80%,7.17%,16.51%
Cost of Goods Sold (COGS) incl. D&A,5.06B,4.35B,4.35B,4.6B,5.51B
COGS Growth,-,-13.99%,0.00%,5.86%,19.75%
COGS excluding D&A,4.9B,4.17B,4.18B,4.47B,5.36B
Depreciation & Amortization Expense,152M,177M,171M,135M,151M
Depreciation,116M,136M,136M,109M,120M
Amortization of Intangibles,36M,41M,35M,26M,31M
Gross Income,2.59B,2.31B,2.36B,2.59B,2.86B
Gross Income Growth,-,-10.86%,2.30%,9.58%,10.75%
Gross Profit Margin,-,-,-,-,34.19%
SG&A Expense,1.39B,1.23B,1.26B,1.29B,1.41B
SGA Growth,-,-11.52%,2.69%,2.22%,9.53%
Research & Development,-,-,-,-,-
Other SG&A,1.39B,1.23B,1.26B,1.29B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,6M,-,9M,-,229M
EBIT after Unusual Expense,(6M),-,1.09B,-,1.22B
Non Operating Income/Expense,(35M),(22M),(19M),(26M),(433M)
Non-Operating Interest Income,4M,5M,3M,3M,1M
Equity in Affiliates (Pretax),1M,3M,1M,3M,11M
Interest Expense,278M,156M,159M,144M,112M
Interest Expense Growth,-,-43.88%,1.92%,-9.43%,-22.22%
Gross Interest Expense,278M,156M,159M,144M,112M
Interest Capitalized,-,-,-,-,-
Pretax Income,884M,907M,914M,1.13B,688M
Pretax Income Growth,-,2.60%,0.77%,23.74%,-39.17%
Pretax Margin,-,-,-,-,8.21%
Income Tax,304M,221M,230M,269M,210M
Income Tax - Current Domestic,223M,144M,201M,203M,185M
Income Tax - Current Foreign,68M,74M,70M,69M,93M
Income Tax - Deferred Domestic,12M,12M,(38M),2M,(67M)
Income Tax - Deferred Foreign,1M,(9M),(3M),(5M),(1M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(5M),(6M),(4M),(6M),(2M)
Consolidated Net Income,575M,680M,680M,856M,476M
Minority Interest Expense,47M,50M,45M,52M,70M
Net Income,528M,630M,635M,804M,406M
Net Income Growth,-,19.32%,0.79%,26.61%,-49.50%
Net Margin Growth,-,-,-,-,4.85%
Extraordinaries & Discontinued Operations,-,97M,294M,411M,-
Extra Items & Gain/Loss Sale Of Assets,-,-,298M,602M,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,97M,(4M),(191M),-
Net Income After Extraordinaries,528M,727M,929M,1.22B,406M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,528M,727M,631M,613M,406M
EPS (Basic),1.68,2.38,2.2,2.32,1.63
EPS (Basic) Growth,-,41.88%,-7.76%,5.61%,-29.78%
Basic Shares Outstanding,314M,305M,287M,264M,249M
EPS (Diluted),1.66,2.37,2.19,2.32,1.62
EPS (Diluted) Growth,-,42.66%,-7.48%,5.98%,-30.34%
Diluted Shares Outstanding,318M,307M,288M,264M,251M
EBITDA,1.35B,1.25B,1.27B,1.43B,1.6B
EBITDA Growth,-,-7.11%,1.12%,12.78%,11.96%
EBITDA Margin,-,-,-,-,19.12%
