Item,2017,2018,2019,2020,2021
Sales/Revenue,5.25B,6.48B,6.73B,9.76B,16.43B
Sales Growth,-,23.26%,3.95%,45.05%,68.33%
Cost of Goods Sold (COGS) incl. D&A,3.47B,4.03B,3.86B,5.42B,8.51B
COGS Growth,-,16.21%,-4.12%,40.24%,57.03%
COGS excluding D&A,3.32B,3.86B,3.6B,5.06B,8.04B
Depreciation & Amortization Expense,144M,170M,258M,354M,463M
Depreciation,77M,94M,178M,259M,352M
Amortization of Intangibles,67M,76M,80M,95M,111M
Gross Income,1.79B,2.45B,2.87B,4.35B,7.93B
Gross Income Growth,-,36.93%,17.25%,51.52%,82.40%
Gross Profit Margin,-,-,-,-,48.25%
SG&A Expense,1.72B,1.99B,2.28B,2.96B,4.25B
SGA Growth,-,15.76%,14.52%,30.00%,43.42%
Research & Development,1.2B,1.43B,1.54B,1.98B,2.85B
Other SG&A,517M,561M,737M,995M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,15M,15M,189M,68M,(7M)
EBIT after Unusual Expense,(15M),441M,400M,1.32B,3.69B
Non Operating Income/Expense,60M,(8M),51M,(1M),10M
Non-Operating Interest Income,6M,18M,15M,8M,8M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,126M,121M,94M,47M,34M
Interest Expense Growth,-,-3.97%,-22.31%,-50.00%,-27.66%
Gross Interest Expense,126M,121M,94M,47M,34M
Interest Capitalized,-,-,-,-,-
Pretax Income,(8M),330M,372M,1.28B,3.67B
Pretax Income Growth,-,"4,225.00%",12.73%,242.74%,187.76%
Pretax Margin,-,-,-,-,22.33%
Income Tax,18M,(9M),31M,(1.21B),513M
Income Tax - Current Domestic,(3M),12M,(12M),5M,123M
Income Tax - Current Foreign,37M,(17M),50M,8M,82M
Income Tax - Deferred Domestic,(15M),-,-,(1.22B),313M
Income Tax - Deferred Foreign,(1M),(4M),(7M),(2M),(5M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,(7M),(2M),-,5M,6M
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,(33M),337M,341M,2.49B,3.16B
Minority Interest Expense,-,-,-,-,-
Net Income,(33M),337M,341M,2.49B,3.16B
Net Income Growth,-,"1,121.21%",1.19%,630.21%,26.99%
Net Margin Growth,-,-,-,-,19.24%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,(33M),337M,341M,2.49B,3.16B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,(33M),337M,341M,2.49B,3.16B
EPS (Basic),(0.03),0.34,0.31,2.1,2.61
EPS (Basic) Growth,-,"1,233.33%",-8.06%,572.74%,23.96%
Basic Shares Outstanding,952M,982M,1.09B,1.18B,1.21B
EPS (Diluted),(0.03),0.32,0.3,2.06,2.57
EPS (Diluted) Growth,-,"1,166.67%",-4.84%,577.77%,24.66%
Diluted Shares Outstanding,952M,1.06B,1.12B,1.21B,1.23B
EBITDA,211M,626M,847M,1.74B,4.14B
EBITDA Growth,-,196.68%,35.30%,105.08%,138.40%
EBITDA Margin,-,-,-,-,25.20%
